weight logl src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -2.019804406941500187e+09 9.690119014478494330e-01 9.849280834564864140e-01 8.175036378223052846e-01 3.236290541130122378e-01 2.740794935396361209e-01
0.000000000000000000e+00 -9.122723439935925007e+08 9.625954381964048068e-01 4.340407472260613408e-01 9.041729863099268183e-01 3.971526085223768820e-01 3.660002036203313658e-02
0.000000000000000000e+00 -8.142335834396605492e+08 8.743033546267495737e-01 8.335205497021620502e-01 9.909418204028259680e-01 7.393161053495680424e-01 2.677238758245223949e-01
0.000000000000000000e+00 -7.444774409318845272e+08 9.639179170519187601e-01 5.782790708598406493e-02 1.940859885834624876e-01 3.118027618957147640e-01 2.669292008510346648e-01
0.000000000000000000e+00 -7.195935723285214901e+08 7.593591469193859966e-01 6.921634334659406695e-01 9.757745013167742343e-01 1.747786942553668510e-01 1.957031863192942867e-01
0.000000000000000000e+00 -6.663925593926734924e+08 6.259872322758948116e-01 1.453368231617908624e-01 9.690342265481995954e-01 1.805843904990493964e-01 1.417058604695544677e-01
0.000000000000000000e+00 -6.426226862088546753e+08 9.841246549609218297e-01 5.987086316846464973e-01 1.036778970790211973e-01 7.848309317865672652e-01 4.970217925617548271e-02
0.000000000000000000e+00 -6.372567287746441364e+08 9.325241157484364107e-01 9.732506535175631246e-01 4.237281144563427304e-01 2.943821896080214273e-01 3.654348035916722415e-01
0.000000000000000000e+00 -6.041208302338756323e+08 9.714703608690271608e-01 6.575781117983295898e-01 6.937012905455098855e-01 4.444231803542605386e-01 2.705808463249285145e-01
0.000000000000000000e+00 -5.983443473617146015e+08 6.200952259733749639e-01 2.695663787259650057e-02 9.787513060182525537e-01 5.577507150617023735e-01 2.434515265285295271e-01
0.000000000000000000e+00 -5.789031402473572493e+08 7.642131277442949511e-01 5.085954684960344307e-01 9.736754427687983604e-01 5.507410949994311355e-01 9.052820793545524047e-02
0.000000000000000000e+00 -5.533108597153365612e+08 9.910573500677808401e-01 4.224520140780526622e-01 9.334775617786292834e-01 8.339474068967770437e-01 3.998613769609173918e-01
0.000000000000000000e+00 -5.384693355052524805e+08 7.057309047272845026e-01 3.515078120209172985e-01 9.790938398478643556e-01 8.825505866282422618e-01 2.550650264368614639e-01
0.000000000000000000e+00 -5.201649273656609058e+08 8.499084833133371264e-01 9.379610551636847759e-01 4.134936628237375622e-01 3.588509093410690021e-01 2.560057892056233353e-02
0.000000000000000000e+00 -4.029641892135580778e+08 2.204675231092337873e-01 5.608964293982799942e-01 9.456657907897627613e-01 4.462434634903315045e-01 1.262447026297538466e-01
0.000000000000000000e+00 -3.977746573338639736e+08 9.581482477778139328e-01 3.814982167314071582e-01 5.888647545816150242e-02 4.391747143800114328e-01 3.152849084843383221e-01
0.000000000000000000e+00 -3.873804145622417927e+08 9.639010010684272434e-01 2.965616067766005948e-01 7.706223740353371765e-01 8.704191291348135628e-01 3.806966066301031848e-02
0.000000000000000000e+00 -3.723658398014469743e+08 6.070015164251074680e-01 9.812619783830760500e-01 8.185432089036139836e-01 1.540779255712499962e-01 3.217695105895075347e-01
0.000000000000000000e+00 -3.525260119124516845e+08 9.930487983100295679e-01 5.664161958009267250e-01 4.055650003254522851e-01 7.669311008922163886e-02 9.794028472769400473e-02
0.000000000000000000e+00 -3.309384235024822354e+08 9.589204770040444803e-01 4.229139586871711876e-01 1.799097095290452808e-01 9.073459485535046998e-01 3.918909234885525894e-02
0.000000000000000000e+00 -3.201016606604400873e+08 9.034258904186304173e-01 6.515422829762106405e-01 9.432789765174808272e-01 8.175731959025317463e-01 2.898387633222019311e-01
0.000000000000000000e+00 -3.125890178070138097e+08 9.522195704905328517e-01 3.190770422144882934e-01 4.629087325297834843e-01 7.559757227069620056e-01 8.385268737403084316e-03
0.000000000000000000e+00 -3.043934535680581331e+08 3.697525811540516294e-01 9.679827595604132418e-01 3.498193678139027707e-02 8.104899248781807231e-01 3.538056663580030348e-01
0.000000000000000000e+00 -2.973276756048618555e+08 8.269606129947482120e-01 9.621524920808885994e-01 4.487613043750611208e-01 7.846704291519158714e-01 3.398650328492075490e-01
