src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
-5.365785082752426938e+00 -5.597911105919179953e+00 1.127641282116341515e+00 1.922232710546043322e+01
-5.395522539213643221e+00 -5.566206341756148035e+00 1.385972133697464415e+00 1.908922066937132556e+01
-5.209225078198477021e+00 -5.497515128047256283e+00 1.400663788059720360e+00 2.119987907456757625e+01
-5.412579898946691337e+00 -5.561777192510680479e+00 1.209608912868143094e+00 1.947157901470980690e+01
-5.250049105506325198e+00 -5.473973034594951770e+00 1.370078338338930557e+00 2.132095139948198437e+01
-5.277332607404169096e+00 -5.577086880744758446e+00 1.257856903088093503e+00 2.084745362761539056e+01
-4.957049082387660732e+00 -5.170112853814076814e+00 2.067260225018818787e+00 2.165365780031803666e+01
-5.369838687190489068e+00 -5.610190537296872115e+00 1.024217318865271231e+00 2.085260181828090609e+01
-5.395632087184809578e+00 -5.655246148285487884e+00 1.182845076691466879e+00 2.016478176373839304e+01
-5.398317264214441913e+00 -5.628090058623674174e+00 1.245511742570331037e+00 1.990205246038257414e+01
-5.362143566372090220e+00 -5.505673617196412017e+00 1.359651050167659747e+00 2.020951394250710820e+01
-5.416922126901882351e+00 -5.682789747530629043e+00 9.921756745591268078e-01 2.053779513786351529e+01
-5.359041723441881011e+00 -5.556958562982234895e+00 1.335267682406708012e+00 2.033851939162822831e+01
-5.142327025346705049e+00 -5.364604889679504218e+00 1.868190967218292364e+00 2.133769955497213999e+01
-5.297368112585217226e+00 -5.558212233718908379e+00 1.518946952933826644e+00 1.904986173330012988e+01
-5.114104063999684868e+00 -5.383528825984075894e+00 1.629464312852569208e+00 2.142076774412516826e+01
-5.329622775729942141e+00 -5.591441498916535302e+00 1.352128973403874390e+00 1.923210918332750552e+01
-5.200171742797767394e+00 -5.524097801200182900e+00 1.518257775794233488e+00 2.142358888813078721e+01
-5.204131775808797045e+00 -5.395276394688174548e+00 1.447671722854561693e+00 2.162142876363847677e+01
-5.356957022183364003e+00 -5.628473267468588226e+00 1.272272559631514532e+00 2.079897428844857998e+01
-5.251848251813751922e+00 -5.430754427201224921e+00 1.678712479296585514e+00 2.098873726048518762e+01
-5.176067355323856312e+00 -5.455076207602205685e+00 1.548249510173354437e+00 2.142870073247876661e+01
-5.319917454118309408e+00 -5.562371355944558893e+00 1.252754791005635582e+00 2.108314027735849194e+01
-5.261316957173288067e+00 -5.469270573608760344e+00 1.436213940277220047e+00 2.094860337610436929e+01
-5.273226890086164964e+00 -5.441884616257935292e+00 1.448795356998483719e+00 1.988437962539930481e+01
-4.905874969884691517e+00 -5.189649070148291798e+00 2.268174016596701925e+00 2.181773607891491196e+01
-5.426399959843257292e+00 -5.723569525752390419e+00 9.201358192211421816e-01 1.937063771295654391e+01
-5.308406814034772658e+00 -5.614016184089646089e+00 1.353094046788683613e+00 2.103880500739010628e+01
-5.125125583062717816e+00 -5.394142710948786501e+00 1.658439637149977663e+00 2.161022708554477489e+01
-5.148350689946227909e+00 -5.355442014683687191e+00 1.594038884189796335e+00 2.147253963217963246e+01
-5.408620451834385889e+00 -5.751484616836350483e+00 1.093740111218616029e+00 1.956809239075554885e+01
-5.173320385343826544e+00 -5.291475080443245105e+00 1.656431093163847734e+00 2.132713078147536478e+01
-5.340953529447020287e+00 -5.541199039814853400e+00 1.381270452780585245e+00 2.128059288488362455e+01
