src1.lognorm src2.lognorm src1.logkT src1.lognH
-4.076153639563868225e+00 -4.274472999598335932e+00 4.216808581851132498e-01 2.146525080603775137e+01
-4.047965087230737780e+00 -4.212709571093560257e+00 4.293591550591406847e-01 2.161456326327442312e+01
-4.035427951265949886e+00 -4.271967658448103222e+00 4.904236578515439593e-01 2.145203880986927558e+01
-4.085171798490252471e+00 -4.307710284476289786e+00 5.542537135622727096e-01 2.141172558042529062e+01
-4.022974404943539639e+00 -4.284192595792337244e+00 4.601769298790798768e-01 2.160811059901576314e+01
-4.022363931668423653e+00 -4.256363206750929606e+00 3.956332848139607616e-01 2.158004438400118374e+01
-4.095171355046103301e+00 -4.243848698959183707e+00 4.641069303174674143e-01 2.148163553761893496e+01
-4.083463336420187773e+00 -4.274952469466188454e+00 4.846042500439549094e-01 2.147323163206176844e+01
-4.082582620452005706e+00 -4.317331120959657653e+00 5.201830903889443913e-01 2.138494345925429840e+01
-4.107200239236682648e+00 -4.280340264016606611e+00 5.543897831947186550e-01 2.133146014337281571e+01
-4.021996650894204883e+00 -4.218286898927258832e+00 3.993446024521025706e-01 2.158736148699812318e+01
-4.066479067549042981e+00 -4.272436943836718015e+00 5.045904379823322738e-01 2.153655703883678640e+01
-4.111807339642338910e+00 -4.253525323037381511e+00 4.187549344121082040e-01 2.145030881381259746e+01
-4.049166466891193750e+00 -4.304208706456368105e+00 4.786861134716711152e-01 2.154782143755690527e+01
-4.119687035727112701e+00 -4.249086115844160183e+00 4.097371445829371961e-01 2.149881471375172381e+01
-4.073524877628228680e+00 -4.266392013255038584e+00 4.557440429853572006e-01 2.155220991262174479e+01
-4.089833701437004976e+00 -4.316245403689019433e+00 4.252212818866127897e-01 2.146424277528502600e+01
-4.069100942889189554e+00 -4.287084599837556631e+00 4.260881556133166992e-01 2.154509392366868781e+01
-4.018068979693995679e+00 -4.301042848346364522e+00 4.227163232762400913e-01 2.157805296730968436e+01
-4.063705789326181872e+00 -4.252940086470630376e+00 5.425263366968091638e-01 2.150060809947520823e+01
-4.042487478066140838e+00 -4.236023386224109011e+00 4.987297132974140013e-01 2.162998991623176082e+01
-3.992620567029830703e+00 -4.225818470007684624e+00 4.707033975557608496e-01 2.162715562331892016e+01
-4.042356688332349179e+00 -4.323935830125760660e+00 5.125549795475556891e-01 2.145439799684098148e+01
-4.050130377878746302e+00 -4.283036841143292861e+00 4.891508179086265784e-01 2.148101315823300794e+01
-4.103204663440553013e+00 -4.351780401175234125e+00 5.846407791142913535e-01 2.139918263133775866e+01
-4.089856780243286138e+00 -4.349167567547784330e+00 5.891744072459428327e-01 2.139052110639000404e+01
-4.010406538890262773e+00 -4.276951271062690019e+00 4.597634855783421237e-01 2.161899055606603781e+01
-4.038621091478218794e+00 -4.341129486666011061e+00 5.776899249994753571e-01 2.141556626501691696e+01
-4.090344550013492508e+00 -4.279175571670972289e+00 4.896976308026772529e-01 2.146142563569568296e+01
-4.069107595268388167e+00 -4.359902621326885885e+00 5.182555366278867037e-01 2.148332217804994926e+01
-4.087552999272084264e+00 -4.318194751313546575e+00 5.112006840318954470e-01 2.136846900602714427e+01
-4.075496466465038381e+00 -4.267825695233251615e+00 4.174749258227898885e-01 2.154225998824857058e+01
-4.079931236623331792e+00 -4.250592983539004166e+00 4.633539027884516770e-01 2.150961041985581801e+01
-4.031820354643085302e+00 -4.284975396534426828e+00 3.716145910955972465e-01 2.161344029229654140e+01
-4.037188049667513212e+00 -4.286012390527720761e+00 5.595435114382609765e-01 2.143534802313514831e+01
-3.993834582966673707e+00 -4.236742476275808578e+00 4.274456155032007043e-01 2.163611896996257400e+01
-4.087445151600427096e+00 -4.282576550107383362e+00 5.040334764701221992e-01 2.151041774657716488e+01
-4.033177463108664540e+00 -4.232343310847103801e+00 4.790087997220500160e-01 2.154897399717057027e+01
-4.099642806907244363e+00 -4.283413129835954791e+00 5.172745605708111150e-01 2.153034895935928361e+01
-4.029491340536007549e+00 -4.254319708189385096e+00 5.828852365113703637e-01 2.146899183324216054e+01
-4.107893862094740278e+00 -4.251107095203386699e+00 4.953731512989814068e-01 2.142124149487250051e+01
-4.082038862512321842e+00 -4.290548831425377685e+00 4.634134472210000855e-01 2.148089804954208404e+01
-4.120772559408680813e+00 -4.341013237107496536e+00 5.774871814525937008e-01 2.126737999095326259e+01
-4.064173732202849720e+00 -4.264246490456781835e+00 4.546116713170560431e-01 2.156282928632608176e+01
-4.101039656459157356e+00 -4.297675540339238154e+00 5.188701246951554769e-01 2.141410509932718753e+01
-4.017266576712965609e+00 -4.298896787350034110e+00 5.465720309847066360e-01 2.152787408486414833e+01
-4.094945361599592992e+00 -4.270265868095421524e+00 5.641504451105092688e-01 2.145035479693326153e+01
-4.030723330562938855e+00 -4.312014312404949479e+00 5.194943078626408361e-01 2.158398724667948443e+01
-4.074127744401620177e+00 -4.273475474398580332e+00 5.127015537965844416e-01 2.138348067059866509e+01
-4.096778875103995077e+00 -4.272606004588924478e+00 4.425539576967194577e-01 2.149102629841593526e+01
-4.061669935119171626e+00 -4.325763144167729557e+00 4.853136348815176859e-01 2.140011162863820715e+01
-4.065612459380981036e+00 -4.265296579511553610e+00 5.647905533996446792e-01 2.150894850481338239e+01
-4.135137965214626732e+00 -4.316483462632148438e+00 4.420961612725202716e-01 2.141945857040815326e+01
-4.048755776799897177e+00 -4.248145985176867256e+00 4.395748158662169391e-01 2.150040333967709927e+01
-4.085306800579077802e+00 -4.304174926930796730e+00 5.173417301977161209e-01 2.137662981072132240e+01
-4.031261020298787301e+00 -4.275957751894909009e+00 3.929433541191487134e-01 2.154611590409130173e+01
-4.038690336585824880e+00 -4.264358685878935518e+00 4.986196070928392565e-01 2.155225993754835656e+01
-4.042487878409585456e+00 -4.241893130780438170e+00 4.263841800202150534e-01 2.154783852625418206e+01
-3.977994318689672681e+00 -4.188854846961895362e+00 3.932385685228698691e-01 2.171517576809551997e+01
-4.076351431531283431e+00 -4.282804679043292317e+00 5.033679102759391899e-01 2.138503700389330930e+01
-4.142533813746275939e+00 -4.333713194769235777e+00 5.909078944494556840e-01 2.118953804480813119e+01
-4.103113899710983503e+00 -4.290538205066144251e+00 5.862932294733249616e-01 2.134592876133828199e+01
-4.098955073557708495e+00 -4.282348216632133386e+00 4.593062798709612871e-01 2.150873287136068512e+01
-4.089931564097981642e+00 -4.283176388931994261e+00 4.552515620793258222e-01 2.132750230016781146e+01
-4.104792981085541470e+00 -4.327015451026071879e+00 5.200900253771627568e-01 2.127310234332424344e+01
-4.069492080419261804e+00 -4.272909913422365591e+00 4.996973194030849275e-01 2.147224046272635789e+01
