logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -2.035551022994522452e+08 -2.035551082921665311e+08 nan
-2.035551082921665311e+08 nan -2.500000000000000052e-03 4.000000000000000000e+02 -1.565583939067037702e+08 -1.565583999019180536e+08 nan
-1.565583999019180536e+08 nan -5.000000000000000104e-03 4.000000000000000000e+02 -7.918586124849300086e+07 -7.918586724620728195e+07 nan
-7.918586724620728195e+07 2.883504089787602425e+07 -7.499999999999999722e-03 4.000000000000000000e+02 -4.765260305739635229e+07 -4.765260905761063844e+07 nan
-4.765260905761063844e+07 3.081165977548746020e+07 -1.000000000000000021e-02 4.000000000000000000e+02 -3.397885611757639050e+07 -3.397886212029067427e+07 nan
-3.397886212029067427e+07 1.259489321423844621e+07 -1.250000000000000069e-02 4.000000000000000000e+02 -2.653165044887698442e+07 -2.653165645409126952e+07 nan
-2.653165645409126952e+07 8.845222995410198346e+06 -1.500000000000000118e-02 4.000000000000000000e+02 -1.684022917165560648e+07 -1.684023517936989293e+07 nan
-1.684023517936989293e+07 1.258160030193999037e+07 -1.750000000000000167e-02 4.000000000000000000e+02 -1.363419135928310454e+07 -1.363419736949739046e+07 nan
-1.363419736949739046e+07 9.605401778197355568e+06 -2.000000000000000042e-02 4.000000000000000000e+02 -7.460358388673296198e+06 -7.460364401387582533e+06 nan
-7.460364401387582533e+06 5.643400803057670593e+06 -2.249999999999999917e-02 4.000000000000000000e+02 -5.540445477550112642e+06 -5.540451492764399387e+06 nan
-5.540451492764399387e+06 3.242241818207826931e+06 -2.499999999999999792e-02 4.000000000000000000e+02 -4.602925388837446459e+06 -4.602931406551733613e+06 nan
-4.602931406551733613e+06 3.253117085059541278e+06 -2.749999999999999667e-02 4.000000000000000000e+02 -3.897742510696346406e+06 -3.897748530910633039e+06 nan
-3.897748530910633039e+06 3.547358309358606581e+06 -2.999999999999999542e-02 4.000000000000000000e+02 -1.966838850602622610e+06 -1.966844873316909187e+06 nan
-1.966844873316909187e+06 3.225440830558584072e+06 -3.249999999999999417e-02 4.000000000000000000e+02 -1.952299412970302626e+06 -1.952305438184589380e+06 nan
-1.952305438184589380e+06 8.679141652222669218e+05 -3.499999999999999639e-02 4.000000000000000000e+02 -1.915590415744507452e+06 -1.915596443458794151e+06 nan
-1.915596443458794151e+06 1.993776451853262552e+04 -3.749999999999999861e-02 4.000000000000000000e+02 -1.708481051096912241e+06 -1.708487081311198883e+06 nan
-1.708487081311198883e+06 1.055761779302086070e+05 -4.000000000000000083e-02 4.000000000000000000e+02 -1.400318899406294106e+06 -1.400324932120580692e+06 nan
-1.400324932120580692e+06 2.043850347360228188e+05 -4.250000000000000305e-02 4.000000000000000000e+02 -7.238464744804454967e+05 -7.238525096947321435e+05 nan
-7.238525096947321435e+05 4.347246829804927111e+05 -4.500000000000000527e-02 4.000000000000000000e+02 -5.154547702191460412e+05 -5.154608079334327485e+05 nan
-5.154608079334327485e+05 4.357769165402695071e+05 -4.750000000000000749e-02 4.000000000000000000e+02 -3.495756788328355760e+05 -3.495817190471222857e+05 nan
-3.495817190471222857e+05 4.925668165584668750e+05 -5.000000000000000971e-02 4.000000000000000000e+02 -3.446908582339629647e+05 -3.446969009482496767e+05 nan
-3.446969009482496767e+05 2.115367886697668382e+03 -5.250000000000001193e-02 4.000000000000000000e+02 -1.796731473468472832e+05 -1.796791925611339684e+05 nan
-1.796791925611339684e+05 1.185304261879732035e+00 -5.500000000000001416e-02 4.000000000000000000e+02 -1.383739724306008720e+05 -1.383800201448875596e+05 nan
-1.383800201448875596e+05 1.141439860765741287e+04 -5.750000000000001638e-02 4.000000000000000000e+02 -8.950048060282520601e+04 -8.950653081711189589e+04 nan
-8.950653081711189589e+04 2.975484571987986055e+04 -6.000000000000001860e-02 4.000000000000000000e+02 -8.135548250395612558e+04 -8.136153521824281779e+04 nan
-8.136153521824281779e+04 1.553853991201030112e+04 -6.250000000000001388e-02 4.000000000000000000e+02 -6.960943453437826247e+04 -6.961548974866495701e+04 nan
-6.961548974866495701e+04 7.684126932793715241e+03 -6.500000000000001610e-02 4.000000000000000000e+02 -6.299242493527315673e+04 -6.299848264955984632e+04 nan
-6.299848264955984632e+04 8.479130578212132605e+03 -6.750000000000001832e-02 4.000000000000000000e+02 -2.465137860866947813e+04 -2.465743882295617004e+04 nan
-2.465743882295617004e+04 1.428867091204839198e+04 -7.000000000000002054e-02 4.000000000000000000e+02 -2.390624611399633432e+04 -2.391230882828302492e+04 nan
-2.391230882828302492e+04 3.516659743615799130e+02 -7.250000000000002276e-02 4.000000000000000000e+02 -1.841948313915614199e+04 -1.842554835344283492e+04 nan
-1.842554835344283492e+04 2.784663890020593044e+03 -7.500000000000002498e-02 4.000000000000000000e+02 -1.183341350593660718e+04 -1.183948122022329881e+04 nan
-1.183948122022329881e+04 4.365294093578701904e+03 -7.750000000000002720e-02 4.000000000000000000e+02 -1.038066805271982412e+04 -1.038673826700651625e+04 nan
-1.038673826700651625e+04 4.643417956789387063e+03 -8.000000000000002942e-02 4.000000000000000000e+02 -9.692932725383396246e+03 -9.699005439670087071e+03 nan
-9.699005439670087071e+03 2.402144848456877298e+03 -8.250000000000003164e-02 4.000000000000000000e+02 -7.251873655964538557e+03 -7.257948870251229891e+03 nan
-7.257948870251229891e+03 3.013848832126367597e+03 -8.500000000000003386e-02 4.000000000000000000e+02 -7.242849295270882067e+03 -7.248927009557573001e+03 nan
-7.248926888823607442e+03 6.770454057619826926e+02 -8.750000000000003608e-02 4.000000000000000000e+02 -5.177333917447731437e+03 -5.183414131734422881e+03 nan
-5.183414131734422881e+03 1.018467764492312995e+03 -9.000000000000003830e-02 4.000000000000000000e+02 -5.035501755632337336e+03 -5.041584469919028379e+03 nan
-5.041584469919028379e+03 9.506603886491999447e+02 -9.250000000000004052e-02 4.000000000000000000e+02 -4.344660125939008140e+03 -4.350745340225699692e+03 nan
-4.350745340225699692e+03 7.974867494730767703e+02 -9.500000000000004274e-02 4.000000000000000000e+02 -4.234671934957416852e+03 -4.240759649244108004e+03 nan
-4.240759649244108004e+03 8.331277204310821389e+02 -9.750000000000004496e-02 4.000000000000000000e+02 -3.020102760171431783e+03 -3.026192974458122990e+03 nan
-3.026192974458122990e+03 1.198805530662607907e+03 -1.000000000000000472e-01 4.000000000000000000e+02 -2.250764431884741953e+03 -2.256857146171433214e+03 nan
-2.256857146171433214e+03 2.870270981727853155e+02 -1.025000000000000494e-01 4.000000000000000000e+02 -2.019986679867568455e+03 -2.026081894154259771e+03 nan
-2.026081894154259771e+03 8.629100796675800211e+01 -1.050000000000000516e-01 4.000000000000000000e+02 -2.016868241332263779e+03 -2.022965955618955149e+03 nan
-2.022922573503487456e+03 1.864098587979866384e+00 -1.075000000000000538e-01 4.000000000000000000e+02 -1.977126931084702846e+03 -1.983227145371394272e+03 nan
-1.983227145371394272e+03 1.620378748060501550e+01 -1.100000000000000561e-01 4.000000000000000000e+02 -1.683807800268052915e+03 -1.689910514554744168e+03 nan
-1.689910514554744168e+03 1.480972275517348464e+02 -1.125000000000000583e-01 4.000000000000000000e+02 -1.349035322685593428e+03 -1.355140536972284735e+03 nan
-1.355140536972284735e+03 2.685101337647606101e+02 -1.150000000000000605e-01 4.000000000000000000e+02 -1.008388794058776739e+03 -1.014496508345468101e+03 nan
-1.014496508345468101e+03 9.434656695389530512e+01 -1.175000000000000627e-01 4.000000000000000000e+02 -9.952397734126701607e+02 -1.001349987699361463e+03 nan
-1.001349985747099026e+03 4.760893350514327160e+00 -1.200000000000000649e-01 4.000000000000000000e+02 -6.905954305047621347e+02 -6.967081447914534920e+02 nan
-6.967081447914534920e+02 1.502747889290931198e+02 -1.225000000000000672e-01 4.000000000000000000e+02 -5.490204922121487243e+02 -5.551357064988400225e+02 nan
-5.551357064988400225e+02 1.825628795115635228e+02 -1.250000000000000555e-01 4.000000000000000000e+02 -5.295240343227243329e+02 -5.356417486094156857e+02 nan
-5.356417486059967814e+02 1.281595562940872526e+02 -1.275000000000000577e-01 4.000000000000000000e+02 -5.282085481479416558e+02 -5.343287624346329494e+02 nan
-5.340905210085566068e+02 1.461591696791745720e+00 -1.300000000000000600e-01 4.000000000000000000e+02 -4.581565522730281828e+02 -4.642792665597194741e+02 nan
-4.642792665597194741e+02 3.326975727052857934e+01 -1.325000000000000622e-01 4.000000000000000000e+02 -4.429215911345380619e+02 -4.490468054212293509e+02 nan
-4.490468051787771628e+02 3.185662842395455741e+01 -1.350000000000000644e-01 4.000000000000000000e+02 -4.336743602679381411e+02 -4.398020745546294279e+02 nan
-4.398019779398596256e+02 2.579072501225359204e+01 -1.375000000000000666e-01 4.000000000000000000e+02 -3.040733853719727904e+02 -3.102035996586640749e+02 nan
-3.102035996586640749e+02 5.606155109884195298e+01 -1.400000000000000688e-01 4.000000000000000000e+02 -1.310875698514038845e+02 -1.372202841380951952e+02 nan
-1.372202841380951952e+02 1.070589480342020465e+02 -1.425000000000000711e-01 4.000000000000000000e+02 -1.196645166819072728e+02 -1.257997309685985812e+02 nan
-1.257997200009280334e+02 1.054168505834208531e+02 -1.450000000000000733e-01 4.000000000000000000e+02 -1.161408015278566523e+02 -1.222785158145479727e+02 nan
-1.222493805841526040e+02 5.140179980046996633e+01 -1.475000000000000755e-01 4.000000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.194725468097038430e+02 2.592310601755009714e+00 -1.500031302181186188e-01 3.990000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.188110116898676552e+02 3.143740020791180867e-01 -1.525125418235443731e-01 3.980000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.184163099761211129e+02 3.249174137082442293e-01 -1.550282664207916772e-01 3.970000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.181340533589085453e+02 2.711506586517886674e-01 -1.575503358535015330e-01 3.960000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.179141792662590547e+02 2.631185523766753076e-01 -1.600787822068601984e-01 3.950000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.177340433022500576e+02 2.302825288033294171e-01 -1.626136378100482560e-01 3.940000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.175814566898916240e+02 1.788096450108933033e-01 -1.651549352387208236e-01 3.930000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.174490999553530770e+02 1.565034353663676270e-01 -1.677027073175195171e-01 3.920000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.173322314975587801e+02 1.586839423587952103e-01 -1.702569871226162768e-01 3.910000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.172276032469143132e+02 1.805361222492114226e-01 -1.728178079842899451e-01 3.900000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.171328925921222464e+02 1.994164397747582029e-01 -1.753852034895357626e-01 3.890000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.170463810940206599e+02 1.912653411846521045e-01 -1.779592074847086147e-01 3.880000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.169667615560501446e+02 2.098458225452948800e-01 -1.805398540782002514e-01 3.870000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.168930164433664913e+02 2.260638143970646052e-01 -1.831271776431512011e-01 3.860000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
-1.168243381566261263e+02 2.541250103219831469e-01 -1.857212128201978507e-01 3.850000000000000000e+02 -1.133978384199544251e+02 -1.195368029670624139e+02 nan
