src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
-4.534447610040803767e+00 -5.420019497731269453e+00 2.833142641756746016e+00 2.085810029233746832e+01
-4.543260085705187024e+00 -5.422414448161774203e+00 2.703241935417701747e+00 2.070123717913364914e+01
-4.589702680063080464e+00 -5.507574729024331539e+00 2.384259433223396840e+00 1.977574789761032292e+01
-4.542667445382194913e+00 -5.610250641786305614e+00 2.706384695232539883e+00 2.024832971071214160e+01
-4.604441688812801914e+00 -5.527675766044390926e+00 2.458540133639218972e+00 1.935769855201896661e+01
-4.553066695468134029e+00 -5.547402296630222551e+00 2.638396511857778570e+00 2.069180549612134357e+01
-4.633562772886534731e+00 -5.494418947840514100e+00 2.662635796338688188e+00 1.990679504809016365e+01
-4.529128377156331986e+00 -5.528819534898330446e+00 2.605318769008404090e+00 2.022049035665276406e+01
-4.589245721885319540e+00 -5.512961465134732286e+00 2.702101674676305798e+00 1.961716795675656755e+01
-4.567288042566246098e+00 -5.571668538412552607e+00 2.607789758288252990e+00 2.011700176532353979e+01
-4.534786273167214610e+00 -5.608852615625520066e+00 2.570910077439684471e+00 1.999524529857209032e+01
-4.509006401785196516e+00 -5.469154816847438205e+00 2.854291281715136464e+00 2.083003902875737978e+01
-4.497325489510783925e+00 -5.471547939237865421e+00 2.739552579131271592e+00 2.081366745643281391e+01
-4.590133457777183956e+00 -5.470067215185510534e+00 2.855043722930122208e+00 1.920399159687344692e+01
-4.520832648383619201e+00 -5.500744110656499153e+00 2.739670662818780578e+00 2.076518668445261895e+01
-4.571634852567878937e+00 -5.664129409410909588e+00 2.500982303828704012e+00 1.931456423437866476e+01
-4.569222146208514523e+00 -5.557138809228650445e+00 2.642617204461692459e+00 2.055248197292735313e+01
-4.526194818999010216e+00 -5.450081914552489692e+00 2.738258412057867019e+00 2.059842685451157251e+01
-4.559930944306286094e+00 -5.547676273384949397e+00 2.676542174400163177e+00 1.908847862624538294e+01
-4.575916838857221336e+00 -5.566014142982956159e+00 2.497723998299799852e+00 2.023007105969530173e+01
-4.596285143355753888e+00 -5.638150354595225622e+00 2.624598501449760590e+00 1.996761705310287383e+01
-4.506156297895100415e+00 -5.513580124126493232e+00 2.568864988516341263e+00 2.076158333908232123e+01
-4.574066329224867999e+00 -5.541073701391436401e+00 2.691162131850200367e+00 1.900965652600643452e+01
-4.591504545925866765e+00 -5.543242344666078125e+00 2.373223107273476629e+00 1.954798467930556072e+01
-4.559096682076809515e+00 -5.593436391519110096e+00 2.718764014955477926e+00 1.931190281086146854e+01
-4.565325902921069101e+00 -5.519478384213009292e+00 2.698456787628067843e+00 2.050671779805244554e+01
-4.599041131710157160e+00 -5.497969115573837939e+00 2.459298515376722172e+00 1.962926095428390738e+01
-4.543346501261746440e+00 -5.532861532732737508e+00 2.761033343127500927e+00 2.017408858922643944e+01
-4.536819238887946248e+00 -5.478687531663757326e+00 2.560943425272529161e+00 2.069902970193187031e+01
-4.555230945541339338e+00 -5.623890234214695028e+00 2.555178309889730492e+00 1.972411614866062024e+01
-4.534580068510717155e+00 -5.520077305359633257e+00 2.634600924053588145e+00 2.089072771280390484e+01
-4.534162397982108850e+00 -5.525581147877289823e+00 2.650852103235646240e+00 2.063319271480659722e+01
-4.509041072787850268e+00 -5.483425907351159978e+00 2.751805729317625016e+00 2.067291783906996372e+01
-4.534343973440913445e+00 -5.524376891774387843e+00 2.621146570549760746e+00 2.034792111943314552e+01
-4.605013148482559160e+00 -5.547421049150266015e+00 2.630350819123069783e+00 2.013784167342457820e+01
-4.497745239420395613e+00 -5.620389754878480915e+00 2.436985361456855514e+00 2.038066987415135856e+01
-4.577271975540500470e+00 -5.601394329774554315e+00 2.687307620603720082e+00 2.020540493139604621e+01
-4.595265205905533001e+00 -5.539691795090694981e+00 2.685657211483955642e+00 1.958230716928800064e+01
-4.520359187753825836e+00 -5.468941791281539899e+00 2.741119423734385663e+00 1.954455089000015988e+01
-4.562398439007950834e+00 -5.654546879129755510e+00 2.643951049909556872e+00 2.017020696621905174e+01
-4.584790556603278944e+00 -5.543116086428529599e+00 2.569745596291470591e+00 2.001807023998220458e+01
-4.527269196385640626e+00 -5.549822509418870453e+00 2.765983860129071381e+00 1.941479898490198863e+01
-4.567753117145429087e+00 -5.598506825183982016e+00 2.718086572780785026e+00 1.915655418677103938e+01
-4.508547680044642014e+00 -5.550759052477265421e+00 2.793398748703606493e+00 2.090637431442207372e+01
-4.584121457393145249e+00 -5.628618629369327664e+00 2.670641420192618298e+00 1.981696998311386793e+01
-4.582683872778381406e+00 -5.527230328748242272e+00 2.697540622975871827e+00 2.057459915194063527e+01
-4.473579266473823424e+00 -5.436855035482333065e+00 2.875261016662864932e+00 2.098733530890036292e+01
-4.543523497155476321e+00 -5.515987113420112387e+00 2.700626037375062793e+00 2.068231514444941510e+01
-4.592586341068301437e+00 -5.563665693333034845e+00 2.529031237608761806e+00 2.028383336402891501e+01
-4.560905304908821734e+00 -5.564990213940896879e+00 2.573356763776617484e+00 2.029875618110256852e+01
-4.526693520576632324e+00 -5.485445196308754490e+00 2.936241798465968778e+00 2.079664464688847403e+01
-4.536978568970468473e+00 -5.547757204252712349e+00 2.623763655348375856e+00 2.026884977403810950e+01
-4.558174977575896847e+00 -5.457572254046420213e+00 2.593726714880803641e+00 2.001345659507124708e+01
-4.548072458331254175e+00 -5.582076828574525251e+00 2.784643189681732522e+00 1.981274455388426148e+01
-4.531219796688393586e+00 -5.599388502526089439e+00 2.632341449551186763e+00 1.977939741462278889e+01
-4.530456961447040243e+00 -5.527294773108133441e+00 2.693297915159060807e+00 2.070694335780671480e+01
-4.594289957443527861e+00 -5.598388214848081468e+00 2.452816280251695957e+00 1.931833986812819859e+01
-4.627502774499734350e+00 -5.652529772481547532e+00 2.542071581452002960e+00 1.925721990856263233e+01
-4.591710515657728919e+00 -5.482631697062476661e+00 2.539051358410356229e+00 2.045799451063329144e+01
-4.599822709103466245e+00 -5.548359684939956793e+00 2.391396291103908389e+00 1.902850060277496880e+01
-4.566223607116275396e+00 -5.515678639813584638e+00 2.544926177494732045e+00 1.925762769817825060e+01
-4.593874080047438468e+00 -5.575895676621921204e+00 2.662509099040573979e+00 2.012459807166182557e+01
-4.581113686298136756e+00 -5.541359171245357373e+00 2.463572295719476557e+00 2.004899621854308478e+01
-4.598699875023497086e+00 -5.540058311418820658e+00 2.528392142603557602e+00 1.972690272457594673e+01
-4.627990631032955271e+00 -5.544612135104316053e+00 2.577055823290240077e+00 1.934366142582696924e+01
-4.521353188353412378e+00 -5.462117539695046986e+00 2.743588060622328406e+00 2.079632030136411913e+01
-4.485856703697066905e+00 -5.515396750419550465e+00 2.892300286738930915e+00 2.095824670793798816e+01
-4.487046972974322756e+00 -5.476158850056476624e+00 2.933735310542712860e+00 2.089614333159949666e+01
-4.565217062196595954e+00 -5.472202364610705416e+00 2.636117337940570238e+00 1.904726590633231709e+01
-4.595919881144401309e+00 -5.552111007607859250e+00 2.639209754367856320e+00 1.922039072940492233e+01
-4.587172900508666551e+00 -5.484692586879712728e+00 2.320452074268595233e+00 1.996470142237251366e+01
-4.620521322866087743e+00 -5.586045414263406172e+00 2.575875027776693749e+00 1.952092590540074113e+01
-4.585411523260942701e+00 -5.596978557562716006e+00 2.411276995949956259e+00 1.972952612962938090e+01
-4.584220510831761075e+00 -5.534794958319682934e+00 2.568716684603039369e+00 1.976728640310781770e+01
-4.492703505995936375e+00 -5.360068089218819054e+00 3.065013603064292269e+00 2.106320287202104780e+01
-4.581025269187767535e+00 -5.483426399504939042e+00 2.515396930848150525e+00 1.992977339093570777e+01
-4.580979864827257053e+00 -5.561870127444064060e+00 2.573325089246967678e+00 1.946319986658925316e+01
-4.602968418260754646e+00 -5.496962847101640293e+00 2.409856078786464906e+00 1.940560204235025310e+01
-4.598754133174891123e+00 -5.537625420079672622e+00 2.527700883303448443e+00 1.901737545405941887e+01
-4.592796306768239134e+00 -5.565251880177566335e+00 2.640307279955287356e+00 1.907938841538004482e+01
-4.518662675508822169e+00 -5.462495489492962264e+00 2.902735920591641872e+00 2.085667558313649650e+01
-4.561167205375519451e+00 -5.496976272033399447e+00 2.635893331661518069e+00 1.963668209925083374e+01
-4.577687712983236068e+00 -5.581397705507013640e+00 2.592396830446571876e+00 2.030700678250460456e+01
-4.560098631877377073e+00 -5.603111448598333766e+00 2.787440861306655471e+00 2.041182102862516246e+01
-4.570599647881136818e+00 -5.624811405607919923e+00 2.827419944122826045e+00 2.025340192986714172e+01
-4.529362544859644402e+00 -5.584043611572205634e+00 2.609040494366229979e+00 1.939789679466575123e+01
-4.489782516278353341e+00 -5.442932455076543441e+00 2.806567497140894929e+00 2.096308477514951107e+01
-4.516765162656922961e+00 -5.519841103819831396e+00 2.748787197827155637e+00 2.048268704130849116e+01
-4.611217921232380057e+00 -5.588990848819609170e+00 2.793558634891175174e+00 1.962126270122277205e+01
-4.611294921524282664e+00 -5.581649895848591392e+00 2.638156275347925295e+00 2.002676682767977567e+01
-4.564849606132222348e+00 -5.512095563545759802e+00 2.542970553382432719e+00 2.032050360091674790e+01
-4.553752291169485211e+00 -5.485985166402478796e+00 2.761875017121797171e+00 2.035548510976948933e+01
-4.534941278896685191e+00 -5.506605702570537275e+00 2.572149552412633433e+00 1.919554090797501189e+01
-4.492433596542137586e+00 -5.555375667888762692e+00 2.731869393714051242e+00 2.062345053079475221e+01
-4.538525229371654035e+00 -5.566762126225237139e+00 2.678945931902159572e+00 2.030560406980671573e+01
-4.561842110473132372e+00 -5.534794245321705830e+00 2.630402935867541814e+00 2.017636908617828340e+01
-4.553066695468134029e+00 -5.547402296630222551e+00 2.638396511857778570e+00 2.069180549612134357e+01
-4.594172943283494348e+00 -5.555958267050504773e+00 2.568801196791989483e+00 1.934492844929722466e+01
-4.608191590972404050e+00 -5.572228710988569311e+00 2.618946238678683258e+00 1.944939496096557008e+01
-4.540025881998333901e+00 -5.439514333486513031e+00 2.771359674440073029e+00 2.063893082179698268e+01
-4.560267612217505651e+00 -5.527528864352840188e+00 2.559947352414091881e+00 1.970162588095051248e+01
-4.333284221783593182e+00 -5.401660040066706081e+00 3.194724204092571185e+00 2.132893521558177241e+01
