weight logl src1.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -1.619196681976199722e+10 1.594970679520324452e+00 -1.957088349713735020e+00 2.222366440951553557e+01
0.000000000000000000e+00 -9.396484619133762360e+09 1.006977333013383102e+00 -2.406347084396460279e+00 2.053085288588068735e+01
0.000000000000000000e+00 -7.579355753568553925e+09 6.089296024990673573e-01 -2.820932615049607683e+00 1.930372676874519655e+01
0.000000000000000000e+00 -5.058049526544207573e+09 1.421658546863671546e+00 -1.418335601501161225e+00 1.947252131067749659e+01
0.000000000000000000e+00 -3.472908612194351673e+09 1.977721502600125802e+00 -3.668191480651254999e-01 2.212971652573695991e+01
0.000000000000000000e+00 -2.678625830959644318e+09 4.959358503941437846e-01 -2.359128355121346665e+00 2.046545417339780926e+01
0.000000000000000000e+00 -2.570937592829175949e+09 1.676583078689494855e+00 8.586739331623761018e+00 2.040539857856519745e+01
0.000000000000000000e+00 -1.791362932292079449e+09 6.568198025444029753e-01 -1.887498895801218435e+00 2.103945847558822990e+01
0.000000000000000000e+00 -1.408492182037870646e+09 1.196619797328313695e+00 9.010156644319149422e+00 1.983630928759794898e+01
0.000000000000000000e+00 -1.326243274117863178e+09 6.170752401200818582e-01 -1.761339716375988740e+00 2.140041977207091151e+01
0.000000000000000000e+00 -5.815364075669827461e+08 6.440770716896579984e-01 -2.886341455278835788e+00 2.426447132274508078e+01
0.000000000000000000e+00 -5.659468451952142715e+08 8.941421806602001254e-02 -2.586415165859600407e+00 2.370031000493148454e+01
0.000000000000000000e+00 -5.244951625346685648e+08 1.951262401002544777e+00 4.545296090316438331e+00 2.057824943373898208e+01
0.000000000000000000e+00 -5.226224812190300822e+08 1.683712219187983195e+00 5.720240936694256817e+00 1.915503766552617648e+01
0.000000000000000000e+00 -3.897981760593709946e+08 1.426386668935364810e+00 5.036533030868062255e-02 2.275886111055348238e+01
0.000000000000000000e+00 -3.890204627464579940e+08 1.012105211195557075e+00 7.863236193091124093e+00 1.986572277414522958e+01
0.000000000000000000e+00 -3.796593737810385227e+08 1.464005026025574807e+00 6.105568089187880076e+00 1.945499925533273711e+01
0.000000000000000000e+00 -3.592012745819331408e+08 8.333155966686192073e-01 -2.313737842447633142e+00 2.422695789045872061e+01
0.000000000000000000e+00 -3.575906060633401871e+08 1.025020453644286178e+00 -2.371615364604759968e+00 2.432978619808298149e+01
0.000000000000000000e+00 -3.246003875277172327e+08 4.263267754868760306e-01 -1.114056326299177169e+00 2.052171702371848738e+01
0.000000000000000000e+00 -2.901303051458686590e+08 1.434690072194122479e+00 1.090273276332235142e+00 1.900459186135607581e+01
0.000000000000000000e+00 -2.891208681303234100e+08 1.744101749269804102e+00 2.451619042027101791e+00 2.088127226065934749e+01
0.000000000000000000e+00 -2.721257457017490864e+08 1.427762863307034280e+00 -2.157598990841131048e+00 2.444705158229013264e+01
0.000000000000000000e+00 -2.646516464444835782e+08 1.673926259802170691e+00 1.009278481264701099e+00 2.232921670298831529e+01
0.000000000000000000e+00 -2.448091208430402279e+08 1.141313028983482525e+00 6.653202534034214466e+00 1.955188298206303443e+01
0.000000000000000000e+00 -2.170597698744264245e+08 1.729135395711674406e+00 1.658084137305827710e+00 2.197234041070834110e+01
0.000000000000000000e+00 -2.149303877204814553e+08 6.209445513342544132e-01 -9.678027024146373947e-01 2.319710665792735682e+01
0.000000000000000000e+00 -2.000004690114092529e+08 2.878219191251716325e-01 -9.966730813155963986e-01 1.971085266376357481e+01
0.000000000000000000e+00 -1.422389322271515131e+08 8.385672347768924340e-01 6.938496206347908313e+00 1.979210560532330376e+01
0.000000000000000000e+00 -1.365897630777403712e+08 3.127904178478821962e-01 -8.020664515302859954e-01 2.224126598344906114e+01
0.000000000000000000e+00 -1.361042974543957710e+08 1.177899736061272407e+00 6.567963955016715261e+00 2.100483664350509017e+01
0.000000000000000000e+00 -1.212334831442934573e+08 1.466936335079370934e+00 3.435301450662157308e+00 2.107167193380109182e+01
0.000000000000000000e+00 -1.116910451561567485e+08 1.092989470854393019e+00 1.347541560177911713e+00 1.974375693768900675e+01
0.000000000000000000e+00 -1.069263832235336155e+08 1.355996600889296744e+00 1.353799299450130000e+00 2.210646653129211359e+01
0.000000000000000000e+00 -9.179007322450971603e+07 8.025184437633967605e-01 6.274027304623752244e+00 1.904331085113747335e+01
0.000000000000000000e+00 -8.432862521214082837e+07 1.043188841040411319e+00 5.363268614169069082e+00 2.056224486631702320e+01
0.000000000000000000e+00 -7.962338122434782982e+07 9.021387560270746064e-01 1.187690456081284651e+00 1.947885092584265720e+01
0.000000000000000000e+00 -7.136149540442721546e+07 1.043702794838447190e+00 4.324375469784730974e+00 1.907550914084834659e+01
0.000000000000000000e+00 -6.302363939335386455e+07 7.825844068902352291e-01 6.845289741747940582e+00 2.100027540967375828e+01
0.000000000000000000e+00 -6.100490265243330598e+07 7.608133461887955917e-01 5.674863418794352299e+00 1.920797431089030027e+01
0.000000000000000000e+00 -5.912819842620250583e+07 -7.039960417693791328e-02 8.649130898608710538e+00 1.962163404489397678e+01
0.000000000000000000e+00 -5.835414238116499782e+07 9.053919900923084185e-01 1.767982339723329410e+00 1.997003056588514625e+01
0.000000000000000000e+00 -5.603881938226523250e+07 9.323609485404595887e-01 1.136490441966741649e+00 2.195598317506598818e+01
0.000000000000000000e+00 -5.526773190445362777e+07 -9.326456227756478867e-01 -1.996705180838463711e+00 1.901460307646548742e+01
0.000000000000000000e+00 -5.167307700220651180e+07 -1.120197044879895465e+00 -2.220980632980230851e+00 1.935243431239342726e+01
0.000000000000000000e+00 -5.091688252443546057e+07 -1.087395834685571216e+00 -2.331591216273450229e+00 2.297477282278174471e+01
0.000000000000000000e+00 -4.331428313198392093e+07 -2.341462740648720953e-01 -1.892894847454025697e+00 2.392856541687949701e+01
0.000000000000000000e+00 -4.036956514946424961e+07 1.728920612241784838e+00 5.412670346508932084e+00 2.198483322827779318e+01
0.000000000000000000e+00 -3.413622053813093156e+07 4.947126289518095632e-01 6.231236331689649077e+00 2.061125595459106208e+01
0.000000000000000000e+00 -2.790846304677796364e+07 9.926666071554386406e-01 -2.363515193249638102e+00 2.463448240534990674e+01
0.000000000000000000e+00 -2.767594841435509920e+07 -1.508721808239084083e+00 -2.652560505966399695e+00 2.328312651570479019e+01
0.000000000000000000e+00 -2.352539009360506013e+07 3.467950038550249303e-02 -1.938708447862431683e+00 2.425947410574531204e+01
0.000000000000000000e+00 -1.756054795524544641e+07 8.385826595643361969e-01 2.899472161295056694e+00 2.171754209256051737e+01
0.000000000000000000e+00 -1.468575127624006756e+07 -1.360658685308745675e+00 -1.837722739750367262e+00 2.224830933244855657e+01
0.000000000000000000e+00 -1.008301276857318729e+07 2.889007160248979744e-01 7.274050653851450221e+00 2.143117596659775970e+01
0.000000000000000000e+00 -7.673858946284917183e+06 1.167255961463370184e+00 7.198410243685700038e+00 2.202953396131180597e+01
0.000000000000000000e+00 -7.638012523100174032e+06 -1.051543501837788774e+00 -8.689787825643975339e-01 2.016759200731360124e+01
0.000000000000000000e+00 -6.618583517344336957e+06 -2.140016066812693296e-01 6.279174960773529435e+00 2.066423045527077562e+01
0.000000000000000000e+00 -6.246737721623712219e+06 1.616493341582252441e+00 7.371769497420963546e+00 2.228495039411481216e+01
0.000000000000000000e+00 -5.713534827094864100e+06 3.713256344435098555e-01 2.266328666374781697e+00 2.201829239054482912e+01
0.000000000000000000e+00 -5.319106894097383134e+06 -5.919922747763362025e-02 2.315843265909804494e+00 1.959945992869059239e+01
0.000000000000000000e+00 -4.692106196357481182e+06 -2.384914017096511962e+00 -2.530074309761666029e+00 1.974591815452312105e+01
0.000000000000000000e+00 -4.319382547599797137e+06 -7.875950979630967907e-01 7.871192849515974643e+00 2.070433632787403511e+01
0.000000000000000000e+00 -4.098858386735290755e+06 -2.017774012109605053e+00 -1.960947100227158568e+00 2.196232315607459995e+01
0.000000000000000000e+00 -4.048888022800919600e+06 -1.462879515338526559e-01 2.736834062169660520e+00 1.946253315057354527e+01
0.000000000000000000e+00 -3.939301645253532566e+06 -6.005509976709193509e-01 9.842331956002912108e+00 2.147705877260794693e+01
0.000000000000000000e+00 -3.769703689763810020e+06 -1.450521420412124840e+00 -1.018752859000541688e+00 1.951892824287236294e+01
0.000000000000000000e+00 -3.715599092445174232e+06 -1.436123008433603410e+00 -9.895391550502026234e-01 2.070585822273403664e+01
0.000000000000000000e+00 -3.615391322766465601e+06 -4.511680539142419732e-01 5.772991774284967903e+00 2.018044312251465300e+01
0.000000000000000000e+00 -3.422941933150492143e+06 8.276544021124188077e-02 5.426138374606281900e+00 2.147740027654570483e+01
0.000000000000000000e+00 -3.094572490025495645e+06 -1.222168697238330104e+00 -5.026385501941286194e-01 2.104227807070735068e+01
0.000000000000000000e+00 -2.766682211011938285e+06 1.069977952084103734e+00 3.610876236378792292e+00 2.265328225154987862e+01
0.000000000000000000e+00 -2.436162424733040854e+06 2.048760800598490306e-01 1.366476567654162366e+00 2.306837968488078872e+01
0.000000000000000000e+00 -2.360616734266411513e+06 -5.219784504758475663e-01 1.614087940133729582e+00 1.920141206446284343e+01
0.000000000000000000e+00 -2.208475182236814406e+06 -2.607973558284400362e+00 -2.418072960536846505e+00 2.215729776848261068e+01
0.000000000000000000e+00 -2.161993286587743554e+06 -1.132168632642946093e+00 7.418038647485261095e+00 1.909105941439674226e+01
0.000000000000000000e+00 -2.094310777588214958e+06 -1.389937850734698443e+00 9.854699532298100806e+00 2.113370524645872450e+01
0.000000000000000000e+00 -1.860220489882796071e+06 1.130735493528561619e+00 7.995473552617569979e+00 2.227803632137565515e+01
0.000000000000000000e+00 -1.790481306574102724e+06 -9.400499029334836720e-01 6.033229558218451416e-01 1.972465794470944900e+01
0.000000000000000000e+00 -1.424063881037317449e+06 -8.969425133316759613e-01 5.906791720087840147e+00 2.000503485003463311e+01
0.000000000000000000e+00 -1.418024959753463045e+06 -2.597945647697219584e-01 2.326361926650544198e+00 2.193968511948207833e+01
0.000000000000000000e+00 -1.260990109555210685e+06 -1.468671314345889378e+00 -2.521416724156875233e+00 2.436178353774079852e+01
0.000000000000000000e+00 -1.258261678402752616e+06 -2.046147957585367827e+00 -1.520870197526608791e+00 2.312289081937802848e+01
0.000000000000000000e+00 -1.187850583122570068e+06 -1.562364660169000885e+00 9.810204800977601280e+00 2.118512370929843769e+01
0.000000000000000000e+00 -1.169341324381389888e+06 -6.474557928786532912e-01 2.318641804816388152e+00 2.101290490518704246e+01
0.000000000000000000e+00 -1.141644956419864204e+06 1.063093089427628257e+00 2.600011974808814408e+00 2.350714163822836866e+01
0.000000000000000000e+00 -1.104189576313637896e+06 6.577379298390795270e-02 -2.107523629379643104e+00 2.468694445130815751e+01
0.000000000000000000e+00 -9.636456926952474751e+05 -6.011212144869393370e-01 7.464499090248358115e+00 2.154761442344284816e+01
0.000000000000000000e+00 -9.281654716967735440e+05 1.505260920509767786e+00 3.470679400790804614e+00 2.347636733909923024e+01
0.000000000000000000e+00 -9.016886119275545934e+05 -2.293841594375320980e-01 9.290060598339987763e+00 2.186732995673976987e+01
0.000000000000000000e+00 -6.520802334168311208e+05 -2.544934975563009516e+00 -1.536922532029841637e+00 2.046968323462925099e+01
0.000000000000000000e+00 -5.613292846738599474e+05 -3.239641917714918939e+00 -2.438376003939088932e+00 2.018681229783054576e+01
0.000000000000000000e+00 -5.468433293052257504e+05 -1.038122746687598408e+00 2.403579534878956814e+00 1.954013626423450134e+01
0.000000000000000000e+00 -5.417414760098856641e+05 -1.516745855253478936e+00 4.597681468567818008e-01 1.914060911436244794e+01
0.000000000000000000e+00 -4.769826312717098044e+05 -3.328211939687530929e-01 -1.553095044684131842e-01 2.419601077330397843e+01
0.000000000000000000e+00 -4.729535115205798065e+05 -8.718072072443066034e-01 9.917010142332049583e+00 2.176700112866558356e+01
0.000000000000000000e+00 -4.540787990550642717e+05 -1.192975997370370855e+00 1.819681747691754836e+00 1.997223523886375673e+01
0.000000000000000000e+00 -4.014178609729429591e+05 -8.585607162475099585e-01 6.522419889952917771e+00 2.155028771139148702e+01
0.000000000000000000e+00 -3.704950364305008552e+05 -2.704285072455128613e+00 -1.507472211854849808e+00 2.246765400849683303e+01
0.000000000000000000e+00 -3.639223871702821925e+05 -2.764887700545177296e+00 -2.297122927937252257e+00 2.381506280028174771e+01
