"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-2.761095102784151489e+00,1.249825663426310830e-02,-2.761700350468394127e+00,-2.773132411097658512e+00,-2.748486436642163522e+00,8.951818447842800897e-01,4.124316426784875589e-02,8.932456479827466378e-01,8.547768640304863608e-01,9.358661585314776987e-01,2.241528041654233760e+01,1.262443016305195981e-02,2.241531820607614378e+01,2.240310524559837191e+01,2.242744030393287602e+01
