"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-2.395415361521591180e+00,1.886457459908730261e-01,-2.390313646584576013e+00,-2.583194996194654536e+00,-2.202326227870521791e+00,1.809434537918739039e-01,5.496168600555439987e-02,1.764208976234846737e-01,1.273353127720005529e-01,2.357661584115589015e-01,2.270947859872053343e+01,9.460927981943001441e-02,2.271280314502129016e+01,2.262249785194583040e+01,2.280811741074465360e+01
