15:28:20 [ultranest] [DEBUG] ReactiveNestedSampler: dims=4+0, resume=True, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ174042.0-280724/mekal_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
15:28:20 [ultranest] [INFO] Sampling 400 live points from prior ...
15:28:22 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
15:28:22 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
15:28:22 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
15:28:22 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-152718763.66, Lmax=-247.64
15:28:22 [ultranest] [DEBUG] iteration=16, ncalls=417, regioncalls=680, ndraw=40, logz=-40631564.11, remainder_fraction=100.0000%, Lmin=-38075830.03, Lmax=-247.64
15:28:22 [ultranest] [DEBUG] iteration=34, ncalls=436, regioncalls=1440, ndraw=40, logz=-18591093.57, remainder_fraction=100.0000%, Lmin=-18379502.76, Lmax=-247.64
15:28:22 [ultranest] [DEBUG] iteration=40, ncalls=442, regioncalls=1680, ndraw=40, logz=-12356167.92, remainder_fraction=100.0000%, Lmin=-11171219.14, Lmax=-245.41
15:28:22 [ultranest] [DEBUG] iteration=58, ncalls=463, regioncalls=2520, ndraw=40, logz=-3543533.82, remainder_fraction=100.0000%, Lmin=-3369704.80, Lmax=-245.41
15:28:22 [ultranest] [DEBUG] iteration=75, ncalls=484, regioncalls=3360, ndraw=40, logz=-1412132.12, remainder_fraction=100.0000%, Lmin=-1287018.32, Lmax=-245.41
15:28:22 [ultranest] [DEBUG] iteration=80, ncalls=489, regioncalls=3560, ndraw=40, logz=-1233649.49, remainder_fraction=100.0000%, Lmin=-1214692.60, Lmax=-245.41
15:28:22 [ultranest] [DEBUG] iteration=95, ncalls=507, regioncalls=4280, ndraw=40, logz=-626407.95, remainder_fraction=100.0000%, Lmin=-621063.78, Lmax=-245.41
15:28:23 [ultranest] [DEBUG] iteration=109, ncalls=524, regioncalls=4960, ndraw=40, logz=-426047.75, remainder_fraction=100.0000%, Lmin=-423798.12, Lmax=-245.41
15:28:23 [ultranest] [DEBUG] iteration=120, ncalls=545, regioncalls=5800, ndraw=40, logz=-306304.26, remainder_fraction=100.0000%, Lmin=-304783.47, Lmax=-245.41
15:28:23 [ultranest] [DEBUG] iteration=136, ncalls=566, regioncalls=6640, ndraw=40, logz=-138871.45, remainder_fraction=100.0000%, Lmin=-132347.35, Lmax=-245.41
15:28:23 [ultranest] [DEBUG] iteration=151, ncalls=585, regioncalls=7400, ndraw=40, logz=-81085.48, remainder_fraction=100.0000%, Lmin=-78670.55, Lmax=-245.41
15:28:23 [ultranest] [DEBUG] iteration=160, ncalls=596, regioncalls=7840, ndraw=40, logz=-58447.59, remainder_fraction=100.0000%, Lmin=-57690.99, Lmax=-245.41
15:28:23 [ultranest] [DEBUG] iteration=174, ncalls=617, regioncalls=8680, ndraw=40, logz=-33263.40, remainder_fraction=100.0000%, Lmin=-32074.75, Lmax=-245.41
