weight logl src1.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -3.499358356575283408e+07 1.149920926896982110e+00 9.771613963249485835e-01 2.100795290778458480e+01
0.000000000000000000e+00 -3.075497449530116096e+07 1.942055079679844809e+00 6.400456237128611114e-01 2.330755010314193854e+01
0.000000000000000000e+00 -8.408101642935633659e+06 1.715383213863082901e+00 4.342723395344814108e-01 2.317230873704978933e+01
0.000000000000000000e+00 -4.844738120725907385e+06 1.745393815179779651e+00 4.778939918092035555e-01 2.368213899670496048e+01
0.000000000000000000e+00 -2.369095809312342200e+06 3.046951762381020501e-01 7.806583926121102301e-01 2.221594412284878217e+01
0.000000000000000000e+00 -1.422319135712433606e+06 -1.427804710812843325e-01 8.969642057790463419e-01 2.005278425724347713e+01
0.000000000000000000e+00 -1.098268672048978508e+06 7.082555183309811042e-01 3.671818907647939056e-01 2.226086524448546200e+01
0.000000000000000000e+00 -7.608848661534981802e+05 6.203614736206759517e-01 2.857470960316930153e-01 1.989985742154484072e+01
0.000000000000000000e+00 -5.956556166236719582e+05 3.889220229326735279e-01 3.670385104398143916e-01 2.184641812436266406e+01
0.000000000000000000e+00 -5.400497299091727473e+05 -4.275236916545743782e-01 7.976894807457544090e-01 2.049017926137340240e+01
0.000000000000000000e+00 -5.165917047393590328e+05 4.158889534436198687e-01 3.486413125385681155e-01 2.222374357231435482e+01
0.000000000000000000e+00 -2.742911974427377572e+05 -3.661878594729959246e-01 5.654705820927818927e-01 2.044650352903670054e+01
0.000000000000000000e+00 -2.430938560480410524e+05 1.421862209675852640e+00 -1.792328035081172111e-01 1.901300440763992938e+01
0.000000000000000000e+00 -2.031745043245535926e+05 1.347321861039091573e+00 -1.496393143298071493e-01 2.163431128198293862e+01
0.000000000000000000e+00 -1.835494015078569064e+05 3.007342521353546516e-01 2.437262831491135984e-01 2.256967039822553289e+01
0.000000000000000000e+00 -1.433804519325136789e+05 -9.998833800379998138e-01 8.834472770295502819e-01 2.259755471301268415e+01
0.000000000000000000e+00 -1.433594139892636740e+05 -1.182021114950320140e+00 9.331845667918758913e-01 2.085772129828917087e+01
0.000000000000000000e+00 -1.054695017652430979e+05 1.531212490486666411e-02 8.087752873041367252e-01 2.409430606972567546e+01
0.000000000000000000e+00 -1.003265579101640615e+05 1.026941277870694336e+00 -1.754402556660852319e-01 1.958607576492807212e+01
