11:34:49 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=True, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ205743.9+435858/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
11:34:49 [ultranest] [INFO] Sampling 400 live points from prior ...
11:34:49 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
11:34:49 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
11:34:49 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
11:34:49 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-233140278963.53, Lmax=-7.02
11:34:50 [ultranest] [DEBUG] iteration=27, ncalls=428, regioncalls=1120, ndraw=40, logz=-139041144.30, remainder_fraction=100.0000%, Lmin=-124865193.90, Lmax=-7.02
11:34:50 [ultranest] [DEBUG] iteration=40, ncalls=441, regioncalls=1640, ndraw=40, logz=-49747271.84, remainder_fraction=100.0000%, Lmin=-42282990.02, Lmax=-7.02
11:34:50 [ultranest] [DEBUG] iteration=68, ncalls=477, regioncalls=3080, ndraw=40, logz=-3317485.78, remainder_fraction=100.0000%, Lmin=-3222636.57, Lmax=-7.02
11:34:50 [ultranest] [DEBUG] iteration=80, ncalls=490, regioncalls=3600, ndraw=40, logz=-1754413.22, remainder_fraction=100.0000%, Lmin=-1704776.67, Lmax=-7.02
11:34:50 [ultranest] [DEBUG] iteration=103, ncalls=516, regioncalls=4640, ndraw=40, logz=-414244.08, remainder_fraction=100.0000%, Lmin=-394674.49, Lmax=-7.02
11:34:50 [ultranest] [DEBUG] iteration=120, ncalls=535, regioncalls=5400, ndraw=40, logz=-173406.05, remainder_fraction=100.0000%, Lmin=-162192.30, Lmax=-7.02
