weight logl src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -1.673306398326292114e+11 -8.521241203197771341e-01 1.618409010836190376e+00 -2.503089475736349101e+00 1.967066234023691607e+01
0.000000000000000000e+00 -1.546054563029068298e+11 -2.023738102807295824e+00 1.349886532084466850e+00 -2.897366247798829342e+00 2.259915561620235280e+01
0.000000000000000000e+00 -9.477099875230867004e+10 -1.797906177580056664e+00 1.360512132062803303e+00 -2.519454537905496228e+00 1.942592482041193236e+01
0.000000000000000000e+00 -7.424535403257171631e+10 1.436087801075252912e+00 1.876563291516500698e+00 -1.473436693801396524e+00 2.066790769170388842e+01
0.000000000000000000e+00 -6.957197018996333313e+10 -7.547189858508115634e+00 1.653420907042294274e+00 -1.908247991134046195e+00 2.029572410533554105e+01
0.000000000000000000e+00 -2.131630941989588547e+10 -6.879446512800075908e+00 1.284207253279779692e+00 -1.693628283877539609e+00 1.979717492114609101e+01
0.000000000000000000e+00 -1.369378202684022331e+10 -1.582378336594697288e+00 1.777012043728159796e+00 -5.962224482272708848e-01 2.001186579053545955e+01
0.000000000000000000e+00 -1.350843815268303871e+10 1.791788774431140041e+00 9.316399339792091894e-01 -6.340343501049381381e-01 2.081838293393932204e+01
0.000000000000000000e+00 -1.100136390991499710e+10 7.443780546423575117e-01 1.672988894761401113e+00 -5.464834471941815153e-01 2.044170893266153399e+01
0.000000000000000000e+00 -1.048814916132132721e+10 1.982714324532723893e+00 -6.624859611350569111e+00 7.468954543488688813e+00 1.937012006323673319e+01
0.000000000000000000e+00 -8.784742636193422318e+09 -3.627859027506755041e+00 1.774767512322767971e+00 8.344253846763537652e+00 1.922058240707987764e+01
0.000000000000000000e+00 -8.309158517983082771e+09 1.440612095437757034e+00 -2.937862455295088715e+00 -1.021499359888274228e+00 1.934845395851404604e+01
0.000000000000000000e+00 -6.435241929761222839e+09 1.421972763456084365e+00 -3.427043354211098958e+00 -8.531353960379091106e-01 2.028644194421173097e+01
0.000000000000000000e+00 -5.564016903634949684e+09 1.546266663508303552e+00 1.336142172454319876e+00 7.858822121692679019e+00 2.059117224399025048e+01
0.000000000000000000e+00 -4.267459079620958328e+09 1.308647809516910954e+00 -6.906959071226014046e+00 -7.275644710368900370e-01 2.008745080448788300e+01
0.000000000000000000e+00 -4.134471575983157158e+09 -1.111064272189262070e+00 1.866429424628250899e+00 4.585296923280095527e-01 2.176247609137093875e+01
0.000000000000000000e+00 -3.721028864173682213e+09 -5.407107822589197532e+00 1.692262696439431835e+00 7.372665340025948311e+00 1.964003074792558223e+01
