logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -3.955954442786424561e+11 -3.955954442846351929e+11 nan
-3.955954442846351929e+11 nan -2.500000000000000052e-03 4.000000000000000000e+02 -9.470537401623672485e+10 -9.470537402223193359e+10 nan
-9.470537402223193359e+10 nan -5.000000000000000104e-03 4.000000000000000000e+02 -1.911371357488984299e+10 -1.911371358088755798e+10 nan
-1.911371358088755798e+10 2.089243124683444214e+10 -7.499999999999999722e-03 4.000000000000000000e+02 -1.764311015566287994e+10 -1.764311016166309357e+10 nan
-1.764311016166309357e+10 6.932490997282228470e+08 -1.000000000000000021e-02 4.000000000000000000e+02 -1.309937374682418060e+10 -1.309937375282689476e+10 nan
-1.309937375282689476e+10 2.572483084627515316e+09 -1.250000000000000069e-02 4.000000000000000000e+02 -1.116444095948335075e+10 -1.116444096548856544e+10 nan
-1.116444096548856544e+10 2.657555369530591965e+09 -1.500000000000000118e-02 4.000000000000000000e+02 -1.027848075507271194e+10 -1.027848076108042717e+10 nan
-1.027848076108042717e+10 1.976541737609178782e+09 -1.750000000000000167e-02 4.000000000000000000e+02 -9.897516879885251999e+09 -9.897516885895465851e+09 nan
-9.897516885895465851e+09 1.419768538856347203e+08 -2.000000000000000042e-02 4.000000000000000000e+02 -8.363941084475906372e+09 -8.363941090488620758e+09 nan
-8.363941090488620758e+09 8.048208992175470591e+08 -2.249999999999999917e-02 4.000000000000000000e+02 -6.383216341277709961e+09 -6.383216347292923927e+09 nan
-6.383216347292923927e+09 1.417113711898922205e+09 -2.499999999999999792e-02 4.000000000000000000e+02 -4.605277241666230202e+09 -4.605277247683944702e+09 nan
-4.605277247683944702e+09 1.180442070385122776e+09 -2.749999999999999667e-02 4.000000000000000000e+02 -4.254027005021757603e+09 -4.254027011041971684e+09 nan
-4.254027011041971684e+09 5.853770217782868147e+08 -2.999999999999999542e-02 4.000000000000000000e+02 -4.124108566979865551e+09 -4.124108573002579689e+09 nan
-4.124108573002579689e+09 6.016098985043812990e+08 -3.249999999999999417e-02 4.000000000000000000e+02 -3.954486645333374500e+09 -3.954486651358588696e+09 nan
-3.954486651358588696e+09 1.982515874376347661e+08 -3.499999999999999639e-02 4.000000000000000000e+02 -3.715445405501306534e+09 -3.715445411529020786e+09 nan
-3.715445411529020786e+09 1.820380741443593204e+08 -3.749999999999999861e-02 4.000000000000000000e+02 -2.530518302540001869e+09 -2.530518308570216179e+09 nan
-2.530518308570216179e+09 5.244231436056714654e+08 -4.000000000000000083e-02 4.000000000000000000e+02 -1.675385866215369940e+09 -1.675385872248084307e+09 nan
-1.675385872248084307e+09 6.183363412423061132e+08 -4.250000000000000305e-02 4.000000000000000000e+02 -1.527428646404065132e+09 -1.527428652439279318e+09 nan
