"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-1.903960671188914766e+00,4.613564655053779828e-02,-1.900674622104368439e+00,-1.950820069296710813e+00,-1.859398822969671627e+00,-2.418520742751061547e+00,5.309321038261386599e-02,-2.421344500893225948e+00,-2.469964666955825727e+00,-2.363099314613914093e+00,-2.399298462505320639e+00,6.944947519506476652e-02,-2.397006104042370467e+00,-2.469081124197311627e+00,-2.331059047273829066e+00,1.230667810866495487e-01,1.621076656349489456e-02,1.220000632314368616e-01,1.074911816497059469e-01,1.396812903249315674e-01,1.983825312915045558e+01,5.294584540052503785e-01,1.976575559984286556e+01,1.925443664138368760e+01,2.044350475081271767e+01
