"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.514710869728433273e+00,2.731520700371877983e-02,-4.513720915352574359e+00,-4.542350882866581507e+00,-4.487465547701978252e+00,-4.411745146743217383e+00,2.496800512675382416e-02,-4.412176956650124993e+00,-4.435499102723419185e+00,-4.386635517385331084e+00,-4.518457773642388098e+00,2.574877415896308780e-02,-4.518697379291786831e+00,-4.542856029702750931e+00,-4.492536909033168158e+00,6.887181088994718259e-01,5.550078088114572539e-02,6.865769543865410940e-01,6.337642812523247571e-01,7.429616622211188126e-01,1.985348445213737278e+01,4.785381670360210893e-01,1.986995069489853805e+01,1.928615597028911566e+01,2.039998428784471685e+01
