10:38:57 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=True, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ085905.7-473009/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
10:38:57 [ultranest] [INFO] Sampling 400 live points from prior ...
10:38:58 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
10:38:58 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
10:38:58 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
10:38:58 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-109660191320.45, Lmax=-65.90
10:38:58 [ultranest] [DEBUG] iteration=29, ncalls=433, regioncalls=1320, ndraw=40, logz=-901530525.78, remainder_fraction=100.0000%, Lmin=-713732614.08, Lmax=-65.90
10:38:58 [ultranest] [DEBUG] iteration=40, ncalls=445, regioncalls=1800, ndraw=40, logz=-242022432.50, remainder_fraction=100.0000%, Lmin=-215082208.01, Lmax=-65.90
10:38:58 [ultranest] [DEBUG] iteration=71, ncalls=480, regioncalls=3200, ndraw=40, logz=-28095440.08, remainder_fraction=100.0000%, Lmin=-28057193.92, Lmax=-65.90
10:38:58 [ultranest] [DEBUG] iteration=80, ncalls=490, regioncalls=3600, ndraw=40, logz=-19382018.01, remainder_fraction=100.0000%, Lmin=-16617446.70, Lmax=-65.90
10:38:58 [ultranest] [DEBUG] iteration=103, ncalls=520, regioncalls=4800, ndraw=40, logz=-3415609.24, remainder_fraction=100.0000%, Lmin=-3247405.83, Lmax=-65.90
10:38:58 [ultranest] [DEBUG] iteration=120, ncalls=540, regioncalls=5600, ndraw=40, logz=-1123093.28, remainder_fraction=100.0000%, Lmin=-1076311.18, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=148, ncalls=573, regioncalls=6920, ndraw=40, logz=-263945.35, remainder_fraction=100.0000%, Lmin=-261113.05, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=160, ncalls=587, regioncalls=7480, ndraw=40, logz=-154473.29, remainder_fraction=100.0000%, Lmin=-145321.70, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=186, ncalls=618, regioncalls=8720, ndraw=40, logz=-43418.39, remainder_fraction=100.0000%, Lmin=-42091.16, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=200, ncalls=643, regioncalls=9720, ndraw=40, logz=-22065.90, remainder_fraction=100.0000%, Lmin=-20980.77, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=229, ncalls=678, regioncalls=11120, ndraw=40, logz=-4769.11, remainder_fraction=100.0000%, Lmin=-4736.56, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=240, ncalls=692, regioncalls=11680, ndraw=40, logz=-3103.41, remainder_fraction=100.0000%, Lmin=-2930.67, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=267, ncalls=729, regioncalls=13160, ndraw=40, logz=-1317.05, remainder_fraction=100.0000%, Lmin=-1280.55, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=270, ncalls=732, regioncalls=13280, ndraw=40, logz=-1217.32, remainder_fraction=100.0000%, Lmin=-1197.98, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] iteration=280, ncalls=754, regioncalls=14160, ndraw=40, logz=-1081.07, remainder_fraction=100.0000%, Lmin=-1061.01, Lmax=-65.90
10:38:59 [ultranest] [DEBUG] Plateau detected at L=-1.006118e+03, not replacing live point.
10:38:59 [ultranest] [DEBUG] Plateau detected at L=-1.006118e+03, not replacing live point.
10:38:59 [ultranest] [DEBUG] Plateau detected at L=-1.006118e+03, not replacing live point.
10:38:59 [ultranest] [DEBUG] Plateau detected at L=-1.006118e+03, not replacing live point.
10:38:59 [ultranest] [DEBUG] Plateau detected at L=-1.006118e+03, not replacing live point.
10:38:59 [ultranest] [DEBUG] Plateau detected at L=-1.006118e+03, not replacing live point.
