weight logl src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -1.320085041666099243e+11 4.537494908934536220e-01 9.450287793531351177e-01 2.995156066015014495e-02 5.288267453812520724e-01
0.000000000000000000e+00 -9.110500251827661133e+10 6.228818138284022421e-01 9.660253169744630330e-01 7.866236560430472924e-02 7.613085630240701285e-02
0.000000000000000000e+00 -4.374047851127051544e+10 5.161802819621243987e-01 9.979814322875653065e-01 9.545623766732740378e-01 1.496242630344322144e-01
0.000000000000000000e+00 -2.162494747993642807e+10 9.358300718914704941e-01 3.052704481974289896e-01 1.426567391316435618e-02 3.519827912494832844e-03
0.000000000000000000e+00 -1.932008779734654617e+10 9.892947702474953475e-01 7.724266289535897112e-01 7.874303629597179111e-02 5.989506615146944490e-02
0.000000000000000000e+00 -1.288200714173350906e+10 9.909155030994146740e-01 7.124152876957396963e-01 8.041512914892878783e-02 5.821303045915254826e-01
0.000000000000000000e+00 -1.033444138115004730e+10 9.740590422877589694e-01 9.523751063072114498e-01 1.871360375837740619e-01 1.131852041155700928e-02
0.000000000000000000e+00 -1.025311467970608902e+10 8.982560289826574396e-01 9.628268106922222014e-01 1.802977390726625551e-01 4.765797628336263525e-01
0.000000000000000000e+00 -1.001910696372897720e+10 9.054161669783302724e-01 7.829830311833285705e-02 1.734490887294160011e-02 1.468330470374691332e-01
0.000000000000000000e+00 -9.378158986745559692e+09 3.347072129172112831e-02 9.513880255560215327e-01 9.056095298755436618e-01 1.376437465445677910e-01
0.000000000000000000e+00 -8.227314086837786674e+09 1.365571876429479969e-01 9.324367798117511041e-01 9.365032684129442897e-01 1.369092104327299664e-01
0.000000000000000000e+00 -6.991762346672404289e+09 9.634068192600335756e-01 4.795017001031592896e-01 7.495331464300369895e-02 5.994646057957511154e-01
0.000000000000000000e+00 -4.031871912651135445e+09 1.640566972832924186e-02 9.695838501832521050e-01 8.316945608450990735e-01 2.764977943554075557e-01
0.000000000000000000e+00 -2.923812859747249603e+09 8.545161834806462853e-01 9.688373528612990171e-01 2.950908886237996187e-01 1.210991008973447691e-01
0.000000000000000000e+00 -2.144544553176759243e+09 8.704227683138752170e-01 9.870906376817897288e-01 3.934673762137695929e-01 2.018064924214684197e-01
0.000000000000000000e+00 -1.819539276553641558e+09 8.977677840949650490e-01 6.391768241479649504e-01 8.899083776699934223e-02 2.978839555024197505e-01
0.000000000000000000e+00 -1.776311798533504725e+09 2.177655734581236402e-01 8.791668429019483533e-01 1.816003967895379878e-01 1.306849624915216168e-01
0.000000000000000000e+00 -1.770111089096854925e+09 5.951075570065346154e-01 8.106181748062062375e-01 9.677222342166624802e-02 1.326254517517488907e-02
0.000000000000000000e+00 -1.744447049750093460e+09 9.212621889522416563e-01 6.436770125238235885e-01 1.153605708759208870e-01 4.038639924250456703e-01
0.000000000000000000e+00 -1.655033830953388691e+09 3.471891022687834116e-02 7.259054773609623368e-01 6.162736653617550964e-03 8.856985780482573567e-02
0.000000000000000000e+00 -1.449049740068619728e+09 6.097016884623058797e-01 9.339614247000215252e-01 1.198355264351814720e-01 7.305380005630689455e-01
0.000000000000000000e+00 -1.292369208482773781e+09 2.584210837276048611e-01 9.101876020664746436e-01 9.741387548829797405e-01 3.336380732487704837e-01
0.000000000000000000e+00 -1.191862818724257469e+09 9.408594798557892158e-01 9.347840356660218619e-01 6.775002919543415825e-01 7.490657766158015374e-02
0.000000000000000000e+00 -1.189483970441367149e+09 8.654495413353614497e-01 8.630859427559527397e-01 1.897094987831349222e-01 2.165423766457181820e-01
0.000000000000000000e+00 -1.145249919325013876e+09 9.447232128958318320e-01 1.802761056260279160e-01 1.664600501106868746e-01 2.999952034429658188e-01
0.000000000000000000e+00 -1.100571863420831919e+09 7.343732863183742854e-01 9.393402219024629130e-01 1.978753052296953197e-01 6.659017959807722598e-01
0.000000000000000000e+00 -1.075121939902422905e+09 8.100644463967625608e-01 4.380135632731184669e-01 1.905975091227762874e-02 1.128869856314757003e-01
0.000000000000000000e+00 -7.744199313369250298e+08 7.516171277379097848e-01 9.986525490840393315e-01 3.433828706576568246e-01 5.549356804070204596e-01
0.000000000000000000e+00 -7.714094767425148487e+08 4.121455957872296461e-01 9.179520996155632329e-01 2.570515892783999945e-01 5.088022294019182157e-01
0.000000000000000000e+00 -6.845948558559792042e+08 1.692622292284295948e-02 8.991788184720489463e-01 7.429331800698807386e-01 1.504182680546257700e-01
0.000000000000000000e+00 -6.579837318288587332e+08 6.004888496937571540e-01 7.256159524159400132e-01 4.878813484880195617e-02 3.688479437066460864e-01
0.000000000000000000e+00 -5.929247949141082764e+08 2.411142756247752761e-02 9.320475189237054092e-01 4.062558025456802779e-01 1.993733447417289639e-02
0.000000000000000000e+00 -5.754252948745841980e+08 6.216769387592503415e-01 9.031707667253717764e-01 1.657089126534969648e-01 6.961556616971648070e-01
0.000000000000000000e+00 -4.926167534933410287e+08 9.738104195759337278e-01 6.531175448812598372e-01 9.053122524610064392e-01 3.200713380965802823e-01
0.000000000000000000e+00 -4.041562348190703988e+08 4.380695577044280142e-02 9.771893454212083885e-01 3.550017483926073414e-01 5.501111619325403934e-01
0.000000000000000000e+00 -4.020964160584412813e+08 5.424417187436614274e-02 9.098843744031719361e-01 7.129165075463420598e-01 2.936847156520223656e-01
0.000000000000000000e+00 -3.952941563634425402e+08 5.629930139250560739e-02 8.767467140587713592e-01 2.274585210718563788e-01 5.602080287574620066e-01
