"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-3.382645034535537221e+00,5.010522763437769145e-02,-3.380367334080618846e+00,-3.433440760602708863e+00,-3.333826643899600040e+00,-3.186121700935236056e+00,4.735978964781433626e-02,-3.184746767804746082e+00,-3.234016513422935724e+00,-3.138624823230458993e+00,4.446736980555991425e-01,7.167924912776224566e-02,4.379775193658257404e-01,3.726035362740340862e-01,5.139723949460255348e-01,2.112526698952131454e+01,2.629974694621772802e-01,2.117840543547799825e+01,2.096598081177492645e+01,2.131897145115625491e+01
