"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.010082995725027466e+00,4.055307697982506177e-02,-4.012024574981283287e+00,-4.048133728847610691e+00,-3.976719043161832445e+00,1.221624782801250531e+00,1.748531999711294971e-01,1.247508275155385871e+00,1.042346956022153881e+00,1.401632898518824000e+00,2.273742795604788824e+01,4.404074849809111458e-02,2.273570990026107452e+01,2.269449823082826256e+01,2.278013172458095070e+01
