"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-3.213908489755104458e+00,2.858803219772798609e-02,-3.213782442917106685e+00,-3.242355338983558433e+00,-3.185075557810157498e+00,-2.907512947764867128e+00,2.810493796941240449e-02,-2.907280212029564659e+00,-2.935621061559628764e+00,-2.879518398928351708e+00,2.798090377548986929e+00,5.718277272960045621e-02,2.798218595893685823e+00,2.739898175441346950e+00,2.855236779489193744e+00,2.217834033812137662e+01,1.524847386034037210e-02,2.217874852205363112e+01,2.216287628887394590e+01,2.219371167023491509e+01
