src1.lognorm pl1.PhoIndex src1.lognH
-4.496139363597295713e+00 2.248850053491945999e+00 2.210219071925282819e+01
-4.410882663927186087e+00 2.339434327425503390e+00 2.217650455139100529e+01
-4.035164729599515887e+00 2.926931634812155458e+00 2.242358732941158195e+01
-4.511975657310738796e+00 2.020366963998944776e+00 2.223056710200545538e+01
-4.509198712958609079e+00 1.974483381684589034e+00 2.230142747190696539e+01
-4.543093279241656290e+00 2.171355352591236354e+00 2.215396674336603411e+01
-4.678261899479865704e+00 1.745786584151854726e+00 2.203175380674077743e+01
-4.694075471204662620e+00 1.679673011605581578e+00 2.207638130766952855e+01
-4.715511515271190390e+00 1.994359781550714139e+00 2.194414352205017593e+01
-4.503727569334730951e+00 2.197626490236813446e+00 2.221699403036915754e+01
-4.464807355981898596e+00 2.214581941954216759e+00 2.218288075322677599e+01
-4.674979761138590817e+00 1.915137954887269345e+00 2.200168789142037085e+01
-4.328230248812140246e+00 2.377773116995854252e+00 2.226669986452365180e+01
-4.300321838077485026e+00 2.532974160138478759e+00 2.222189484874769860e+01
-4.419084417344386395e+00 2.366161085264404385e+00 2.221010545164354255e+01
-4.378548146309826805e+00 2.469264988970953922e+00 2.225740350538184842e+01
-4.663360306460619498e+00 2.018486335730776737e+00 2.201521988966188204e+01
-4.404230173589484210e+00 2.171732871753270899e+00 2.228653036571862245e+01
-4.781517750004940837e+00 1.653046096801721099e+00 2.202309730971162338e+01
-4.507725704566578173e+00 2.130655568029876434e+00 2.220502112754781265e+01
-4.521751812307886809e+00 2.059094933356172774e+00 2.213181790364732038e+01
-4.662939896073741153e+00 1.855211758541474687e+00 2.205924738649446226e+01
-4.227428944905190278e+00 2.675685694755769006e+00 2.228526548682741293e+01
-4.359389533192489452e+00 2.420677838175337548e+00 2.218731179323593494e+01
-4.305551339762493157e+00 2.562994569659089450e+00 2.221398694007180552e+01
-4.534160617393180992e+00 2.026579540335285756e+00 2.219455382877594474e+01
-4.290305816059324151e+00 2.791996984015252536e+00 2.219363532335937350e+01
-4.602516745029477718e+00 1.972555064553382032e+00 2.212113102234535233e+01
-4.667061231718048653e+00 1.968002174608573185e+00 2.208495581672776709e+01
-4.390603866109457520e+00 2.335156074814973337e+00 2.225562700164820029e+01
-4.504574867986816500e+00 2.027129023682721076e+00 2.216899947818351890e+01
-4.580801351910942287e+00 1.917961098088603045e+00 2.210779052548624435e+01
-4.166621909067024454e+00 2.726495975988672882e+00 2.228583440505973456e+01
-4.099628580231009956e+00 2.852103449633988319e+00 2.232223805511760517e+01
-4.725101303742869518e+00 1.782910077503015778e+00 2.200218208745972248e+01
-4.393123137766150599e+00 2.166235656439517321e+00 2.229096517032957436e+01
-4.459477161450797311e+00 2.277660685382987715e+00 2.210559617677735389e+01
-4.286899503703882175e+00 2.566362333274698315e+00 2.224183383464584196e+01
-4.448388347319021108e+00 2.272395094859647635e+00 2.213383413666142019e+01
-4.649700656367961926e+00 1.879007451798083927e+00 2.207875937261272981e+01
-4.554538383677269486e+00 2.048328080475038782e+00 2.203046317208888638e+01
-4.566774506684498469e+00 2.011327879620479209e+00 2.206722333076225695e+01
-4.697587558037492173e+00 1.716767225019123266e+00 2.205970415099272230e+01
-4.783277267663520682e+00 1.543942037323751570e+00 2.206149790299057045e+01
-4.707953544454403172e+00 1.854227999347786593e+00 2.192016111225883890e+01
-4.624826877557201676e+00 1.796421268422765394e+00 2.210036372196178789e+01
-4.710231752778366143e+00 1.669589450050359858e+00 2.204551576635263999e+01
-4.245305497965283337e+00 2.654539864809224881e+00 2.225431242951776056e+01
