src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
-1.401316685374041526e+00 -1.276751207778756836e+00 -1.485836560582539434e+00 -2.656721450376573479e-01 1.963225841557953899e+01
-1.296913681959649622e+00 -1.233748175084936172e+00 -1.411655351061826380e+00 -2.813132159739399896e-01 1.934753758603349283e+01
-1.412493186388607214e+00 -1.237046287716155213e+00 -1.397961453151952860e+00 -2.725098319986432038e-01 1.938358459184513549e+01
-1.420923580932802466e+00 -1.313731447596195423e+00 -1.428401677894418853e+00 -2.627358024159596184e-01 1.918209277511711264e+01
-1.311356969916678494e+00 -1.292185209335198870e+00 -1.321740300112393740e+00 -2.869360559933773480e-01 1.921760253573444999e+01
-1.409757670939668195e+00 -1.261747781901833676e+00 -1.421217929296354043e+00 -2.651446267695134473e-01 1.927407820394130766e+01
-1.290290814796385632e+00 -1.215058173865795510e+00 -1.368454440679563788e+00 -2.876232810893299963e-01 1.982466349268015549e+01
-1.342989082417943791e+00 -1.248635556948098468e+00 -1.366129643585022535e+00 -2.686633635430011324e-01 1.921339418745280270e+01
-1.351813662174310871e+00 -1.308634517303330469e+00 -1.381152594067266648e+00 -2.684464691611170295e-01 1.930983572042444152e+01
-1.308806686852391543e+00 -1.191500646033015087e+00 -1.247618636380984469e+00 -2.943062117857628834e-01 1.919617470266468473e+01
-1.394043434253687153e+00 -1.362752913295869561e+00 -1.456275145013224304e+00 -2.578929458970460331e-01 1.919016073296442570e+01
-1.447280947475315216e+00 -1.270752377171640468e+00 -1.377477126553802833e+00 -2.685605895202560767e-01 1.945378946669701392e+01
-1.385120628736873805e+00 -1.255003187987025370e+00 -1.423658519523574029e+00 -2.644430790939629183e-01 1.943515271726102256e+01
-1.260748821284610521e+00 -1.157763311606084145e+00 -1.280923453796527056e+00 -3.080133753764888738e-01 1.956512157325148138e+01
-1.366799319543773095e+00 -1.227961054015541009e+00 -1.403307355237730647e+00 -2.763407889709625920e-01 1.975779392803259071e+01
-1.421720566764429705e+00 -1.279942335643788454e+00 -1.419355727699390002e+00 -2.609035147025142720e-01 1.932717440294104705e+01
-1.379914934614097533e+00 -1.195616118997003596e+00 -1.351661206812982741e+00 -2.833886348955720891e-01 1.902202326852900427e+01
-1.480428940631340673e+00 -1.368954942738114688e+00 -1.422128856228525251e+00 -2.463782891862007496e-01 1.931272907432914110e+01
-1.359175596768597671e+00 -1.282867905582459223e+00 -1.325034164273086290e+00 -2.716850428698260878e-01 1.957232784891870736e+01
-1.383098497476451527e+00 -1.236589241783422111e+00 -1.396770771544817435e+00 -2.798350383356349447e-01 1.912336938781450968e+01
-1.429587328398403301e+00 -1.307953264900598711e+00 -1.407745038807384219e+00 -2.620340209282843169e-01 1.910943055439589244e+01
-1.384102011745932614e+00 -1.252644580985387890e+00 -1.380426017866204447e+00 -2.745953267509677609e-01 1.980601338351454999e+01
-1.333902547574804309e+00 -1.294324838619441920e+00 -1.373562638343555520e+00 -2.711601576235880273e-01 1.915188365643566470e+01
-1.450979195935854449e+00 -1.375847317590746854e+00 -1.472140542803634489e+00 -2.538293683533501266e-01 1.940226029171926925e+01
-1.379106086573790968e+00 -1.248378016008313551e+00 -1.378129036688788389e+00 -2.783842810440906312e-01 1.911891989567023487e+01
-1.391328496108400259e+00 -1.319566341019482003e+00 -1.380409577642076613e+00 -2.636250083638316255e-01 1.964074783487107112e+01
-1.476238540581632286e+00 -1.336761538485466971e+00 -1.480179419086808501e+00 -2.449628095060809585e-01 1.900154812140419835e+01
-1.465035756685531432e+00 -1.330815079225128095e+00 -1.469293193084734384e+00 -2.516395560817277222e-01 1.958661063431953409e+01
-1.355869272277254289e+00 -1.245604549128660921e+00 -1.334048542677696680e+00 -2.836930600112150813e-01 1.913045062826123299e+01
-1.380189433149215716e+00 -1.233557824076887854e+00 -1.360093136689386917e+00 -2.787033773489162591e-01 1.929928508577057755e+01
-1.409254439919141788e+00 -1.320729089569507408e+00 -1.433478074932612145e+00 -2.570753029063443940e-01 1.908155042759365472e+01
-1.410671939641157557e+00 -1.282563357865785569e+00 -1.398041366627722049e+00 -2.699062112571550820e-01 1.955257529552898887e+01
-1.387063470835395051e+00 -1.192839061147657809e+00 -1.359373794685708070e+00 -2.771827339982642080e-01 1.968573851386870288e+01
-1.441150752152681846e+00 -1.365574690836657723e+00 -1.435932270969543900e+00 -2.551441551441055999e-01 1.911438790029563251e+01
-1.303744139339017671e+00 -1.224287716530751524e+00 -1.328372062553251354e+00 -2.893848158816143545e-01 1.937400614557919454e+01
-1.406544408267102142e+00 -1.289189778503436301e+00 -1.420720216984181938e+00 -2.648793959506088314e-01 1.986479256300725282e+01
-1.380278653774507980e+00 -1.235086132281212556e+00 -1.367901852532327212e+00 -2.722057209137331846e-01 1.969260450466643064e+01
