src1.lognorm pl1.PhoIndex src1.lognH
-4.452077903874528175e+00 3.094374186030817597e+00 2.212779779587305740e+01
-4.902834366665031141e+00 2.080654091910431269e+00 2.170823561557190473e+01
-4.754817277849312518e+00 2.652338194493683687e+00 2.184093014824667733e+01
-4.673052190495431191e+00 2.778606092477282630e+00 2.194784784728771854e+01
-4.702346786002912893e+00 2.787873758013012626e+00 2.171285117314083379e+01
-4.953962176491270242e+00 2.110852818447177981e+00 2.162042313127025395e+01
-4.967349144770039970e+00 2.163282316002630878e+00 2.166174691132930974e+01
-5.139532781314310128e+00 1.972802233832634755e+00 2.148710594584895262e+01
-4.534765762673297118e+00 3.016873899293747385e+00 2.201128518399488598e+01
-4.643996959160228144e+00 2.819534238134453474e+00 2.197188339056792827e+01
-4.975469292088789075e+00 2.183834524178440262e+00 2.146245316001951053e+01
-5.242382127937409209e+00 1.409627226158777447e+00 2.057161778855136802e+01
-4.794699857444602031e+00 2.384249938690107484e+00 2.176471066015302824e+01
-4.776003639161357839e+00 2.761473335777668403e+00 2.167479754187709773e+01
-4.599470080504483249e+00 3.354108729734313066e+00 2.196225064912849589e+01
-4.343857238847339097e+00 3.794119826154740416e+00 2.214506942213622764e+01
-5.010355155476956313e+00 1.934871154255662695e+00 2.163761824134839173e+01
-4.773043052878849224e+00 2.490381124522385470e+00 2.174857125737865715e+01
-5.134699511900763902e+00 1.753197864450217303e+00 1.978991205003357479e+01
-4.413618912015419227e+00 3.319500038376191675e+00 2.208818921986545547e+01
-4.506364259772073666e+00 2.795929382323031120e+00 2.199721360324131680e+01
-4.924370305864000485e+00 2.382132316734073996e+00 2.159503117431114561e+01
-4.954244104771759361e+00 1.988528871288484545e+00 2.173441980064600543e+01
-4.504882267759527714e+00 3.133641208373482812e+00 2.205352254520174782e+01
-4.978762223095467121e+00 1.973436401629730774e+00 2.175679830149211824e+01
-4.447688838073962536e+00 2.966120989057388080e+00 2.207193919514940461e+01
-4.981630772365098991e+00 2.168007158745422380e+00 2.163271655433712226e+01
-5.150917406566330570e+00 1.786273003219272404e+00 1.961517242589990673e+01
-4.765742798270875547e+00 2.578047567472381729e+00 2.195512735397023008e+01
-4.462150054968800461e+00 3.525206055335845967e+00 2.199802397733266446e+01
-5.166848645883989732e+00 1.833080260942509199e+00 1.987703959354729832e+01
-4.450011001602051763e+00 3.026781091055811501e+00 2.212239519292056400e+01
-4.314617648328473720e+00 3.550725487365611777e+00 2.211615251955514339e+01
-4.866770454948684765e+00 2.573225721547935940e+00 2.173644411639696017e+01
-5.027117087410539753e+00 1.834876819075584642e+00 2.144007611914598854e+01
-4.718453110536426465e+00 2.705387076859771867e+00 2.187100219017815661e+01
-4.654746627609027243e+00 2.615562297960264182e+00 2.192996773565965540e+01
-4.880921073274254063e+00 2.215996475128713783e+00 2.182300120397725607e+01
-4.555730450741224402e+00 3.290180892737093465e+00 2.188590576089613648e+01
-4.831897743855593674e+00 2.546234783077188979e+00 2.181778310726802061e+01
-4.637572447611939097e+00 3.013086411413061327e+00 2.190428518760301557e+01
