src1.lognorm src1.logkT src1.lognH
-4.987957134128777170e+00 6.383555890592673698e-01 1.933357571057544533e+01
-4.822594138088594384e+00 4.855073610248894500e-01 2.137891523222124945e+01
-4.778557649237075822e+00 7.006772573352881839e-01 2.034816765929715032e+01
-4.809607554001173568e+00 6.627638081902209599e-01 1.978257053421512524e+01
-4.892091466693154977e+00 6.165173183658514411e-01 2.056300831657803130e+01
-4.823511373124794055e+00 6.161009542394941807e-01 2.109005969240651268e+01
-4.917997625426013819e+00 5.900114965113447685e-01 1.971463747394729893e+01
-4.864427625605319605e+00 1.048251836983356444e+00 2.041274924548780589e+01
-4.941401555295634296e+00 7.184060071686819704e-01 2.080927601663207227e+01
-4.762365997915233073e+00 4.617058069625064043e-01 2.108364327097158508e+01
-4.847793634128395368e+00 4.541962234769187923e-01 2.021717215676588708e+01
-4.849335420710312761e+00 5.889830249047138810e-01 1.994095394117726272e+01
-4.815017230157055295e+00 9.040759608613273546e-01 1.908572812011047048e+01
-4.815630432904706382e+00 7.882446527964939165e-01 2.011485148924457889e+01
-4.927591415857688339e+00 6.588096653903663391e-01 1.997431795275836208e+01
-4.790723519972914346e+00 5.240058060424608311e-01 2.076135112388676163e+01
-4.858403024746464460e+00 8.076011887323317762e-01 2.120301994867955386e+01
-4.861344028783916471e+00 1.035127571998358587e+00 1.931655387394521028e+01
-4.727955203758973823e+00 3.407519747868170690e-01 2.136051929841549324e+01
-4.809355802795950652e+00 9.235117686914195989e-01 1.970943216995013714e+01
-4.906798199556456908e+00 5.112108641671040399e-01 2.011429891101409240e+01
-4.831667907672882123e+00 6.227796520690846993e-01 2.069949923879230269e+01
-4.889876237794444691e+00 6.633307080786221555e-01 2.048809164770571911e+01
-4.841416314491155504e+00 5.907485947180444175e-01 2.114918567474903455e+01
-4.875165123016717672e+00 7.898338969349607552e-01 2.109645931900565330e+01
-4.828942312356284461e+00 6.348244803361116073e-01 1.939472613634587717e+01
-4.790137808535837038e+00 7.101885789620319134e-01 2.091378763660623719e+01
-4.866155687150802045e+00 6.750303809663322774e-01 1.950007752887363210e+01
-4.814724552771734167e+00 5.813034789865474394e-01 1.927344296992128747e+01
-4.720611316978940764e+00 4.004306492062470468e-01 2.115380305353792068e+01
-4.968390658192905818e+00 3.499094033049954255e-01 1.977659760246729448e+01
-4.914836112371030019e+00 6.624917033278368006e-01 1.938049359414745965e+01
-4.748240264636927499e+00 7.803262019575567532e-01 2.159805172650647975e+01
-4.881587676238768658e+00 8.340228911568572379e-01 2.050782310613563197e+01
-4.699260830576497128e+00 2.547948467740348555e-01 2.161587176118459652e+01
-4.843223520851700492e+00 6.139907039527630062e-01 2.058395498078364838e+01
-4.899937530468638336e+00 9.185715489388937005e-01 1.977513367759334173e+01
-4.814941964453367973e+00 3.578575174389375668e-01 2.115515957340772957e+01
-4.864427625605319605e+00 1.048251836983356444e+00 2.041274924548780589e+01
-4.900060550809379301e+00 5.893977712341449404e-01 1.931727186710008937e+01
-4.896624365968154535e+00 4.911262315706101944e-01 1.973883979640297071e+01
-4.921385741579912931e+00 3.728697094569124459e-01 1.946106184253180160e+01
-4.790137808535837038e+00 7.101885789620319134e-01 2.091378763660623719e+01
-4.872005132175367237e+00 5.690010971427044151e-01 1.910178873312800363e+01
-4.827096025961561843e+00 6.417598913191222554e-01 2.074893463556813344e+01
-4.818303325003004289e+00 1.067091714602416364e+00 2.082590287015412400e+01
-4.821572503040659541e+00 5.378774205130640862e-01 2.076860491362877070e+01
-4.873654525434140794e+00 5.582590010874457498e-01 1.975683709557796774e+01
-4.827349379221193892e+00 6.344735480790140159e-01 1.997269141447248231e+01
-4.973762250253703776e+00 5.075738829052711676e-01 2.008023766512570774e+01
-4.826160483767353071e+00 1.054211519792396690e+00 1.982454451574636067e+01
-4.787117161082031558e+00 5.130054231941014731e-01 2.132746561400053054e+01
-4.824608213028644954e+00 5.773669264395142608e-01 1.909515809075035619e+01
-4.763804490122079294e+00 4.247641440685054892e-01 2.123726361218541570e+01
-5.054636133949324872e+00 6.184308299162104561e-01 2.000293824158227096e+01
-4.839680650727010480e+00 5.898560228639491143e-01 2.080544957393261996e+01
-4.870334430677718096e+00 6.714257272915551411e-01 2.059155901203690320e+01
-4.801487011523182247e+00 5.418180447752884987e-01 2.058582328915923298e+01
-4.901714909103027651e+00 5.498910340207907588e-01 2.075388837777287421e+01
-4.892627396355296199e+00 7.838411338924411442e-01 1.973904734865015342e+01
-4.867591515304702909e+00 7.213520285765526729e-01 1.932670211670895810e+01
-4.888246594814280144e+00 7.468350067963633876e-01 2.040741071115563088e+01
-4.969682461485597003e+00 7.289364246538909686e-01 2.077774239907548903e+01
-4.856717391238518644e+00 7.896533775539853472e-01 1.995828020501564737e+01
-4.848429678410807853e+00 4.401082827643305606e-01 2.117083373972575089e+01
-4.863537979640648601e+00 1.050411071398793528e+00 1.902632763535532945e+01
-4.875844337863716405e+00 5.577709330972269175e-01 2.060758029863553276e+01
-4.828489869495201425e+00 7.251560499194253939e-01 2.036911581642176117e+01
-4.788855317604616246e+00 5.013260836527879682e-01 1.906505091609019686e+01
-4.807974407034361519e+00 3.710783075176065093e-01 1.951361430114947382e+01
-4.867197116807330914e+00 6.781795454857637573e-01 2.073836496340126700e+01
-4.818885336230291472e+00 5.878002762784000357e-01 1.976281159126610376e+01
-4.915447999683141056e+00 7.245940880445582710e-01 1.983030860409196094e+01
-4.709880712430123850e+00 5.826472793618169277e-01 2.130609972505215310e+01
-4.909152691515610734e+00 3.550606684776749233e-01 2.024304703253103099e+01
-4.680809224844567851e+00 4.410098770362533838e-01 2.159521528988905814e+01
-4.841315302143252453e+00 6.607639640497495748e-01 1.922821097546581370e+01
-4.933944790599349872e+00 6.007654806626046007e-01 1.967560892862122657e+01
-4.887699573776687956e+00 6.883441076939200709e-01 1.952727208156738925e+01
-4.913462943401706973e+00 5.876399935118861162e-01 1.919485630215200800e+01
-4.837900954587990299e+00 8.538098786413186314e-01 2.072360515192746888e+01
-4.890834695342835658e+00 4.357205329619902034e-01 1.919788923631798383e+01
-4.753533823479676457e+00 6.231571066215597643e-01 1.931083713736315488e+01
-4.882951803009277114e+00 6.466417602502398942e-01 2.116004389721090817e+01
-4.847257925966095726e+00 1.068136585330306421e+00 2.039699962481349971e+01
-4.837606924907740691e+00 8.363659108421142019e-01 1.940439943096231445e+01
-4.860308991631516307e+00 7.233405741912402043e-01 2.042937188454510888e+01
-4.844537195376153349e+00 4.038067112965360028e-01 2.028574322825728515e+01
-4.864686415462733393e+00 8.805459452470778547e-01 2.036431995398049111e+01
-4.817464106237043353e+00 9.190701633240130342e-01 1.934036193798887737e+01
-4.785007787103292110e+00 7.683109000468444361e-01 2.144031323351999418e+01
-4.733508373042496942e+00 5.455177000538766752e-01 2.145432409912087479e+01
-4.747929047166270067e+00 3.592945562335416732e-01 2.123284822587282150e+01
-4.820893973936422938e+00 8.332590755174058561e-01 1.925337861417775898e+01
-4.870177613059598620e+00 6.926652257577896599e-01 1.917328493197452843e+01
-4.840088802204926210e+00 8.138949741444918562e-01 1.900255512548589110e+01
-4.905052299146525741e+00 8.343483328070109284e-01 2.025476427456734285e+01
-4.749573552185085923e+00 3.955346279571121393e-01 2.105760787019760016e+01
-4.737802710969899245e+00 5.751195592060311945e-01 2.100780234883506736e+01
-4.800791225609909674e+00 9.403504994654217075e-01 1.950368789385133184e+01
-4.806419128025039456e+00 1.108257864057510034e+00 1.977517070396715937e+01
-4.860210517250968643e+00 6.681392722879115897e-01 1.937324853703162120e+01
-4.897112269461104006e+00 6.323657993340707772e-01 1.949183339829099992e+01
-4.762169325357024974e+00 4.194208676523201174e-01 2.069980820267294419e+01
-4.873599751782736078e+00 8.856239501202043396e-01 2.065904074753964181e+01
-4.898218971650164733e+00 6.943404476982828477e-01 1.989793701046397700e+01
-4.789715405203732068e+00 3.848584214370220913e-01 2.122643625180147708e+01
-4.823820568548907950e+00 6.615581601009328239e-01 2.022338647533077349e+01
-4.874205499683797349e+00 4.968772455488015272e-01 2.046802775050442236e+01
-4.762709059822228141e+00 1.175388298717677582e+00 1.983293048403517744e+01
-4.850611071618528669e+00 6.328447150124858478e-01 2.100721576930758872e+01
-4.740499152433299557e+00 1.440560841103109002e+00 1.970846535172618275e+01
-4.834599078577433318e+00 5.618845279781223834e-01 2.056723291668597042e+01
-4.834627133742429805e+00 4.329346503238331589e-01 2.041894853202632021e+01
-4.880725522856526055e+00 6.899298198164680596e-01 1.999364872129766724e+01
-4.941808039719358447e+00 7.989382121856494212e-01 1.908157343817907758e+01
-4.891444839564170088e+00 8.086158335348068160e-01 1.916369086597456217e+01
-4.865912027307089716e+00 6.319111166502369148e-01 2.007485708450166584e+01
-4.924374082364201044e+00 6.154546559080020796e-01 2.019602060185898296e+01
-4.880094550796778563e+00 5.398773508220082729e-01 2.102547046910190787e+01
-4.725605917936961831e+00 5.310204993539089369e-01 2.105628029033634618e+01
-4.886322916040239051e+00 9.074292217950337136e-01 2.008562155707580388e+01
-4.853704075136079155e+00 7.075867414941450217e-01 2.002290553196954903e+01
-4.908343464053460892e+00 6.309185608140217560e-01 1.909598021431826709e+01
-4.841315302143252453e+00 6.607639640497495748e-01 1.922821097546581370e+01
-4.810072971193198654e+00 1.046560813798596445e+00 1.947332077023212094e+01
-4.796106522594040911e+00 3.299629131946919536e-01 2.136191149091541064e+01
-4.809838984387605265e+00 6.134969003633476969e-01 2.021425821997671335e+01
-4.824436984492775693e+00 5.693732039582544147e-01 2.113456228765944900e+01
-4.841205598316891567e+00 3.616084707808275844e-01 2.040037227509995787e+01
-4.714818865951803772e+00 4.772539792019820926e-01 2.140313486279514521e+01
-4.986378529324774433e+00 5.705262725667779034e-01 2.024084473597939748e+01
-4.913707851227917089e+00 8.381356359637932574e-01 1.975174840247777652e+01
-4.818577477285613142e+00 5.741142611688192510e-01 2.093157828026967238e+01
-4.752851939022054495e+00 4.095490529637453303e-01 2.053319141042443263e+01
-4.861800364184936107e+00 5.335234355318003718e-01 2.061237783119111810e+01
-4.915234671435683822e+00 7.693243837917751460e-01 2.031546810069970377e+01
-4.864903293330592682e+00 5.129028156632957636e-01 2.048855150893432153e+01
-4.767249300907430154e+00 4.180250724629779313e-01 2.120324793763241544e+01
-4.809081593040984259e+00 5.927407287526373914e-01 1.981096033497972542e+01
-4.810072971193198654e+00 1.046560813798596445e+00 1.947332077023212094e+01
-4.841070034364902241e+00 5.866272426949714625e-01 2.066452204256913561e+01
-4.877228214598090972e+00 4.880206832996003552e-01 2.105294462130189004e+01
-4.789715405203732068e+00 3.848584214370220913e-01 2.122643625180147708e+01
-4.838453180729093361e+00 4.950852489197785644e-01 2.019876285264057003e+01
-4.854257234311667446e+00 5.288555550701308228e-01 1.928263082226143155e+01
-4.799967620710402727e+00 9.443951986145497912e-01 1.968542790842309032e+01
-4.864721226604221016e+00 7.767203779054276946e-01 2.070458373323297963e+01
-4.756391668707660614e+00 7.164701212230419891e-01 2.068609672354838835e+01
-4.896461993636266996e+00 7.401048696784600089e-01 1.950346797788755282e+01
-4.857553870981165645e+00 4.763250444822955121e-01 2.066412856569886713e+01
-4.910591327500916314e+00 5.872888794204378371e-01 2.108724150764421879e+01
-4.814941964453367973e+00 3.578575174389375668e-01 2.115515957340772957e+01
-4.911707102250296941e+00 5.545152725165292118e-01 1.905660687731833747e+01
-4.873103306619717578e+00 4.983823873573145491e-01 1.923490970670371780e+01
-4.917997625426013819e+00 5.900114965113447685e-01 1.971463747394729893e+01
-4.841212857764801925e+00 6.931854740965466277e-01 2.020629873640173813e+01
-4.838744172213607975e+00 7.019544871445748679e-01 2.038730592467414482e+01
-4.758460887423218821e+00 4.276639424333268380e-01 2.150923450928404890e+01
-4.776236483902954078e+00 3.435938063438850332e-01 1.989487803489388540e+01
-4.836430838489195416e+00 3.863159688581243589e-01 2.093917252778921423e+01
-4.808473652823479050e+00 9.786560137348410127e-01 1.998249680518582494e+01
-4.824256831616070329e+00 6.654735474218191893e-01 2.005466025432138366e+01
-4.876501983876974755e+00 1.191466445911134375e+00 1.947408923660043101e+01
-4.799036674933249813e+00 4.647744640358324464e-01 2.101825460465514084e+01
-4.849994269017725124e+00 6.480520490064327621e-01 2.066595913390274220e+01
-4.827047989041556519e+00 6.223414354522400771e-01 2.092263118915527542e+01
-4.910786371302122255e+00 6.155439530101252110e-01 2.046210248060870285e+01
-4.821706023098892402e+00 5.992020466826410985e-01 1.972643658564403424e+01
-4.821266938148690784e+00 4.420271071669787943e-01 2.103318409925712018e+01
-4.688354126227125107e+00 3.756448528120668318e-01 2.145632547975632676e+01
-4.848635896143486335e+00 6.721402315220967871e-01 2.069049999175696541e+01
-4.856717391238518644e+00 7.896533775539853472e-01 1.995828020501564737e+01
-4.664585368574448054e+00 4.057196730433985099e-01 2.152381295124692073e+01
-4.796543896109595195e+00 1.004586308452869226e+00 2.119582074917737557e+01
