src1.lognorm src2.lognorm src1.logkT src1.lognH
-4.706744872055836915e+00 -4.780677248486873587e+00 1.175933370134396139e+00 2.022577417217422635e+01
-4.635553699051246923e+00 -4.814015984971535822e+00 1.030230876647173499e+00 2.120924104028269142e+01
-4.618411597589359374e+00 -4.877922904288166883e+00 1.099131314657677994e+00 2.065276717797026862e+01
-4.555155611375664826e+00 -4.869298924702261999e+00 1.366990530101117596e+00 2.128085277129255815e+01
-4.623500492249848826e+00 -5.071154482945852138e+00 1.125077313734997198e+00 1.959172806906341435e+01
-4.680259912843961700e+00 -4.893084322066599157e+00 1.402143647028573525e+00 1.917772914719851229e+01
-4.566239429694310736e+00 -4.862822307903568841e+00 1.195343989979353871e+00 2.147555092510639341e+01
-4.639972295433849148e+00 -4.995607407642888020e+00 7.982799790090404635e-01 2.129563093698751786e+01
-4.686521154118753252e+00 -4.878782206063831062e+00 1.057215272674272288e+00 2.063605349761153462e+01
-4.601649125637017335e+00 -4.878783083806961685e+00 1.444346746036587081e+00 2.033566400768537363e+01
-4.576849259909597123e+00 -4.847219295310874365e+00 8.285968884078338537e-01 2.162725234203415425e+01
-4.672391788607494156e+00 -4.949679151060294657e+00 1.340507458674200514e+00 1.982271619410019170e+01
-4.606297792781985478e+00 -4.837989500834781076e+00 1.139077432673881951e+00 2.130004569533636172e+01
-4.683344609878815845e+00 -4.864800114264399511e+00 1.310069151504431595e+00 2.068674748540145814e+01
-4.707244677729451432e+00 -4.835288739237130429e+00 9.294251786606693155e-01 2.004153972476995094e+01
-4.553418661271559031e+00 -4.941461736790212278e+00 1.066568782812426175e+00 2.126184135306704803e+01
-4.519618637512403225e+00 -4.865408949813760486e+00 1.429351314203812340e+00 2.130232084927181191e+01
-4.657952444976272588e+00 -4.827791122858459794e+00 1.154221724388282855e+00 2.123776502883784190e+01
-4.667052534217793536e+00 -4.932838391045626381e+00 1.239115998684701125e+00 2.063217440135989023e+01
-4.605709796326756589e+00 -4.820067079556562994e+00 7.732329960045019046e-01 2.139936475460464749e+01
-4.647351768034496011e+00 -5.017661159168721241e+00 1.042760900798688883e+00 2.079185736639725235e+01
-4.653210686363777882e+00 -4.966765069520976184e+00 1.130502532760538692e+00 1.913044865375011128e+01
-4.572459704082794119e+00 -4.884507823821836681e+00 1.084734866877849147e+00 2.152562402915335227e+01
-4.519618637512403225e+00 -4.865408949813760486e+00 1.429351314203812340e+00 2.130232084927181191e+01
-4.640758510906575651e+00 -4.904250396340117391e+00 1.318456217953974718e+00 2.082530107076384240e+01
-4.566946677207424976e+00 -4.852444046493182839e+00 9.631285532927891246e-01 2.144694765526692137e+01
-4.608432204907212615e+00 -4.863727576881093029e+00 1.064650864866620861e+00 2.120104352507485856e+01
-4.656408685430665884e+00 -5.122169048196868246e+00 1.251122973715940390e+00 2.064295262220123561e+01
-4.671528355961449108e+00 -4.968266148387288084e+00 1.233026480357114263e+00 2.109948314807856917e+01
-4.558267505745730475e+00 -4.847119182540815530e+00 1.249783619698142001e+00 2.144331165331936973e+01
-4.705555389533971677e+00 -4.839217843963623977e+00 1.292583373359654342e+00 2.102946131605456515e+01
-4.707434605112474912e+00 -4.828380711211782028e+00 1.132091484348491939e+00 2.028921947297939354e+01
-4.596035397074754059e+00 -4.902482104983284295e+00 1.469573378249096507e+00 2.110362838031255706e+01
-4.680464217312626296e+00 -4.844014505394646619e+00 1.344611077605176064e+00 2.083068766840874275e+01
-4.761446542826753614e+00 -5.021849564789778952e+00 1.177833372672249190e+00 1.972989232856252428e+01
-4.649184510271981097e+00 -4.856151722388855951e+00 1.387595595433162465e+00 2.042726424213454095e+01
-4.571034833798309549e+00 -4.969366595482762605e+00 1.434428502309515352e+00 2.111336986842049868e+01
-4.677077937836640942e+00 -4.964208536668499150e+00 9.209424356255671018e-01 2.109174978465746619e+01
-4.628826631974466643e+00 -4.957266585818112858e+00 1.278090715324087689e+00 2.108321744932860042e+01
-4.677197587176364912e+00 -4.885645981432043428e+00 9.897867307535999082e-01 2.115800983015886416e+01
-4.665671690014061568e+00 -4.962401076955085699e+00 1.420313068632265807e+00 2.049197100925655590e+01
-4.614126914722032957e+00 -4.833952947214126716e+00 1.438691531962729364e+00 2.101831841898588138e+01
-4.671092004787992025e+00 -4.848333674809534699e+00 1.342173790966934011e+00 2.070147891316312183e+01
-4.555809653563777317e+00 -4.807020007051928445e+00 1.274358792265732010e+00 2.006630109512443028e+01
-4.596153259603863894e+00 -4.917183771486416610e+00 1.010041263680084178e+00 2.153902871077898240e+01
-4.714560435915419845e+00 -4.987765706106090491e+00 9.482072139536072974e-01 2.104263656175668018e+01
-4.692791246412165052e+00 -4.823114788423485066e+00 1.464718649583329313e+00 2.066412691946553792e+01
-4.629358273018984171e+00 -4.969008818889168566e+00 1.262057748011309322e+00 2.108029361375193744e+01
-4.571844686967157401e+00 -4.866410192299340132e+00 1.203891627438104628e+00 2.115957751229318973e+01
-4.592195401915858177e+00 -4.820131274880028016e+00 1.373663213008658790e+00 2.117187206715831138e+01
