src1.lognorm src2.lognorm src1.logkT src1.lognH
-4.793794708851130792e+00 -4.240360455632696812e+00 8.510447850969382610e-01 1.909288961861557610e+01
-4.933569561987303231e+00 -4.209907384082880455e+00 6.686119509612364897e-01 2.056339806618802157e+01
-4.840785860804079022e+00 -4.249768067871823263e+00 9.878821838477247486e-01 1.931564815758962794e+01
-4.798687220585577506e+00 -4.260063370141195627e+00 9.711518856804910449e-01 1.948427442929865094e+01
-4.827995236938219747e+00 -4.238912411827048032e+00 8.218695085990814775e-01 1.978474666599656118e+01
-4.908071282571009775e+00 -4.256017376889018600e+00 8.120567614204623474e-01 1.902689033964533749e+01
-4.998638400218031741e+00 -4.232983985288953477e+00 9.314938373630043955e-01 2.006956976393977854e+01
-4.820205612594723021e+00 -4.244367666629444535e+00 6.696810888975879283e-01 1.901051990243088596e+01
-4.879303601440255989e+00 -4.227922171262565421e+00 8.174663324516495688e-01 1.929689193927925217e+01
-4.819576205194882057e+00 -4.227932373997014714e+00 7.746010377082659382e-01 1.998318694454165012e+01
-4.796587462183525830e+00 -4.228949101565337543e+00 9.020098769025575169e-01 1.968527104015858598e+01
-4.811315019516783309e+00 -4.190729845021407662e+00 9.986178065493556133e-01 1.993997199422818767e+01
-4.829059867042344578e+00 -4.240859040153987181e+00 9.501089504107760320e-01 2.015926084199600865e+01
-4.870609017975827015e+00 -4.246390143717341914e+00 8.792032547875114901e-01 1.961424347950575964e+01
-4.830888339515146512e+00 -4.261313918845942794e+00 8.589891293636551239e-01 1.925712657259798632e+01
-4.881666540100710883e+00 -4.197844142480773755e+00 8.180418368142652330e-01 2.062091380875821400e+01
-4.926060922950419751e+00 -4.189197393242878320e+00 1.037603084258076791e+00 2.062962109874134597e+01
-4.867552802396425626e+00 -4.270915744789013146e+00 8.820828978153163469e-01 1.961885262388295814e+01
-4.870867069214055434e+00 -4.221855219270722159e+00 8.660091756728089951e-01 2.003206992897320404e+01
-4.898797371369307818e+00 -4.257017137101341220e+00 7.713659548841953484e-01 1.909421443119816075e+01
-4.897635796520592777e+00 -4.239783172156333713e+00 6.487317901606439730e-01 1.952490234855421747e+01
-4.853905359480242154e+00 -4.259899825750893321e+00 8.503763200792844312e-01 1.932596244532987484e+01
-4.791960270796502996e+00 -4.241025347537888734e+00 8.647961974255951034e-01 1.936095447395730318e+01
-4.804706744365778270e+00 -4.222005443919504053e+00 9.655588114639550579e-01 1.904242197649191937e+01
-4.926767603635671122e+00 -4.241632182917892457e+00 8.741803435152606383e-01 1.915830444810207922e+01
-4.837527857176763035e+00 -4.263422092271563102e+00 9.592705705832371699e-01 1.934656442087209172e+01
-4.781307062566080290e+00 -4.231866094636527187e+00 8.210617020940460531e-01 1.925481668196969309e+01
-4.932041389180361612e+00 -4.228902637042479817e+00 8.329344144406491957e-01 2.036339020650563114e+01
-4.927665709284745787e+00 -4.209330499774111445e+00 9.006004122831450243e-01 1.901653614938882342e+01
-4.891780583029666118e+00 -4.219130365578295461e+00 5.767466061032104907e-01 2.041049436770642345e+01
-4.850323210767733428e+00 -4.265096287145464515e+00 7.761393155917815090e-01 1.931938192366473572e+01
-4.847415018037342094e+00 -4.246780273755316415e+00 8.143489730438524532e-01 1.995157616556450719e+01
-4.866363025189420100e+00 -4.243868803376263266e+00 8.359839293464055299e-01 1.986260919528909596e+01
-4.879958605487143330e+00 -4.237755328629263296e+00 8.804921965530974060e-01 2.012982964632439931e+01
-4.860186096571587733e+00 -4.293299670117161071e+00 9.462322863472056866e-01 2.013899103165388382e+01
-4.947316526507846035e+00 -4.216666105701422751e+00 1.014145984769098341e+00 1.917861730925592667e+01
-4.905170332633154828e+00 -4.239406556811939453e+00 9.188176186800822709e-01 2.003405162695788633e+01
-4.785987172216084495e+00 -4.200811039975527628e+00 8.248940746442312566e-01 2.011364609877880838e+01
-4.865744860820004902e+00 -4.221438047234032709e+00 7.396746107202178955e-01 1.989518875340356274e+01
-4.842358334070713255e+00 -4.270094347640781329e+00 9.326481584048846862e-01 1.936115926711166324e+01
-4.913748199581456255e+00 -4.228628639734942851e+00 8.711854322782837112e-01 1.922268336672336986e+01
-4.895219334144734979e+00 -4.223687533247682424e+00 7.396704233710362786e-01 1.913061167177669475e+01
-4.873199627030689207e+00 -4.263855542945817589e+00 8.020722376046689472e-01 1.997089898536086139e+01
-4.881355154241295402e+00 -4.258296473198573295e+00 9.278264958066186896e-01 1.933235878398848584e+01
-4.915305523971813528e+00 -4.268904565338559109e+00 7.495433034382958937e-01 1.905559188986100594e+01
-4.894670783450768781e+00 -4.286411607334729368e+00 8.136964766828345130e-01 1.952851868161416604e+01
-4.903560068673564309e+00 -4.314930268581055550e+00 7.957126017145976782e-01 1.915465500960064915e+01
-4.825224608817963556e+00 -4.272906262673670241e+00 8.221629049602803274e-01 2.037911937561492692e+01
-4.876027635184712494e+00 -4.256217482231482663e+00 8.189090752430059350e-01 2.062140814547999312e+01
-4.905400988984125021e+00 -4.237348742863026985e+00 8.273341664343354385e-01 1.900766596059873947e+01
-4.901670945904490040e+00 -4.259397961231721652e+00 8.422910558923359936e-01 1.932100053795847927e+01
-4.858416706067044899e+00 -4.243699202330686759e+00 6.866868341149181543e-01 2.020235633503468975e+01
-4.867192813076342439e+00 -4.279700766983007831e+00 7.506319805189229921e-01 1.919150127685455587e+01
-4.840890653586659376e+00 -4.274671604745910791e+00 7.038949584623095390e-01 1.923841725038005990e+01
-4.831957711053347815e+00 -4.236080587851795975e+00 1.080245714474474372e+00 2.065334864458774788e+01
-4.928392127235066589e+00 -4.268739140559933531e+00 7.965200152488225438e-01 1.933880551785833291e+01
-4.955303468852420679e+00 -4.251225405687919512e+00 8.837137008304598584e-01 1.926451480962479224e+01
-4.810206241291650642e+00 -4.253445623736207715e+00 7.460302024790703701e-01 2.022810098038468496e+01
-4.880512319810550892e+00 -4.254818973306816687e+00 8.070792126132300126e-01 1.963334973999155864e+01
-4.899913035710490306e+00 -4.253033155186958680e+00 8.846120062000173423e-01 1.909392603954320577e+01
-4.819362524203807396e+00 -4.231774560099082372e+00 7.836281965973077579e-01 1.959808760848959963e+01
-4.990923082690732038e+00 -4.238007726323859359e+00 9.404073724393131606e-01 1.913769956292746599e+01
-4.878662410448282749e+00 -4.268993848318277884e+00 7.316282348625362530e-01 2.035308606128666042e+01
-4.866266317451259482e+00 -4.218734058160812594e+00 8.209648204505284319e-01 2.000698401402093651e+01
-4.869884691677192734e+00 -4.234088870575046570e+00 9.863523371953351049e-01 1.951177465687506185e+01
-4.895774844667156955e+00 -4.238994392542378975e+00 6.880235005530910275e-01 1.907246014467544981e+01
-4.851784803814893188e+00 -4.250703808815438300e+00 1.006865937445284853e+00 2.024523648188473501e+01
-4.913439300685321420e+00 -4.257181917877401744e+00 8.318885377217493104e-01 1.920783059010256011e+01
-4.911788508627063621e+00 -4.272498230079248671e+00 7.449270015137710033e-01 1.989917722646786302e+01
-4.999917464324399319e+00 -4.271477650213697963e+00 7.715074848090406334e-01 1.902811570244816508e+01
-4.871127954349900868e+00 -4.274499541802948777e+00 7.449114517662811519e-01 1.952686100135791492e+01
-4.786683492591087052e+00 -4.239235686787833579e+00 8.327812471415456663e-01 2.048100402882985449e+01
-4.924806801036274884e+00 -4.238709519838980810e+00 9.113533730915208686e-01 1.971198610155121500e+01
-4.846648004788521646e+00 -4.281881512884597285e+00 8.066795082228979119e-01 1.929120905382497497e+01
-4.815960502752560934e+00 -4.232470712566538396e+00 8.346306970236652134e-01 1.940976597181047225e+01
-4.881901533506065149e+00 -4.249201023856134185e+00 8.001148314384609606e-01 1.923378581475898130e+01
-4.872766920572410676e+00 -4.249662759827900871e+00 9.290042543652190510e-01 1.962638080763809256e+01
-4.907117105539576585e+00 -4.296838742097892627e+00 7.346733889349588154e-01 1.976583588183623874e+01
-4.908683218046654417e+00 -4.251645952900489966e+00 7.349701945788327251e-01 1.956208194796696631e+01
-4.880489967517828376e+00 -4.232908429059010658e+00 7.544279852838744471e-01 1.945117390380579891e+01
-4.783761954143092687e+00 -4.262010631405030558e+00 6.635712010061878274e-01 1.905190971866952765e+01
-4.859098784792181824e+00 -4.265403310835604422e+00 7.329793404270490420e-01 2.018857046469425498e+01
-4.911617104081019924e+00 -4.201658607909799947e+00 1.024399054732401115e+00 1.914752555619223884e+01
