"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.070045669130186283e+00,3.505970892687635537e-02,-4.069561887759981289e+00,-4.104869936901763161e+00,-4.035427951265949886e+00,-4.275313127773308075e+00,3.652064667006855309e-02,-4.275954925327069667e+00,-4.311180290757125277e+00,-4.238391952728052914e+00,4.827669488501720729e-01,5.925249531371455658e-02,4.821165876407653705e-01,4.235753725154196569e-01,5.425263366968091638e-01,2.148567070257591283e+01,9.382671002991195552e-02,2.149030648888331285e+01,2.138947557181511172e+01,2.157950488469371209e+01
