"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.962969874106567758e+00,4.697549443194894842e-02,-4.962312385738674614e+00,-5.010026977050585195e+00,-4.914139644997209899e+00,-4.858749058312058722e+00,4.593607750530800254e-02,-4.857073246561761870e+00,-4.904284079627060144e+00,-4.815041264547397226e+00,-4.966299527188774654e+00,4.639636173324316465e-02,-4.965720566591970808e+00,-5.011983749128962273e+00,-4.919405775878343157e+00,1.951441400857282904e+00,1.103111421396424929e-01,1.951141226981349064e+00,1.843160294357225837e+00,2.065224893645222437e+00,2.105826679521247513e+01,1.898404501656041077e-01,2.108786692557531950e+01,2.091769842921476297e+01,2.121240924093423885e+01
