src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
-5.237615147957114914e+00 -5.565393455395262201e+00 1.520222684033555538e+00 1.937533238241651645e+01
-5.227201621586774039e+00 -5.483494779682507314e+00 1.670269439841457704e+00 1.938530998951918605e+01
-5.148746525223224957e+00 -5.588799093746704472e+00 1.534388926128551489e+00 1.986384426862936792e+01
-5.297574822650293669e+00 -5.714756589275445720e+00 1.300267967804297875e+00 1.928708998491530835e+01
-5.378264931881370003e+00 -5.855307140175042946e+00 1.145380654081188609e+00 1.989496192278112474e+01
-5.189634812115687446e+00 -5.614202246602093993e+00 1.650702522237645020e+00 1.964483856931316907e+01
-5.155427807446210764e+00 -5.726594512645279522e+00 1.855095499566006723e+00 2.072307190657978992e+01
-5.083856335614583166e+00 -5.487023917096026437e+00 1.898623448341794528e+00 2.072045136890124439e+01
-5.117073732688662169e+00 -5.567806879697866584e+00 1.658021769609395513e+00 2.042440632790248856e+01
-5.220780467232954081e+00 -5.688216276952441142e+00 1.657246673497115630e+00 1.989414669949903569e+01
-5.222712528607022620e+00 -5.733690349792704311e+00 1.418427463027228441e+00 1.965392215157574540e+01
-5.122084952084231979e+00 -5.658880329048706415e+00 1.856153008064818088e+00 2.093766133401636864e+01
-5.262327864399766852e+00 -5.665473714703055386e+00 1.490612868396584467e+00 2.056761805915803620e+01
-5.183791418519998473e+00 -5.670941280194859324e+00 1.457893665170791664e+00 1.965356677609830882e+01
-5.185791502192525826e+00 -5.699643421259533937e+00 1.564892037025975569e+00 2.020761622367148291e+01
-5.202010256588250670e+00 -5.706813144138458860e+00 1.506688629866111739e+00 1.938933788986258477e+01
-5.286254627109421733e+00 -5.623405034035030781e+00 1.288157225475865530e+00 1.917908751992329996e+01
-5.269092965628720648e+00 -5.798028752150045761e+00 1.462626649060137396e+00 2.035524303266991097e+01
-5.206004341068934060e+00 -5.486276363249974253e+00 1.572743531028833353e+00 1.986677067473400626e+01
-5.143258499009808915e+00 -5.564753912186253260e+00 1.711800938554530305e+00 2.081513736531297809e+01
-5.263153669397764745e+00 -5.704643933199621486e+00 1.486960894470461980e+00 1.901851125451381819e+01
-5.264608254361863970e+00 -5.723141949898311154e+00 1.337399682710423754e+00 1.970325863555519419e+01
-5.270049218926947887e+00 -5.765771962706006448e+00 1.412690684140923025e+00 1.908088004274874194e+01
-5.125554631028757413e+00 -5.610798577686210820e+00 1.716293161950740220e+00 1.948863231686699748e+01
-5.222712528607022620e+00 -5.733690349792704311e+00 1.418427463027228441e+00 1.965392215157574540e+01
-5.276810283242172162e+00 -5.842072440658822252e+00 1.551766740433945913e+00 1.997593479865848565e+01
-5.221255787285448591e+00 -5.671982559460989393e+00 1.470165400427559277e+00 2.021819680643387684e+01
-5.290307516995329529e+00 -5.646680522099117638e+00 1.446099333015792077e+00 1.985890933775652556e+01
-5.191061262770372053e+00 -5.621854310991099446e+00 1.614587334727986878e+00 2.089142754698111304e+01
-5.295562767135827187e+00 -5.633093748049733840e+00 1.323094204619145842e+00 2.039599115221329839e+01
-5.185503942521386023e+00 -5.626316216293467676e+00 1.583379399210244287e+00 1.926068825646596494e+01
-5.188045987545338633e+00 -5.695093222635788877e+00 1.724846051413804204e+00 2.026788407687998372e+01
-5.239035140827405179e+00 -5.630650620951077379e+00 1.542883160779813245e+00 1.923131707014970360e+01
-5.252662137609688031e+00 -5.701057973409850099e+00 1.477509583029988249e+00 1.985354525659919744e+01
-5.246239996470897893e+00 -5.644472524207828634e+00 1.599828019540103341e+00 1.976886196585573430e+01
-5.156272080548315984e+00 -5.682953407589950601e+00 1.538011062757763447e+00 2.055601649505102557e+01
-5.171316485713211009e+00 -5.583819962026996819e+00 1.543058577492117500e+00 2.035163744239776662e+01
-5.234173596311137544e+00 -5.822937307481526936e+00 1.426732423678662265e+00 2.053238829003081278e+01
-5.117734161661545933e+00 -5.567111236938997010e+00 1.774797641951457727e+00 2.040399502371554163e+01
-5.221856095783349971e+00 -5.605391370019543018e+00 1.635036278919632657e+00 2.081196102273957038e+01
-5.196047861786817990e+00 -5.823311691008328239e+00 1.543437454438935319e+00 2.044872468975906799e+01
