src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
-3.182123380055275952e+00 -2.872479507529817511e+00 2.853886853256139666e+00 2.219564889468191637e+01
-3.220555856745478174e+00 -2.910811719831227329e+00 2.798860174268589240e+00 2.217670715992960595e+01
-3.162940849212304784e+00 -2.876354822742912098e+00 2.900226301442581089e+00 2.219616665832291247e+01
-3.187995912111263763e+00 -2.897968297457212294e+00 2.813966192950125844e+00 2.218528708726272569e+01
-3.250735290596551863e+00 -2.949298646691394410e+00 2.725582542003710529e+00 2.214971769810461666e+01
-3.204717615844028700e+00 -2.884830256439665952e+00 2.828002399884544715e+00 2.218523900979599262e+01
-3.182548089661015212e+00 -2.862824806965821089e+00 2.906093508328650543e+00 2.219503059646516974e+01
-3.243683663309358423e+00 -2.957466829046486723e+00 2.734940584365303629e+00 2.214936022388043924e+01
-3.234748601449856764e+00 -2.906995120981268776e+00 2.763788228146784043e+00 2.217274601737967643e+01
-3.212921263222087376e+00 -2.919009062983622727e+00 2.805659973365981941e+00 2.216981085536576757e+01
-3.211288123851681497e+00 -2.911425445426687908e+00 2.783070520417187943e+00 2.217960156947618700e+01
-3.238024751828763925e+00 -2.928804425713238402e+00 2.756702636241422866e+00 2.216368694863852795e+01
-3.245998110580124774e+00 -2.942147195516980673e+00 2.747074948689784968e+00 2.215798160814568263e+01
-3.231782995768207378e+00 -2.920348500891939203e+00 2.774703847968401860e+00 2.217046223394876492e+01
-3.234406507898770933e+00 -2.926152227021248109e+00 2.744741291397542859e+00 2.217779770382255577e+01
-3.243482586712449489e+00 -2.945163204236280308e+00 2.721755147052552282e+00 2.216327336183529439e+01
-3.265220389358884923e+00 -2.947001859751789965e+00 2.701432167273779328e+00 2.215901660821988273e+01
-3.215180717186765236e+00 -2.915917920577959954e+00 2.809120238802162994e+00 2.216903582108552939e+01
-3.258601656072837471e+00 -2.949432991574187923e+00 2.706739529911979858e+00 2.215593196094902240e+01
-3.231906571635416725e+00 -2.926546718200597752e+00 2.747273552273385988e+00 2.216277608533075139e+01
-3.168361617473402170e+00 -2.854474333982333967e+00 2.879219249895797361e+00 2.220845648245295934e+01
-3.242607892510705803e+00 -2.911156223652737296e+00 2.746096234543778714e+00 2.217196244442676445e+01
-3.184092466439925495e+00 -2.871367961017453396e+00 2.859108178475436191e+00 2.220110773549912864e+01
-3.230256384220815846e+00 -2.929839558076207773e+00 2.755295746983107641e+00 2.216944692342315903e+01
-3.194555982086662915e+00 -2.885175092113199113e+00 2.833121123237085648e+00 2.218682856012778259e+01
-3.207176895191297561e+00 -2.911405328726765163e+00 2.787215185118789407e+00 2.218362766930594532e+01
-3.187347469407011857e+00 -2.898745148407613215e+00 2.819303771697565075e+00 2.218880564436921077e+01
-3.210839565972320564e+00 -2.904761127969353041e+00 2.801112723266250271e+00 2.217903096489593295e+01
-3.257907105844219053e+00 -2.953619869823865152e+00 2.722896087551536226e+00 2.213487846725230312e+01
-3.183894159992266104e+00 -2.882560772958055573e+00 2.869355859439766121e+00 2.220504483042480004e+01
-3.103269704487293446e+00 -2.810247267445115327e+00 2.984578643959856059e+00 2.222967603939982695e+01
-3.217707540945823119e+00 -2.924720365533802102e+00 2.767189099734316926e+00 2.217237247501111241e+01
-3.194934537132940733e+00 -2.874121627437595805e+00 2.844898880984479739e+00 2.219707309558919306e+01
-3.230507211822893687e+00 -2.935180363614702692e+00 2.727078450201578796e+00 2.217561563706658845e+01
-3.234156261035589175e+00 -2.926573263197333574e+00 2.771322651144629390e+00 2.216856340344655507e+01
-3.201374097752605508e+00 -2.911188003754102027e+00 2.824577980871298521e+00 2.218567074582264098e+01
-3.224870729471644992e+00 -2.930545074769840497e+00 2.744234756825115973e+00 2.216630270439695138e+01
-3.278957963849363111e+00 -2.951207270065067334e+00 2.674971028992689348e+00 2.215513835318256497e+01
-3.175672985602282949e+00 -2.887904930293571759e+00 2.844498232628851042e+00 2.218598923840325199e+01
-3.274253935688419048e+00 -2.967093054646164241e+00 2.680105551808209086e+00 2.215219193922325047e+01
-3.177694665604698265e+00 -2.874903977880112649e+00 2.876183495137667023e+00 2.220263117503461814e+01
-3.238514104020005391e+00 -2.910471554334322697e+00 2.783297483376267145e+00 2.216136454314909088e+01
-3.180470114782920632e+00 -2.862903990275881050e+00 2.879261533068159906e+00 2.220209154042150246e+01
-3.229591248259758629e+00 -2.926202973978611510e+00 2.748234353581247902e+00 2.217154883855753766e+01
-3.210304239296775997e+00 -2.893854645734889708e+00 2.805292917399348163e+00 2.219371167023491509e+01
-3.199368356716177253e+00 -2.883077020278381752e+00 2.842283623368625278e+00 2.219226661589843985e+01
-3.199016403857197766e+00 -2.892070992999623336e+00 2.813277124502941540e+00 2.218683708330640414e+01
-3.180734564625209870e+00 -2.889897738377122494e+00 2.868660067445006234e+00 2.218660222166797169e+01
-3.216010048973782176e+00 -2.919610735552357283e+00 2.773492899605717987e+00 2.217352720089118279e+01
-3.272703077864281163e+00 -2.981879414542717655e+00 2.669663868259166684e+00 2.214305396008536064e+01
-3.197250003121663298e+00 -2.874354687613909221e+00 2.871945381811098486e+00 2.218684945088156724e+01
-3.175558379686650667e+00 -2.869159225538972180e+00 2.902305874938337915e+00 2.219694696404237888e+01
-3.211871371452486024e+00 -2.925927349853836290e+00 2.777491948461248583e+00 2.217229563977291562e+01
-3.185518116661963717e+00 -2.887580785537871009e+00 2.841200303362311885e+00 2.219367000433253168e+01
-3.177929425108044548e+00 -2.871788071615003268e+00 2.873306216658884971e+00 2.219711424883027107e+01
-3.210304239296775997e+00 -2.893854645734889708e+00 2.805292917399348163e+00 2.219371167023491509e+01
-3.169885425102357601e+00 -2.873616698849860818e+00 2.886599261969093000e+00 2.219891942259802420e+01
-3.234157579645669855e+00 -2.907767667212428186e+00 2.792921547585891062e+00 2.217807103785398226e+01
-3.215959746360026905e+00 -2.901453459285590952e+00 2.835071094734542108e+00 2.216563769287006025e+01
-3.181289053912927933e+00 -2.875072217158264998e+00 2.861793213567940697e+00 2.219887940919252856e+01
-3.182392316413312550e+00 -2.872229181994136127e+00 2.869975765013716540e+00 2.219357119489493968e+01
-3.152788497303622428e+00 -2.856658627677132856e+00 2.917264891253536163e+00 2.220621888678480005e+01
-3.190087188581439470e+00 -2.883251973565098325e+00 2.861437452196234688e+00 2.218998523447180560e+01
-3.219633838209796650e+00 -2.906350755885780401e+00 2.819490665746002378e+00 2.217053392353177443e+01
-3.211947581108121952e+00 -2.925385045490945579e+00 2.766587502445386093e+00 2.218058634242073168e+01
-3.206874571426615361e+00 -2.893374458309810215e+00 2.856268590464306811e+00 2.218824982759064213e+01
-3.222426021757955894e+00 -2.895791328197365289e+00 2.809930772643623342e+00 2.216611240612414946e+01
-3.193258040960733624e+00 -2.886645373457389141e+00 2.828889804997803736e+00 2.218774146900944899e+01
-3.201201328719488259e+00 -2.909416880104070735e+00 2.790796997747142960e+00 2.219117946621228654e+01
-3.207920123863575945e+00 -2.891247288849116970e+00 2.822668122187424800e+00 2.218180863753299192e+01
-3.223011052832950085e+00 -2.905548106573503375e+00 2.788145864034023980e+00 2.217886200746739433e+01
-3.215771405213038392e+00 -2.921166875439670463e+00 2.762261789257483890e+00 2.217078791044560049e+01
-3.216868490411778581e+00 -2.898929166833473126e+00 2.802127432701648324e+00 2.218285543502978641e+01
-3.206511897344207718e+00 -2.898021321807818573e+00 2.840087466886743961e+00 2.217896899871430350e+01
-3.272033545273128397e+00 -2.957071331247150603e+00 2.689984339169621208e+00 2.215510845084380875e+01
-3.177870375804828562e+00 -2.853097140110657293e+00 2.907349784376039636e+00 2.219567505475860258e+01
-3.198962549079438666e+00 -2.881825513772401592e+00 2.822645755327862105e+00 2.218861404627895695e+01
-3.207122145791832857e+00 -2.904169083111675320e+00 2.833190132637554370e+00 2.217179601034828451e+01
-3.242701516863032651e+00 -2.922362459715643013e+00 2.738154339326547060e+00 2.216456383241752803e+01
-3.191656559482216160e+00 -2.894044432267704359e+00 2.817491101934432862e+00 2.218272316953170886e+01
-3.215373509510557781e+00 -2.921040347430451156e+00 2.784612311834688825e+00 2.216236238809572257e+01
-3.255888739355491168e+00 -2.945577156726876034e+00 2.726146142929223970e+00 2.216138160888305109e+01
-3.220141099545739571e+00 -2.930010642705933144e+00 2.758080558744801181e+00 2.217080085419159019e+01
-3.259735583410559911e+00 -2.958779455573495198e+00 2.691531382133494077e+00 2.215454921258884013e+01
-3.193094033872426074e+00 -2.896544800356724458e+00 2.824170529911440575e+00 2.219128282193700841e+01
-3.202813204985042184e+00 -2.878074259722879447e+00 2.866694746139872407e+00 2.219208850903659780e+01
-3.178808899385847653e+00 -2.898307698732030424e+00 2.842994245038773293e+00 2.218741227106753300e+01
-3.207264301613940383e+00 -2.921607164695448233e+00 2.793687917325718750e+00 2.217781032096180382e+01
-3.159690734531665157e+00 -2.867974410329180657e+00 2.874609655264073638e+00 2.220125213182675594e+01
-3.219966727553205565e+00 -2.925446715891067306e+00 2.773932306328871000e+00 2.216095328432639278e+01
-3.203216349817391340e+00 -2.884680076463339127e+00 2.855236779489193744e+00 2.218349428053774375e+01
-3.225868513082844835e+00 -2.916355270264789468e+00 2.788273704782801232e+00 2.217602298171847863e+01
-3.247001087597569224e+00 -2.938617777621115756e+00 2.752282704271205915e+00 2.214913479942475405e+01
-3.225570437312484273e+00 -2.930338737236081847e+00 2.781420830953765133e+00 2.216841694901402349e+01
-3.217302351671640359e+00 -2.905890315226867138e+00 2.799922045749299038e+00 2.217740991879886181e+01
-3.228933439092668500e+00 -2.943821689718510548e+00 2.735275524271111536e+00 2.215815807381085634e+01
-3.183477719814283624e+00 -2.883827583005362349e+00 2.841061941262673862e+00 2.219136559016946109e+01
-3.187086761191207707e+00 -2.863338987454141282e+00 2.878145246501013332e+00 2.220114770464410370e+01
