weight logl src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -1.177586749108150330e+11 -5.423899725466503341e-01 1.616824137423689578e+00 -2.781697331543042662e+00 2.287326987977593973e+01
0.000000000000000000e+00 -3.831161882741084290e+10 -4.963741050692981105e+00 1.669326493630862274e+00 -1.864596290524366928e+00 2.155103442345010833e+01
0.000000000000000000e+00 -3.264160294035759735e+10 -8.931131186934466726e-01 9.766764188818832793e-01 -2.762068450101102357e+00 2.090043777195761621e+01
0.000000000000000000e+00 -7.989992314310195923e+09 1.615981052611648039e+00 -6.293317335499279963e+00 -1.307078574257575454e+00 2.293109576376654601e+01
0.000000000000000000e+00 -6.819279157921689034e+09 -1.279094533531900169e+00 1.638351416178487341e-01 -2.941325523924622320e+00 2.101819542765861470e+01
0.000000000000000000e+00 -6.309820466413578987e+09 1.753685530781226021e+00 -7.378686091246133394e+00 9.482697849352899055e+00 2.074536761963217657e+01
0.000000000000000000e+00 -6.222817780463397026e+09 -3.051983422822903691e-01 4.392597962193658390e-01 -2.421609756258551904e+00 2.057189234783795229e+01
0.000000000000000000e+00 -3.988968839636856556e+09 -7.842356909196535497e+00 6.838183062922063016e-01 -1.855641665135957075e+00 2.037560285466049947e+01
0.000000000000000000e+00 -3.069726809935536385e+09 -2.592180333900770961e+00 5.695408842484663836e-01 -1.896902847950381998e+00 2.206694281167753502e+01
0.000000000000000000e+00 -2.722631780415532112e+09 1.778635711076116621e+00 1.144376074432232215e+00 6.509200835688986331e-01 2.040003464635470820e+01
0.000000000000000000e+00 -2.539714353404025078e+09 1.819253901557143394e+00 6.677566902061222720e-01 -1.795630930856807250e+00 2.413597803196399028e+01
0.000000000000000000e+00 -2.062110201315760136e+09 1.961418378512158611e+00 -3.870669684474275840e+00 5.745202475054027147e+00 2.064694121598966703e+01
0.000000000000000000e+00 -1.804511083505513191e+09 1.173814805601201883e+00 5.638356315199786195e-01 8.876589107831025061e+00 1.981924111733098925e+01
0.000000000000000000e+00 -1.562169621863995075e+09 -3.148570802078246800e+00 8.410777163249871791e-01 -9.549701716833172149e-01 1.913790921487868602e+01
0.000000000000000000e+00 -1.276026683995527506e+09 -6.957316000829996128e+00 3.266264787149708582e-01 -1.669854031927480609e+00 2.176992754761702287e+01
0.000000000000000000e+00 -1.206917670433270216e+09 -4.073689817259888102e+00 1.273124046819223310e+00 8.878721469555921786e+00 1.971085188154387779e+01
0.000000000000000000e+00 -1.190612878118608475e+09 1.730351193735797821e+00 -7.656951002877391055e+00 1.005257845119923665e+00 2.163779180433149563e+01
0.000000000000000000e+00 -1.029511244586371779e+09 3.725296283802599362e-01 1.294861561024115204e+00 8.098785961607179118e+00 1.928021903158326111e+01
0.000000000000000000e+00 -1.016922008741388440e+09 -3.946884186822063434e+00 1.535751614024754019e+00 7.305644941243036428e+00 1.954182141420784902e+01
0.000000000000000000e+00 -1.005663506773126006e+09 -2.011422305595234050e+00 1.606367427334388864e+00 6.874938577624547520e+00 1.911429188632071430e+01
0.000000000000000000e+00 -9.410923059907410145e+08 1.526418265881119396e+00 5.245378748556959181e-01 5.779241334365227800e+00 1.992436622662872736e+01
0.000000000000000000e+00 -8.136088662727438211e+08 -7.709619157449393967e+00 1.829117412897151240e+00 4.758004489950295124e+00 2.042430671985630752e+01
0.000000000000000000e+00 -8.122973351372452974e+08 1.470149935296831245e+00 -8.937291413713097654e-01 1.055163324908281908e+00 2.068430704149643162e+01
0.000000000000000000e+00 -6.958817366123600006e+08 6.564804855096948444e-01 -1.633594646412545259e+00 -7.474732980562199813e-01 2.006806371064879002e+01
0.000000000000000000e+00 -6.899045046730005741e+08 1.183518736786185244e+00 9.066743188696300138e-01 2.085729943598124692e-02 2.288084329374532544e+01
0.000000000000000000e+00 -6.609589635423283577e+08 1.443902853840000944e+00 -7.523520280239504920e+00 5.472036708828586171e+00 1.995117649677770544e+01
0.000000000000000000e+00 -6.473431989214428663e+08 1.955469306286323317e+00 -2.175897332020276131e+00 -2.978274067667129543e+00 2.464955331041723952e+01
0.000000000000000000e+00 -6.373427856883829832e+08 -4.231623093797942659e-02 1.121752093569110542e+00 8.775328759998812345e+00 2.082797763178209394e+01
0.000000000000000000e+00 -6.365856142690225840e+08 -3.282736304314069820e+00 4.364536118310589075e-01 -1.151627607347035731e+00 2.256450037555598698e+01
0.000000000000000000e+00 -5.858249904815028906e+08 1.409399355855839531e+00 -2.502165409793525974e+00 7.186312625322877068e-03 2.307738818269247716e+01
0.000000000000000000e+00 -5.593555065180696249e+08 -3.936393417365469993e+00 4.764835898976294004e-01 -2.375933900471607352e+00 2.409430697961506951e+01
0.000000000000000000e+00 -5.411563264304572344e+08 -5.107930468634798160e-01 1.546499783049908316e+00 6.196040963325733841e+00 2.077407522198601342e+01
0.000000000000000000e+00 -5.265283163811407089e+08 -6.612115055386018625e+00 -6.457116154466930880e-01 -2.716906297352038369e+00 2.304066880865315525e+01
0.000000000000000000e+00 -4.987423548425274491e+08 -7.024407865790296412e+00 1.445506386239138408e+00 6.306213195763028523e+00 2.044031976642128967e+01
0.000000000000000000e+00 -4.983650729272542596e+08 1.304093051756126442e+00 -6.203928186838444603e+00 5.571426731068937599e+00 1.984709234711307602e+01
0.000000000000000000e+00 -4.695984346388938427e+08 6.174240966157693578e-01 -2.098501627890053456e+00 9.765602998695383619e+00 2.090467169453929230e+01
0.000000000000000000e+00 -4.547904169438245893e+08 1.285497075535980471e+00 -7.688936500142133923e-01 1.424716865714023228e+00 1.916438193824922820e+01
0.000000000000000000e+00 -4.428855805919744968e+08 1.360201994882741516e+00 -2.449353745572819818e-01 7.753129944464971501e+00 2.140740515384388232e+01
0.000000000000000000e+00 -4.014267470400671363e+08 1.771247494117041299e+00 -6.492025397511070217e+00 7.762860487842374368e+00 2.172013525841508041e+01
0.000000000000000000e+00 -3.679150974674146771e+08 -4.438683881615178350e+00 1.828991578015294550e+00 1.299551478059884246e+00 2.285587536283747312e+01
0.000000000000000000e+00 -3.060677653917114735e+08 -2.602412763369169824e+00 3.565036694315395494e-01 -7.119377110400253450e-01 2.226077331913631241e+01
0.000000000000000000e+00 -3.047296725121726990e+08 1.001464758815497902e+00 -1.475963208584202491e+00 6.100854211176811148e+00 1.945319989277811601e+01
0.000000000000000000e+00 -3.032837610660056472e+08 1.268172172687137333e+00 -3.494853427750465258e+00 -2.574676917404341125e+00 2.448566495254155484e+01
0.000000000000000000e+00 -2.823815722228782177e+08 1.265153789978752386e+00 3.958012952035190324e-01 3.195234772554471192e+00 2.080270069669046507e+01
0.000000000000000000e+00 -2.822236789906542301e+08 1.237899779695025515e+00 -7.795366032249398280e+00 1.726849095295630576e+00 2.129998007970981178e+01
0.000000000000000000e+00 -2.667230364877443016e+08 -8.894939376044801449e-01 -4.719836505017853234e+00 -2.608871427627889705e+00 1.988644099852115232e+01
