weight logl src1.lognorm src2.lognorm src3.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -1.297572276471912384e+11 1.629126378189294400e+00 7.324617540093036894e-02 1.418815799004942590e+00 -2.075177607073023900e+00 2.003780919893387846e+01
0.000000000000000000e+00 -8.775073199470246887e+10 -7.844861626301478097e-01 1.954376456165194398e+00 -6.028177618876984667e+00 -1.793600296338754063e+00 2.179774079624798944e+01
0.000000000000000000e+00 -5.951778262111103821e+10 -9.907959357862603511e-01 1.952880530770013223e+00 -1.753332175128699433e+00 9.779106215309159467e+00 2.074226077307776350e+01
0.000000000000000000e+00 -4.901828966173979187e+10 1.978188983817947388e+00 8.226005694337423790e-01 -1.058891583155467941e-01 -1.459511897187787177e+00 2.292604972205932157e+01
0.000000000000000000e+00 -4.623663369676162720e+10 -6.002777721626132212e+00 1.545986031433583818e+00 -6.250299730884828264e+00 -1.963649112771211680e+00 1.986246721789310854e+01
0.000000000000000000e+00 -4.357183422910548401e+10 -4.933842452038624593e+00 1.788770804958833338e+00 -3.074088448165442244e+00 -1.575266687183370484e+00 2.163478985441339120e+01
0.000000000000000000e+00 -3.503150095102323151e+10 1.864076210128377653e+00 3.013285770498725924e-01 -6.735043745528619397e+00 -1.175225697017463933e+00 1.962952132186400078e+01
0.000000000000000000e+00 -3.306441042503020096e+10 -4.849189256665624725e+00 9.096223241754639588e-01 -3.552962215943731294e-01 -2.638705869973869245e+00 1.932913822345348720e+01
0.000000000000000000e+00 -3.275897333230774307e+10 -1.080628158533768257e+00 1.565047385166252525e+00 1.124969810823577276e+00 -1.461232808693675223e+00 2.082506548875508301e+01
0.000000000000000000e+00 -2.851291827404836273e+10 1.128256939112434409e+00 -3.215435843420638484e+00 1.778031547956981484e+00 -1.037576580336424525e+00 2.151889589610258469e+01
0.000000000000000000e+00 -2.663333656656956100e+10 6.445776133809122399e-01 -7.432938738664107703e+00 -5.305156219634737269e+00 -2.807593356474258339e+00 2.065489382525887407e+01
0.000000000000000000e+00 -2.524836084623714447e+10 -3.245017355173303031e-01 -5.406106574593115610e+00 1.905349362675186953e+00 -8.366397007027908117e-01 2.007785922900812636e+01
