weight logl src1.lognorm src2.lognorm src3.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -1.297572276471912384e+11 9.629126378189294400e-01 8.073246175400929925e-01 9.418815799004942590e-01 7.114018407130584531e-02 1.482584569905539551e-01
0.000000000000000000e+00 -8.775073199470246887e+10 7.215513837369852412e-01 9.954376456165193732e-01 1.971822381123015111e-01 9.279997720471122591e-02 3.996772566068556021e-01
0.000000000000000000e+00 -5.951778262111103821e+10 7.009204064213739871e-01 9.952880530770013001e-01 6.246667824871300345e-01 9.830081704083968308e-01 2.488943961539660243e-01
0.000000000000000000e+00 -4.901828966173979187e+10 9.978188983817948277e-01 8.822600569433741713e-01 7.894110841684452984e-01 1.184990848317086787e-01 5.608642460084746206e-01
0.000000000000000000e+00 -4.623663369676162720e+10 1.997222278373868010e-01 9.545986031433583152e-01 1.749700269115171958e-01 7.971929901759911008e-02 1.232096025561584263e-01
0.000000000000000000e+00 -4.357183422910548401e+10 3.066157547961375629e-01 9.788770804958832894e-01 4.925911551834557534e-01 1.095948702166638089e-01 3.763985506304843298e-01
0.000000000000000000e+00 -3.503150095102323151e+10 9.864076210128378541e-01 8.301328577049873481e-01 1.264956254471381047e-01 1.403672540755797060e-01 8.993161740914290547e-02
0.000000000000000000e+00 -3.306441042503020096e+10 3.150810743334375719e-01 8.909622324175464625e-01 7.644703778405627093e-01 2.779185615585622049e-02 4.701974620764093338e-02
0.000000000000000000e+00 -3.275897333230774307e+10 6.919371841466231965e-01 9.565047385166252081e-01 9.124969810823576610e-01 1.183667070235634444e-01 2.607236412507263346e-01
0.000000000000000000e+00 -2.851291827404836273e+10 9.128256939112434631e-01 4.784564156579361738e-01 9.778031547956982372e-01 1.509556476664288827e-01 3.598422708717978757e-01
0.000000000000000000e+00 -2.663333656656956100e+10 8.644577613380912684e-01 5.670612613358927412e-02 2.694843780365262509e-01 1.480051104044166621e-02 2.364134036084107882e-01
0.000000000000000000e+00 -2.524836084623714447e+10 7.675498264482669697e-01 2.593893425406884612e-01 9.905349362675187619e-01 1.664123307151699205e-01 1.539798898583040199e-01
0.000000000000000000e+00 -2.102236199681586838e+10 8.424234598786123351e-01 4.173541252400940760e-01 6.680481650563674378e-02 2.470189643653641909e-03 2.742452181173893333e-01
0.000000000000000000e+00 -1.741783143534367752e+10 2.299177130601487429e-01 9.684047975929627183e-01 5.979771413590468931e-01 1.483326399347408842e-01 2.034624197949503888e-01
0.000000000000000000e+00 -1.351972077721766853e+10 4.125902817227405928e-01 3.976616375210617615e-01 8.289819318213846877e-01 1.026195272868390962e-02 3.955637025218985414e-01
0.000000000000000000e+00 -1.188810523222200584e+10 8.278292348106173204e-01 9.349587128907480560e-01 9.986462183903643819e-01 2.415111171262227518e-01 1.384643754611811772e-01
