src1.lognorm src2.lognorm src3.lognorm pl1.PhoIndex src1.lognH
-4.963444309833112911e+00 -4.901936978219866070e+00 -4.984870984387374193e+00 1.885054689671590289e+00 2.108949820864190627e+01
-4.943746355532280035e+00 -4.842399539147985266e+00 -4.999584668772437901e+00 1.900632776597857010e+00 2.112948490363776699e+01
-4.954043308925701439e+00 -4.889400626072765377e+00 -4.977811324506175694e+00 1.946583920967628778e+00 2.099665783234646455e+01
-4.987295531548329386e+00 -4.932423211609526348e+00 -4.989487705220454039e+00 1.836228339796964981e+00 2.092661709101816925e+01
-4.968165221669087472e+00 -4.904190495010618989e+00 -4.976676401229667590e+00 1.850083986309518203e+00 2.096167560135397068e+01
-4.991930082079701236e+00 -4.968940550048401406e+00 -5.050412700496510254e+00 1.729643888082592618e+00 2.063672559133316398e+01
-4.920446339700148997e+00 -4.825488925047633160e+00 -4.926867740100499660e+00 2.098733814871483361e+00 2.121091873266875183e+01
-4.899098169036589567e+00 -4.816729611319548354e+00 -4.949758305314395201e+00 1.975998836468176201e+00 2.123796130758920953e+01
-5.022412154234324078e+00 -4.910128055594064733e+00 -5.003631972572261333e+00 1.834434996810353269e+00 2.085731859763746243e+01
-4.920217117685900199e+00 -4.860422325715153313e+00 -4.935597528645979892e+00 1.937313922196247873e+00 2.113243543386933254e+01
-5.010026977050585195e+00 -4.843466216395285073e+00 -4.976886904450981142e+00 1.939324098547963615e+00 2.111841600842134881e+01
-4.961291427053037495e+00 -4.892803241822988980e+00 -4.996466240540486936e+00 1.963178371104708830e+00 2.104324000652342974e+01
-5.007122902986205659e+00 -4.863929507818644637e+00 -4.965351602195547720e+00 1.812750298139532035e+00 2.097239659142236690e+01
-5.028822615023452514e+00 -4.929681963330120098e+00 -5.010374370552823642e+00 1.764058466068604503e+00 2.089632088361846485e+01
-4.913257834948481673e+00 -4.797832601140264330e+00 -4.965225370597366350e+00 2.104245715998091626e+00 2.119739247317424358e+01
-4.887067076325934067e+00 -4.858944179965572374e+00 -4.895127912957946137e+00 2.084407670228036302e+00 2.121957115711242281e+01
-4.969530035865130202e+00 -4.886385695232283943e+00 -5.000962752279875190e+00 1.841835387558523607e+00 2.099781326014974070e+01
-4.948357268406232912e+00 -4.841818719368887969e+00 -4.914149748472077306e+00 2.041010517563568882e+00 2.115091264317646491e+01
-4.979735271003619346e+00 -4.804203690254200687e+00 -4.982145102940953585e+00 2.066358433931752892e+00 2.108694939626600018e+01
-4.933273803645570332e+00 -4.870498778531343831e+00 -4.947382642692833343e+00 1.954349420240522939e+00 2.116115172663979038e+01
-4.991729764016017867e+00 -4.903868278675033388e+00 -4.987340757257911150e+00 1.834108163928802604e+00 2.093307355699518979e+01
-4.856226887238756618e+00 -4.767365958752305843e+00 -4.867173632708057696e+00 2.171180351415226362e+00 2.135813918093668562e+01
-4.938435788691638351e+00 -4.864173119952775792e+00 -4.972042980466619966e+00 2.003556331905364196e+00 2.107711147959113163e+01
-4.911139953867133201e+00 -4.843054773681092939e+00 -4.958976357050386419e+00 1.974860065721339097e+00 2.120984960196232194e+01
-4.933984873225344181e+00 -4.808777081154119060e+00 -4.916689644025631800e+00 2.073953897197464258e+00 2.118425761775175076e+01
-4.951703711250955209e+00 -4.812038644472495186e+00 -4.948290553790466895e+00 2.030624857782036941e+00 2.118984213354656987e+01
-4.980417401356318052e+00 -4.868828519356311446e+00 -4.982114198825612128e+00 1.838256556327124258e+00 2.099198451606870108e+01
-4.948607097446610759e+00 -4.872038552470439932e+00 -4.946198111648227425e+00 2.004745784290382637e+00 2.103020785171891305e+01
-4.963263667340074292e+00 -4.800478403145080897e+00 -4.922541334918114408e+00 2.072184397983260595e+00 2.117794409638982600e+01
-4.944937552335646025e+00 -4.768616970694990798e+00 -4.967577340597250313e+00 2.042603757311800550e+00 2.118846466626131075e+01
-4.927325661663945588e+00 -4.873439199455997795e+00 -5.001701231293520067e+00 1.955113360927604127e+00 2.107375767077735063e+01
-4.973640898192821957e+00 -4.871203448384958001e+00 -4.957690767358748474e+00 1.997002473771260611e+00 2.103575599047683653e+01
-4.925197033919936018e+00 -4.769268788461803688e+00 -4.877784551920435696e+00 2.089669550414533283e+00 2.123151229866160961e+01
-4.990314543405272474e+00 -4.951142853324068227e+00 -5.024210126371214002e+00 1.789440681351451623e+00 2.088227383902373901e+01
-4.884037162809470090e+00 -4.785013507272923405e+00 -4.972979211627304608e+00 2.054365567120057356e+00 2.117819842332044189e+01
-4.912968579115111645e+00 -4.822993833275443620e+00 -4.877712170679007642e+00 2.100388485379994563e+00 2.118478894294286619e+01
-4.990589787808739075e+00 -4.892771470184536398e+00 -5.013314100554988606e+00 1.824881289727384726e+00 2.094693909030449319e+01
-4.954521316392441754e+00 -4.837392572220810649e+00 -4.912586091161363910e+00 2.048556723638281341e+00 2.116190692491291969e+01
-4.931352977915590685e+00 -4.865040630950367095e+00 -4.955054439841511282e+00 1.930019118641649989e+00 2.105546852068904684e+01
-4.993010777611373463e+00 -4.856956891184673886e+00 -4.934550549538008646e+00 1.970641413895128480e+00 2.103875063140769797e+01
-5.018221715090247059e+00 -4.933080823297813389e+00 -5.012004399454156101e+00 1.876073391865415552e+00 2.091889654492596762e+01
-4.946526224576014208e+00 -4.828145609013747119e+00 -4.921414318156685397e+00 1.923035979811561269e+00 2.114672696259475870e+01
-4.912625047356533159e+00 -4.820176841875283280e+00 -4.926112871796940240e+00 2.014850688546861335e+00 2.120346384150459329e+01
-5.012633523035272987e+00 -4.873988885219149303e+00 -4.994478613586865734e+00 1.852721074998141759e+00 2.096157849655217476e+01
-4.998717155507981680e+00 -4.844399415203191062e+00 -4.943586499114970501e+00 1.986856094871766842e+00 2.115252213777512580e+01
-4.919787599610621953e+00 -4.840997488678964622e+00 -4.884013425706735134e+00 2.059554691519242198e+00 2.121268370436475692e+01
-4.960316741185184064e+00 -4.821790537952584721e+00 -4.969895289016955431e+00 1.998204800845241103e+00 2.116248395855515696e+01
-5.036880708436639154e+00 -4.916840434470823418e+00 -5.038408964271205548e+00 1.820508482297536368e+00 2.067345443061828547e+01
-4.982387911380063095e+00 -4.847287031897701937e+00 -4.914329686294223620e+00 2.090324107163831435e+00 2.112717262372297711e+01
-4.912064234301888099e+00 -4.788101593452001481e+00 -4.918140981384478749e+00 2.045916379829816556e+00 2.118397526424993771e+01
-4.941131433805079354e+00 -4.754480073768917237e+00 -4.897337309880196443e+00 2.122033601961057059e+00 2.132098771969511475e+01
-4.971066324675446957e+00 -4.862013973084964746e+00 -4.970432771791367443e+00 1.877246845980704570e+00 2.100895607465406201e+01
-4.999869295257911794e+00 -4.845004247698255107e+00 -5.019170259557196090e+00 1.846786839316600037e+00 2.109698333583482466e+01
-4.982972224183130905e+00 -4.881222227689134385e+00 -4.976271357174439913e+00 1.932144641873976276e+00 2.097850866516158064e+01
-4.943178475136154049e+00 -4.850471590885885753e+00 -5.007688430961405146e+00 1.878544890649928689e+00 2.104846644410643819e+01
-4.927292370503166374e+00 -4.859121666027863107e+00 -4.959152833998054177e+00 2.034640325333027633e+00 2.118415763682848407e+01
-4.988563031847557561e+00 -4.903210898769212456e+00 -4.999537049225235563e+00 1.883783168562526811e+00 2.103770754300482082e+01
-4.937899966473976221e+00 -4.828805939610087528e+00 -4.959394085067728497e+00 1.990843244148696733e+00 2.119420268476893909e+01
-4.970878123746749644e+00 -4.858497917649522435e+00 -4.965991044018448264e+00 1.949349665762238892e+00 2.112368991456021661e+01
-4.950070078923520356e+00 -4.883233562362089941e+00 -4.974671211950465022e+00 1.932385359556219484e+00 2.109388091053846637e+01
-4.985847657839638458e+00 -4.912877349423824924e+00 -4.948453640175107360e+00 1.883853509955418559e+00 2.102857888113335960e+01
-4.999082459962343350e+00 -4.956235039480559657e+00 -5.069764481902396369e+00 1.754941332841243096e+00 2.083721104163234727e+01
-4.949436958971956457e+00 -4.894694538118834259e+00 -4.951896536448511910e+00 1.992588826392708512e+00 2.109225622972156700e+01
-5.018644150727346265e+00 -4.886458526001879576e+00 -5.036525522830887169e+00 1.899470257479372926e+00 2.088614370912293694e+01
-4.919184249632304606e+00 -4.825209804506786604e+00 -4.920088859950284998e+00 2.086575989838138412e+00 2.123914055855557237e+01
-4.974507814526672789e+00 -4.861943777098099773e+00 -4.944683575302574852e+00 1.994265639652265776e+00 2.111991215267694244e+01
-4.908277065658975147e+00 -4.817129908620596979e+00 -4.940464419892861336e+00 2.088743087663229581e+00 2.116691807639341505e+01
-5.013902241492601775e+00 -4.905082754868127282e+00 -4.939663566666732564e+00 1.905774626060937393e+00 2.115565681771601092e+01
-4.912968579115111645e+00 -4.822993833275443620e+00 -4.877712170679007642e+00 2.100388485379994563e+00 2.118478894294286619e+01
-4.902479489214779385e+00 -4.823953626874459388e+00 -4.964074312605296413e+00 2.065224893645222437e+00 2.118961214644649260e+01
-4.981028228246015210e+00 -4.823824861467135960e+00 -4.961078752526287161e+00 2.033462056230679771e+00 2.114484226660349009e+01
-5.002336501418642278e+00 -4.893101389388998967e+00 -4.944615069519448625e+00 1.878118143627800940e+00 2.086326919045956885e+01
-4.926041527695984357e+00 -4.816578969186811499e+00 -4.922367059169680203e+00 2.072260002519059618e+00 2.125033924048517164e+01
-4.925570734248081450e+00 -4.847702351661015818e+00 -4.954743600468868081e+00 2.032568255342093622e+00 2.113833703501079242e+01
-4.986719702510064245e+00 -4.902683762109621313e+00 -4.996149228769761308e+00 1.907014168708348834e+00 2.099256380030340097e+01
-5.055914116403964265e+00 -4.926518877795270868e+00 -5.095689538623817683e+00 1.612425235736442808e+00 2.054564602639940318e+01
-5.015208674409981526e+00 -4.854728573444560880e+00 -4.943607300337345301e+00 1.922126631021899179e+00 2.105717926446385491e+01
-4.887614615260103434e+00 -4.800148998853845050e+00 -4.881780371113521255e+00 2.213918045127656775e+00 2.127502764553495140e+01
-4.913454628211066932e+00 -4.876720277122380764e+00 -4.902220518720646680e+00 2.019505484337583923e+00 2.118436703421842182e+01
-4.945364907949418409e+00 -4.880960204732827989e+00 -4.963934938557780896e+00 2.014924575614539748e+00 2.111057694255843842e+01
-4.923509281076472455e+00 -4.874532974950585462e+00 -4.960282541985945315e+00 1.939270746519555111e+00 2.111239794696182059e+01
-4.898653601687292358e+00 -4.784140277679330033e+00 -4.931898891506699911e+00 2.120973136190912101e+00 2.128747622220427616e+01
