src1.lognorm src2.lognorm src1.logkT src1.lognH
-1.937418300732091758e+00 -2.500227563404863851e+00 -1.501681353774011463e-01 1.934386248896431582e+01
-2.078139525530840359e+00 -2.558187712185672424e+00 -9.300632421367138747e-02 2.014998976764779570e+01
-1.887946971559354203e+00 -2.371853692747858844e+00 -1.467320326989165480e-01 1.950421083239713127e+01
-1.892711852292416452e+00 -2.203638534908982649e+00 -1.568241435579738052e-01 2.006518648082226264e+01
-1.865601098528822277e+00 -2.384486037228222166e+00 -1.466291144466205232e-01 1.943871353624232512e+01
-2.042494540292306482e+00 -2.513559113593061944e+00 -1.131015995145827624e-01 1.967644161203322284e+01
-1.931237530163712357e+00 -2.345979905338156257e+00 -1.539940202568348404e-01 1.991661056795738460e+01
-2.045600812250201628e+00 -2.486275783956702234e+00 -1.073423092762957332e-01 2.001499696736507516e+01
-2.030204116596250330e+00 -2.455226312446302295e+00 -1.228896910314078994e-01 1.930623347648443655e+01
-1.796004258841989554e+00 -2.283536620285523178e+00 -1.808140458322964328e-01 1.981240502533230341e+01
-1.852222078639546687e+00 -2.371145386940515465e+00 -1.550032390149622685e-01 1.909399124766734701e+01
-1.861856618352895509e+00 -2.406213655178499167e+00 -1.536008962486001828e-01 1.924998831387717502e+01
-1.880410399166373203e+00 -2.375361509336475940e+00 -1.427385213002194675e-01 1.902782089993161563e+01
-2.188428610016793563e+00 -2.673336826760204232e+00 -6.746092782514212516e-02 1.901323367749140658e+01
-1.909723962808429043e+00 -2.288077252662077399e+00 -1.587601566388663343e-01 1.917575826035337982e+01
-2.003731652920294870e+00 -2.664462207258457838e+00 -1.007994585024456491e-01 2.020467644119388240e+01
-2.004871795804580081e+00 -2.470318805088604464e+00 -1.359681542318535996e-01 1.965536331952471727e+01
-1.923497262032470623e+00 -2.386777875749144684e+00 -1.414292552932510105e-01 1.947915518930951606e+01
-1.959594886851668605e+00 -2.466444298970383642e+00 -1.176084702112230040e-01 1.985881503412429083e+01
-2.026428993393925460e+00 -2.444002683516739438e+00 -1.133399143681237398e-01 1.937175982005821950e+01
-2.161651353163836831e+00 -2.737562668737563598e+00 -6.635058762427359369e-02 1.908294564611668775e+01
-2.053255058746349171e+00 -2.337463206723946030e+00 -1.162110670312066496e-01 1.957519731768893223e+01
-2.073301580404607769e+00 -2.585567825064019942e+00 -1.160396428266468050e-01 1.931831832934897619e+01
-1.993994718929326559e+00 -2.348169977356888261e+00 -1.404272741417016412e-01 1.969867393420007673e+01
-1.996810824954767583e+00 -2.373693615814965518e+00 -1.145109836447018026e-01 1.956111013692024514e+01
-1.891203198736742586e+00 -2.422282160163396370e+00 -1.497105759526844437e-01 1.917826279391860567e+01
-1.990751229508066267e+00 -2.465714788653130540e+00 -1.460430176966078797e-01 2.026895801642578121e+01
-2.082308986879987778e+00 -2.589389231430902605e+00 -1.034470434056569133e-01 1.975741445702561094e+01
-1.994492175855612004e+00 -2.496423298199740515e+00 -1.332747250437935627e-01 1.953891872951110642e+01
-2.025025491424477408e+00 -2.394040948662302881e+00 -1.180765356224449114e-01 2.016771438753964674e+01
-2.055548935288678436e+00 -2.522119599099850618e+00 -1.290663092691191061e-01 1.938378886328541384e+01
-1.944712068555239703e+00 -2.475569325045714919e+00 -1.298397869249514613e-01 1.944341211226213417e+01
