src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
-4.241611506373994089e+00 -4.193123364793300389e+00 1.327344766116762997e+00 2.345656871566582424e+01
-4.530804496442407014e+00 -4.416082986351044681e+00 9.334993742389476878e-01 2.336956344843906663e+01
-6.099702598958399946e+00 -6.060826127091536009e+00 -1.001635255071471775e+00 2.276936431122352644e+01
-4.484915575362151685e+00 -4.447725738948273388e+00 1.156545519607727890e+00 2.336529135603970531e+01
-3.850428688422541157e+00 -3.839553503413020152e+00 1.707307152983415399e+00 2.351742906763218599e+01
-4.171588197848276280e+00 -4.184090862423010648e+00 1.561298155176829461e+00 2.325927295970863895e+01
-4.386550662548801327e+00 -4.437216180578626989e+00 1.183983295391362489e+00 2.331505781226166718e+01
-4.234299900882289691e+00 -4.236657436003366861e+00 1.302474325778931075e+00 2.328184237075488028e+01
-4.387375390680548826e+00 -4.273163992593680405e+00 1.161434268773739120e+00 2.330913253807134566e+01
-4.639009659144439190e+00 -4.554731718566681131e+00 8.347098442792386663e-01 2.325352959875532477e+01
-5.280015973927209672e+00 -5.211003276408933793e+00 8.456829919553809916e-02 2.304358915522205820e+01
-4.540823829609794693e+00 -4.517626314104180807e+00 1.142750222397931559e+00 2.314975299028245104e+01
-5.230239793281612926e+00 -5.198986610602549518e+00 1.129735149845374487e-01 2.302203585154134302e+01
-5.057987857814987720e+00 -4.943301221212808017e+00 3.988308256655903605e-01 2.316609317863998641e+01
-2.896219274345550154e+00 -2.869978979781427242e+00 2.986186926603100922e+00 2.359545835102336753e+01
-4.655694591499307755e+00 -4.554842659462249088e+00 8.570999867779360848e-01 2.329801353339079739e+01
-4.493976919243946710e+00 -4.399004369089570154e+00 1.033274342604543428e+00 2.330627972972608575e+01
-5.176515964178026508e+00 -5.133170814646028646e+00 2.444813696450021112e-01 2.304942779509613615e+01
-5.695881599886088331e+00 -5.535920499423914620e+00 -3.759067736890573386e-01 2.293698685349627198e+01
-4.385109208163855854e+00 -4.348254345396781240e+00 1.150026063854262759e+00 2.333738483511012873e+01
-5.481261798317781597e+00 -5.438770240934404754e+00 -9.351783646707190201e-02 2.293155408019613262e+01
-6.052672401540716507e+00 -6.084868680043401312e+00 -9.475914063631458717e-01 2.259308977379598460e+01
