src1.lognorm pl1.PhoIndex src1.lognH
-5.163682639610726710e+00 1.545324537559213951e+00 1.901085716158463512e+01
-5.158362611408460197e+00 2.001575962406806575e+00 2.036685635096573677e+01
-4.941705863268452070e+00 2.249897902107024450e+00 2.161942770144894155e+01
-4.901124685849080009e+00 2.637440548313354505e+00 2.144437346795796628e+01
-5.043864938968497746e+00 2.199229993519259629e+00 1.988491997864799998e+01
-5.073634307254502929e+00 2.206549915168281473e+00 2.075402680230552122e+01
-5.145015885978427406e+00 1.994879803006997854e+00 1.905036924199356463e+01
-5.108965196841750434e+00 2.449240209719074635e+00 2.116714106220048564e+01
-5.000345427912698426e+00 2.294097072486156463e+00 2.083228040757617094e+01
-5.133979479613469898e+00 1.931339988967364363e+00 2.086804237072453105e+01
-5.197732624334147289e+00 2.067824304357435139e+00 1.968471761576938306e+01
-5.123923539322374765e+00 2.746414165441145805e+00 1.994896333373143804e+01
-4.958460996636739893e+00 2.346509539202195960e+00 2.140479538311785035e+01
-5.243196501003120957e+00 1.870570675642871272e+00 1.906522699316780844e+01
-4.913757065552812442e+00 2.544173751213458345e+00 2.141415828047331615e+01
-5.046834566204163153e+00 2.096182796224404399e+00 2.094206366080351600e+01
-5.002674896850235697e+00 2.671932779177706330e+00 2.127326878028156543e+01
-5.079389617902922538e+00 1.953167467870112084e+00 2.081933226881042387e+01
-4.731005220299939751e+00 2.522172763875738966e+00 2.160009744048328884e+01
-4.280918847385460246e+00 4.338597405134985152e+00 2.209950924717985643e+01
-4.996404502242679513e+00 2.501387570414149053e+00 2.090535467673598546e+01
-5.055658333895582501e+00 1.970773074342566211e+00 2.114020684742031619e+01
-5.180799379032140273e+00 1.649975451848765928e+00 1.937851917672985991e+01
-5.261447161248204551e+00 2.052575796567435162e+00 1.984535177794935024e+01
-5.216660992668855634e+00 1.910625217364117390e+00 2.010131452318807277e+01
-5.173443290817332674e+00 2.073412480494734034e+00 1.932630016942043838e+01
-4.985679998568022242e+00 2.837947182286221448e+00 2.096438531055830623e+01
-5.109098408325648322e+00 1.835895612843366997e+00 2.012485186529842096e+01
-5.105401400990287719e+00 2.079930621974320104e+00 2.098612314056887840e+01
-5.090275416712426448e+00 2.061881256912166727e+00 1.950538296796947080e+01
-4.513720221548199518e+00 3.395038677554465423e+00 2.180402242794529499e+01
-4.946446605789633466e+00 2.978656304254925224e+00 2.124142285053656565e+01
-5.111927532291299592e+00 2.142982954636381443e+00 2.086583370589653086e+01
-4.919881122064307277e+00 3.067834675642250986e+00 2.136805275915652658e+01
-4.849759966120705812e+00 2.314740104092690487e+00 2.126161899017191104e+01
-4.551959555307202088e+00 3.804857468673023213e+00 2.185116227294547286e+01
-4.761966822777180752e+00 2.906077411199521343e+00 2.169700612141074458e+01
-5.090275416712426448e+00 2.061881256912166727e+00 1.950538296796947080e+01
-5.102530972089668992e+00 1.842102227333532127e+00 1.944932497317444486e+01
-5.157915992412624107e+00 1.875160787609254420e+00 2.034066584147048218e+01
-5.230322856729582526e+00 1.584659816188271897e+00 2.022443703049736285e+01
-4.972149817611748901e+00 2.006016550653805020e+00 1.966686051998270912e+01
-4.589146334048838760e+00 3.182229778822083688e+00 2.180264310319843091e+01
-5.108353865420922624e+00 2.113089132882394416e+00 2.043953499301924737e+01
-5.170176550310211283e+00 1.376989153155535384e+00 2.117148140961700165e+01
-5.105427139602305431e+00 2.140756136824773392e+00 2.096302271639064685e+01
-5.096528314884548827e+00 2.075274297451804806e+00 2.110138458377138093e+01
-5.082639814907043530e+00 2.122048914217740112e+00 1.969622183765367396e+01
-4.714628151226134101e+00 3.475311145922546530e+00 2.176831085957397960e+01
-5.185518315289832536e+00 1.702178636093895747e+00 2.026371929865515398e+01
-5.028891959286580615e+00 2.668969605616975826e+00 1.926899975001611409e+01
-4.912251816295050588e+00 2.912519094391791796e+00 2.144639434905041853e+01
-5.247805332912899523e+00 1.699709938615927562e+00 1.916470766331408981e+01
