src1.lognorm src2.lognorm src1.logkT src1.lognH
-3.775365294537239791e+00 -3.508640550474770414e+00 1.214281276388759157e+00 2.253163819817401503e+01
-3.747632961170193511e+00 -3.522771527122794843e+00 1.436966958668142613e+00 2.249092325995525954e+01
-3.795504062451951377e+00 -3.411601504350382008e+00 1.337939399831316489e+00 2.256907258744996625e+01
-3.646247103559273839e+00 -3.447900768199929189e+00 1.399554777520655158e+00 2.249690632343507346e+01
-3.653095545663207488e+00 -3.501662146608428117e+00 9.018560080866242501e-01 2.257447007539515127e+01
-3.707674024568833104e+00 -3.511701074110360921e+00 1.261147831066684599e+00 2.250734140107966397e+01
-3.687996737839926098e+00 -3.514836283829678720e+00 1.468230206332659993e+00 2.250854039788255179e+01
-3.721168447876171292e+00 -3.446463523057140321e+00 1.285235507237048047e+00 2.257388229856747586e+01
-3.681554170893126532e+00 -3.438494666065475158e+00 9.093085179377693450e-01 2.261204822246725854e+01
-3.703767210584858915e+00 -3.489218881428507224e+00 1.068276477885298004e+00 2.258771189938214619e+01
-3.687183397079637714e+00 -3.455913072861713786e+00 1.222433517793604096e+00 2.255393797048498072e+01
-3.812550490297343941e+00 -3.588273950919449895e+00 1.467592698522231842e+00 2.246886249375792843e+01
-3.714333778028169775e+00 -3.572375107748139378e+00 1.319330035296025105e+00 2.244926619543179669e+01
-3.712728084748064816e+00 -3.502600073238894218e+00 1.280513761398562878e+00 2.253620200358017556e+01
-3.708375748407513939e+00 -3.524836535186866904e+00 1.293174617128042048e+00 2.248219231407434648e+01
-3.745677997307661045e+00 -3.427840803949837145e+00 1.205823050639067251e+00 2.256864903796816790e+01
-3.761021814975578081e+00 -3.501149318363141916e+00 1.347653101172096690e+00 2.249815161274277386e+01
-3.672058059948511755e+00 -3.503242934904461592e+00 1.188102989997425585e+00 2.257243461361072079e+01
-3.746404178765617488e+00 -3.536430980428238335e+00 1.457164997139202445e+00 2.249733666514573116e+01
-3.714320314071276385e+00 -3.476253377010796619e+00 1.001183432063438072e+00 2.252995078399458251e+01
-3.709953358785996080e+00 -3.539037834143093697e+00 1.432731635898819356e+00 2.241953226430229051e+01
-3.616172760297779121e+00 -3.342949221865059606e+00 8.930044680223150344e-01 2.264880131111722505e+01
-3.815126232537447315e+00 -3.480310148223239253e+00 1.456070088494576087e+00 2.248216292102032909e+01
-3.773210593968020277e+00 -3.506670651359762303e+00 1.365787774340288419e+00 2.240863963250248503e+01
-3.746756133907676478e+00 -3.478997128738717137e+00 1.126153102832902597e+00 2.257089624615151280e+01
-3.726239258935122756e+00 -3.439926855622332802e+00 1.213764302847456733e+00 2.256359833765042566e+01
-3.691077656031474419e+00 -3.491565964137093303e+00 1.098275979582226114e+00 2.257810710128029896e+01
-3.753455368066252795e+00 -3.525280998663262721e+00 1.446169340547150295e+00 2.250948621158488550e+01
-3.743771299110663975e+00 -3.455720268845970722e+00 1.300672798989960466e+00 2.257293190943681793e+01
-3.739067292254390829e+00 -3.551646575709831666e+00 1.460414561511758968e+00 2.250183966979406236e+01
-3.688302442454621577e+00 -3.533399212372527742e+00 1.474420821082493394e+00 2.249748250433997043e+01
-3.670385208414352007e+00 -3.490614439804211599e+00 1.120121418619984599e+00 2.251423115071839476e+01
-3.693339232522069970e+00 -3.516666923866856642e+00 1.174519110166102109e+00 2.256176870673829171e+01
-3.796869015677980741e+00 -3.496269549302100543e+00 1.406959029538043637e+00 2.251226258189961271e+01
-3.680205330623282478e+00 -3.511287333659940835e+00 1.451761089404098204e+00 2.258817886326994184e+01
-3.750785031742209341e+00 -3.508735585250260414e+00 1.449933426641973000e+00 2.250164994976654853e+01
-3.743462998331187563e+00 -3.510858302393837782e+00 1.415356645328297081e+00 2.253859584351674883e+01
-3.685583154911951986e+00 -3.442127313124036192e+00 1.426743920658254172e+00 2.254592338505894489e+01
-3.783773061584331465e+00 -3.490582273446719341e+00 1.443735964092388802e+00 2.249424154608777826e+01
-3.729775698852137999e+00 -3.535998881815775263e+00 1.371023787527053450e+00 2.248510633877446807e+01
-3.661288001548241411e+00 -3.465227046832079161e+00 1.265316679655959398e+00 2.257397451991628046e+01
-3.754123310467665675e+00 -3.479672478579206363e+00 1.193612359944735690e+00 2.250661695298856912e+01
-3.739502989055426774e+00 -3.565977732385214871e+00 1.174954188635963792e+00 2.250996593792658729e+01
-3.754914911335427874e+00 -3.506523887887022184e+00 1.200095006882652804e+00 2.251023937806186836e+01
-3.723033431788215886e+00 -3.518218925305457212e+00 1.220093050840561855e+00 2.252867081298382601e+01
-3.731118503082255344e+00 -3.487120124921611719e+00 1.265329277647621264e+00 2.257248684515874970e+01
-3.792743819957516749e+00 -3.528792163293266171e+00 1.314327571827509367e+00 2.252156023602572077e+01
-3.623952214879974321e+00 -3.457383429903803318e+00 1.070915364861630081e+00 2.264152200219205113e+01
-3.760713430997536300e+00 -3.431325170247056633e+00 1.163697075921160007e+00 2.259082335136110586e+01
-3.672848059306748070e+00 -3.437658171483704450e+00 1.026845625626819025e+00 2.261251358394105893e+01
-3.726016475030453634e+00 -3.538857749637094763e+00 1.460507257611775245e+00 2.249389988244939786e+01
-3.608653797335713342e+00 -3.405186371161827097e+00 8.531174706493340754e-01 2.269307121982521025e+01
-3.673665494117957842e+00 -3.451478210028877669e+00 9.150142041108111357e-01 2.255280541375881853e+01
-3.747983040031864554e+00 -3.506343497998701153e+00 1.453755402502127314e+00 2.251062134940176307e+01
-3.702974877703060663e+00 -3.469967530329284955e+00 1.421197816649633960e+00 2.250656568686820336e+01
-3.633012196221510060e+00 -3.524627697852723784e+00 1.475189287258825033e+00 2.252039754847696074e+01
-3.755443298795093199e+00 -3.511089345020764085e+00 1.448208925040163741e+00 2.246853012968241714e+01
-3.802828520888228425e+00 -3.571004867670826144e+00 1.342315864324294949e+00 2.246791857815691174e+01
-3.727525342228005023e+00 -3.457743357610278956e+00 1.452592469741219805e+00 2.259117147349973109e+01
-3.731360338162658330e+00 -3.483969243065736521e+00 1.292218619369831512e+00 2.257105397442592221e+01
-3.647943323576606112e+00 -3.396463713423150566e+00 1.060719091735147224e+00 2.268647134470529636e+01
-3.710657443286532242e+00 -3.435209808382186480e+00 1.362005027761617360e+00 2.262568322781257280e+01
-3.733339275060330920e+00 -3.525515738952824663e+00 1.317986157874022179e+00 2.249375321357198487e+01
-3.814882360149874252e+00 -3.422565491749916866e+00 1.335814059018735289e+00 2.255130993628180391e+01
-3.712725013366110716e+00 -3.490830658150086308e+00 1.287159135665817189e+00 2.256624951257941092e+01
-3.678274658543788433e+00 -3.563650618483549692e+00 1.284060109375971592e+00 2.253119435936963555e+01
-3.750277223734139298e+00 -3.499431949935088326e+00 1.056671060218293601e+00 2.253441657335858750e+01
-3.736836552336066930e+00 -3.512814771769515509e+00 1.376017043594224276e+00 2.251481110982457068e+01
-3.787961140243817582e+00 -3.532801044715721872e+00 1.442960833811850474e+00 2.243534837236096635e+01
-3.713502208705598662e+00 -3.514061043858795585e+00 1.343651370085863661e+00 2.258031125728203747e+01
-3.751931672949316621e+00 -3.452550063044679263e+00 1.454425344263126085e+00 2.252081981302499614e+01
-3.706371930759758904e+00 -3.522086754165478339e+00 1.456556528405413609e+00 2.246888247479153122e+01
-3.714289516993281026e+00 -3.458625365506025950e+00 1.031274359339785729e+00 2.262902582428504417e+01
-3.743043807500926690e+00 -3.427996580084315958e+00 1.392319683741450653e+00 2.259541086452003000e+01
-3.753214208424534348e+00 -3.498384605285639992e+00 1.047430854242202614e+00 2.253694386003647665e+01
-3.758771888009158957e+00 -3.500349741250935232e+00 1.463478331524297182e+00 2.246748535819550696e+01
-3.692849034257008611e+00 -3.474909099350875330e+00 9.510813404391083026e-01 2.254774810163236864e+01
-3.763139844659183275e+00 -3.494496307690991621e+00 1.273781722456416077e+00 2.254228547314845343e+01
-3.618532100377980676e+00 -3.508333265064516482e+00 1.073874284772007748e+00 2.257669848835693927e+01
