"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-1.630977105749789491e+00,8.903544775284290280e-02,-1.630168874107083887e+00,-1.722256122985112547e+00,-1.547854730370750165e+00,-1.680651032336191841e+00,8.820040225514831633e-02,-1.683600893883109961e+00,-1.769651730367149511e+00,-1.588300148427324920e+00,-1.559044933515542519e+00,8.844895954649620307e-02,-1.557376962765429695e+00,-1.646473129067406171e+00,-1.473664027865112303e+00,-2.481822120227039630e-01,2.291474588178070773e-02,-2.484869610199922363e-01,-2.712058324953566246e-01,-2.246399232853999450e-01,1.973438424386127465e+01,4.817564595775212233e-01,1.967108276178828419e+01,1.921733968191147923e+01,2.025932038012934200e+01
