src1.lognorm src2.lognorm src1.logkT src1.lognH
-1.953806251631451829e+00 -1.314807783428852517e+00 -2.180620559754227195e-01 2.020599076681794415e+01
-2.144486297193591184e+00 -1.446601399591459725e+00 -1.817923354171346872e-01 1.925120605106063465e+01
-1.986966901120371887e+00 -1.355385829942727938e+00 -2.113415912675256081e-01 1.953353162828141265e+01
-2.031953217023406033e+00 -1.460241919399319244e+00 -1.736790654690532065e-01 1.947738821054342395e+01
-2.120832744357612931e+00 -1.441668710669701703e+00 -1.850189317310322323e-01 1.926628426852240850e+01
-2.070701764035909775e+00 -1.436064328008729518e+00 -1.850776494182468923e-01 1.920937631899507281e+01
-1.968638097825010647e+00 -1.374579478448723968e+00 -1.972200729728879054e-01 1.915858457414226024e+01
-1.970025027705909260e+00 -1.325184751061357247e+00 -2.056030202014373920e-01 1.923211881827493386e+01
-1.916997185743338328e+00 -1.321498157699104503e+00 -2.227133141458237375e-01 1.929042967050213520e+01
-1.808410590811861951e+00 -1.225693777186844358e+00 -2.456459346822357226e-01 1.924973421046372835e+01
-1.957333669582886237e+00 -1.239977810385138213e+00 -2.352508156605885858e-01 1.903062048125613259e+01
-1.988532379995220367e+00 -1.433831647538637455e+00 -1.903431376479671755e-01 1.935516605805807444e+01
-1.979295099561085181e+00 -1.333656694034611512e+00 -2.155768740045806986e-01 2.042366683671709637e+01
-2.017789134935906503e+00 -1.492425578403492104e+00 -1.818631290382897170e-01 1.905062603466081228e+01
-2.010116314507645718e+00 -1.371130012592395531e+00 -2.091063443793115262e-01 1.997052810413617863e+01
-1.910682241316937535e+00 -1.338703670785613475e+00 -2.137495444193371341e-01 1.946884439781648624e+01
-2.025958737847600943e+00 -1.395670078102956069e+00 -1.983591289468948915e-01 2.001544200315489874e+01
-2.126126892145849823e+00 -1.501222186840756478e+00 -1.571124841063902267e-01 1.922320418041651635e+01
-2.014093109416572602e+00 -1.415827542944427364e+00 -1.909537722573335650e-01 1.931360759215841583e+01
-1.976218299869518802e+00 -1.377646627218952702e+00 -1.947977578164281631e-01 1.934769385474979941e+01
-2.000677204521933206e+00 -1.271643842996006413e+00 -2.165591960285544459e-01 1.917455005836715642e+01
-2.046965862150509352e+00 -1.469270377412469131e+00 -1.829303283003484992e-01 1.924938670796711193e+01
-1.970025027705909260e+00 -1.325184751061357247e+00 -2.056030202014373920e-01 1.923211881827493386e+01
-2.089354835473616667e+00 -1.421302446948933706e+00 -1.991336797464313690e-01 1.943311329098515472e+01
-1.948520635803395074e+00 -1.336324290389263147e+00 -2.198519565921461805e-01 1.943198970683672755e+01
-2.078149460738575982e+00 -1.467675425929673594e+00 -1.753473602044897106e-01 2.005187281820315093e+01
-2.047315168228066362e+00 -1.484169096957018041e+00 -1.813367323960979327e-01 1.917732360192882979e+01
-2.057163551124122414e+00 -1.420296346894370565e+00 -1.811878869445733287e-01 1.975109554439472248e+01
-1.843290061681178926e+00 -1.221042228853710832e+00 -2.335228789361081247e-01 2.027607149381976370e+01
-2.001417077668373068e+00 -1.377162602332227870e+00 -2.045716543052571446e-01 1.919803032710704827e+01
-1.986054468367478343e+00 -1.382583319392002075e+00 -2.002861757781140284e-01 1.907392971553162653e+01
-2.007954604743848570e+00 -1.405744003656287155e+00 -1.941827079767985964e-01 1.932359954700015692e+01
-1.974963297485873071e+00 -1.366713869318996188e+00 -2.112144971277625238e-01 1.926544315084915482e+01
