"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.463767850330330411e+00,6.791570484286267584e-02,-4.465756598477264916e+00,-4.529843624359589427e+00,-4.397017050672414662e+00,-4.983659816178433566e+00,7.254347505250648143e-02,-4.984362075489537247e+00,-5.056222260401888491e+00,-4.910984479093746025e+00,-4.965772976926712268e+00,8.628679066108825568e-02,-4.966654258304393110e+00,-5.048155763763825910e+00,-4.880146155303840771e+00,9.398574395761950528e-01,1.124894964570762323e-01,9.382869079198765672e-01,8.267539347553167772e-01,1.051448983665948189e+00,2.176730672535054012e+01,1.011952509609582024e-01,2.177604131171868218e+01,2.167139901959030368e+01,2.186365740418304426e+01
