"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.186708817657281756e+00,1.180974918924582451e-01,-4.192078132683107583e+00,-4.307109095925160780e+00,-4.063762488955616092e+00,2.676728238592234632e+00,2.177069589251399429e-01,2.667529654839034592e+00,2.458524415573932309e+00,2.901166326565221887e+00,2.226407913046460152e+01,6.205083664146168743e-02,2.226457309352606373e+01,2.220301720490961372e+01,2.232725866321397135e+01
