"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.131057916844799394e+00,2.760327618050782694e-02,-4.131061278498143530e+00,-4.158114950191398762e+00,-4.104194149303500794e+00,-5.112574375341699451e+00,4.960721569005062392e-02,-5.111561805301940709e+00,-5.161842089191662986e+00,-5.061771226508277266e+00,3.403439774822866748e-01,4.043851251366063770e-02,3.401533045451918813e-01,2.995327200803170609e-01,3.801343360241322133e-01,1.940539931835617082e+01,2.987262062096673332e-01,1.934194982869304269e+01,1.909579095989198194e+01,1.974519629481224570e+01
