weight logl src1.lognorm src2.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -1.527187636572296023e+08 6.025533123140287550e-01 9.922657981536525673e-01 3.671810023933277378e-01 3.662374555776808371e-01
0.000000000000000000e+00 -1.507007528044657409e+08 9.880778057089103505e-01 3.184973025126258683e-01 3.218983691628208854e-01 2.050604656324760411e-01
0.000000000000000000e+00 -1.422656540839950442e+08 7.220737611493612818e-01 9.889542694291373337e-01 5.133485400079557115e-01 2.889257279840909964e-01
0.000000000000000000e+00 -1.289724446958098561e+08 1.324402294160931248e-01 9.749514613372608496e-01 4.684523756534471062e-01 1.442609285312121958e-01
0.000000000000000000e+00 -1.123065008151639104e+08 9.857827362273899885e-01 2.386140295856618021e-01 7.249898308044683271e-01 9.650112780696273873e-02
0.000000000000000000e+00 -8.320484714572861791e+07 7.962295023854865095e-01 9.454337812516989681e-01 2.887249538246146052e-01 2.295377132242678586e-01
0.000000000000000000e+00 -7.789216917693118751e+07 5.741278152688613634e-01 9.687159654302486267e-01 4.798804948845968310e-01 3.519553812021144479e-01
0.000000000000000000e+00 -6.967742141325625777e+07 9.546629738581686730e-01 7.238766710387363190e-01 3.668821814284189964e-01 2.645704155105922384e-01
0.000000000000000000e+00 -6.540735880313096195e+07 9.891945013849178236e-01 8.070118630749397726e-01 7.911013641419425424e-01 4.519475286755343379e-01
0.000000000000000000e+00 -6.523149876882144064e+07 6.798934193692677264e-01 9.504004375987590292e-01 6.572888933910413511e-01 5.019240820834747208e-02
0.000000000000000000e+00 -6.293423511972139776e+07 9.996992415735653781e-01 9.151252616913200244e-01 9.447135994517434909e-01 5.073192970398339163e-01
0.000000000000000000e+00 -5.926235743074189126e+07 9.529760826950335328e-01 5.135826166262891235e-02 4.525148267075590480e-01 1.778669821960203734e-01
0.000000000000000000e+00 -5.836984156332439929e+07 9.488439084502736653e-01 5.555170876319608375e-01 2.930118909946466399e-01 5.835243123640343477e-02
0.000000000000000000e+00 -4.971806620928423107e+07 9.893284242185343969e-01 6.865306905734841481e-01 5.907085906127769181e-01 4.551065580278961242e-01
0.000000000000000000e+00 -4.282555850928080827e+07 4.792159706351338810e-01 9.897338947338799597e-01 4.402056380272630909e-01 4.608918292251581450e-01
