"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.376096936260316816e+00,6.863591067768783083e-02,-4.377579947596835552e+00,-4.444140091423260941e+00,-4.306691487992193146e+00,-4.583704377435893207e+00,7.232148590584014380e-02,-4.584871726243257228e+00,-4.655522331412157655e+00,-4.509436902041386475e+00,2.416555669436342146e+00,1.669383091752218440e-01,2.415494339989047390e+00,2.247948908101948362e+00,2.585271118507089128e+00,2.172990700449573964e+01,7.672819417977995438e-02,2.173200591302735063e+01,2.165464922660144609e+01,2.180639668237132867e+01
