src1.lognorm pl1.PhoIndex src1.lognH
-5.739909609454963757e+00 8.969942623764728395e-01 1.932432345304540888e+01
-5.691724734422127341e+00 1.057207604016434210e+00 2.036161513963249092e+01
-5.578263775833600668e+00 1.021480318979601343e+00 2.082170542592816531e+01
-5.606317298523576298e+00 9.949362325025399301e-01 2.091247592104716091e+01
-5.559645960945324816e+00 1.293079820503808541e+00 2.124596724687310711e+01
-5.586396340378854575e+00 1.237350967303216365e+00 1.963242985238056448e+01
-5.677364376171558646e+00 9.095372858867638577e-01 2.031584290450745911e+01
-5.712995230581366712e+00 1.250330437421965257e+00 1.949895502615501641e+01
-5.619736487480125220e+00 1.028903312471984854e+00 2.028405826505156995e+01
-5.561788416412757563e+00 1.172485859546485543e+00 1.951098010165165419e+01
-5.543541732656581011e+00 1.136730573905948560e+00 1.983865620043937028e+01
-5.607901041589016700e+00 8.608965433458317662e-01 2.108919103412583240e+01
-5.604125672095405797e+00 1.037033900901969119e+00 2.066209762399689964e+01
-5.788666108325053017e+00 7.758117795584555942e-01 1.927375378898520708e+01
-5.753381662924097029e+00 9.734282600199861690e-01 2.081956244868095851e+01
-5.683343832002517360e+00 1.112099776863328060e+00 2.099916573192691871e+01
-5.544366346552512148e+00 1.133924779449452025e+00 2.098310945674743877e+01
-5.606316063776547232e+00 1.307559765847869038e+00 2.102957234956207699e+01
-5.676591720692298004e+00 9.937671659213589415e-01 1.946681859160655748e+01
-5.495335183150006131e+00 1.287191203729859623e+00 2.100141769686338478e+01
-5.595736952493861160e+00 1.231161507577835934e+00 2.110956178858847210e+01
-5.622274842873125067e+00 1.149270437838195491e+00 2.082621273548421925e+01
-5.667906654020514523e+00 9.358081062951044693e-01 2.053093890863727822e+01
-5.617881688544256846e+00 1.110617040075617901e+00 2.082670886594510407e+01
-5.633689833224918786e+00 1.055387098139586755e+00 2.087272786228158239e+01
-5.675118510644595382e+00 1.177601821056700970e+00 1.956660874521238824e+01
-5.582367956499232342e+00 1.516999124728751092e+00 1.905179867898838353e+01
-5.454566884229208767e+00 1.354732379721685476e+00 2.153830936976575927e+01
-5.858891961349836919e+00 5.428014099633289291e-01 1.923875094750482972e+01
-5.549107641962023330e+00 1.355145569045722809e+00 2.074672711616764431e+01
-5.586541285040862448e+00 9.758752732210820291e-01 1.938199471112748995e+01
-5.622955265140340053e+00 1.603784076278766513e+00 2.068647241984712437e+01
-5.533863439415934948e+00 1.309346604237400236e+00 2.108606860601975441e+01
-5.606075583134328966e+00 1.053989608317403182e+00 1.999303483350477606e+01
-5.530459251952916766e+00 1.103617058907184756e+00 2.026500671686409305e+01
-5.586088581816659016e+00 1.219409097771005257e+00 2.108584369309061302e+01
-5.567628116585231268e+00 1.142226745434982149e+00 2.141368785271972186e+01
-5.747478384179490085e+00 1.068489763395377601e+00 1.999554247609318480e+01
-5.610327198756397848e+00 1.098712398222445152e+00 2.055773190073896828e+01
-5.684192860398956881e+00 1.131701585163980006e+00 1.910504659556898588e+01
-5.791827575784370907e+00 1.021341855506189944e+00 1.991240276708169077e+01
-5.893847898516298756e+00 5.053849131947871776e-01 2.039711586672666144e+01
-5.373018756013482999e+00 1.517612674198424827e+00 2.151986358162793422e+01
-5.709862780040296570e+00 8.936854273582470753e-01 2.110582859086303031e+01
-5.684832051195174429e+00 9.163277007623507053e-01 2.108367595565122699e+01
-5.669399098816120919e+00 9.400681489269566704e-01 2.073729425990919140e+01
-5.781714613935536207e+00 7.755718158603368551e-01 1.969589471187319774e+01
-5.646884131829485121e+00 9.313148074922543707e-01 1.936936290098080349e+01
-5.592638841451690546e+00 1.054458467291660817e+00 2.111350881785748612e+01
-5.703540174465294044e+00 8.198404843757507443e-01 2.008596867979457201e+01
-5.642130798941821013e+00 1.155671084731770826e+00 2.007052163394670430e+01
-5.770656285120306705e+00 8.337427670765364951e-01 2.022724050284815789e+01
-5.649183578330013056e+00 9.811421495467937959e-01 2.112303782939367025e+01
-5.648513182988317283e+00 1.153702489219458727e+00 2.092858035062424804e+01
-5.539437893061613494e+00 1.136564192843422916e+00 2.135553949735625778e+01
-5.534952361261989751e+00 1.365100401545010556e+00 2.156633168699615055e+01
-5.579755688603198038e+00 1.283171237487672478e+00 2.106845934708716683e+01
-5.651700396595606080e+00 1.120387932801174991e+00 1.937257769597264456e+01
-5.808297669161625265e+00 8.379283716150389694e-01 1.919804924824875059e+01
-5.171635929661857034e+00 1.921281799250110112e+00 2.188220818413443070e+01
-5.645843460248849865e+00 1.091619677948631129e+00 2.103030930723134162e+01
-5.753381400610585672e+00 8.570154208043301303e-01 1.986179168886636859e+01
-5.422498891620596950e+00 1.450840884886370752e+00 2.149187850098257258e+01
-5.728307338385185687e+00 7.287613842028339839e-01 1.919121836513801682e+01
-5.536620444531086704e+00 1.394293053353310441e+00 2.157692487394585612e+01
-5.788738306404685119e+00 8.329854961533915692e-01 1.999498407010874601e+01
-5.705458306043294847e+00 8.607576492961923620e-01 2.011440091207937542e+01
-5.643522718836592844e+00 1.258662311042025195e+00 1.984512713348072310e+01
-5.713089204676209398e+00 7.055336945909846946e-01 1.928267411447263413e+01
-5.717562556467688850e+00 8.853805178305953483e-01 1.985423817935435054e+01
-5.336671047282932179e+00 1.608701246915481775e+00 2.176673133813882899e+01
-5.503650681335834349e+00 1.364446485209333204e+00 2.153326595739401483e+01
-5.572309390819301989e+00 9.568195033956627960e-01 2.152329858835170739e+01
-5.380284800049369487e+00 1.555431947938656911e+00 2.175871393571128110e+01
-5.647710164748426465e+00 1.225290820883291332e+00 2.141984861870847467e+01
-5.769259911785940886e+00 9.845484587093671358e-01 1.951467223516627669e+01
-5.567646062344346447e+00 1.281634911015276934e+00 1.939653369805780159e+01
-5.566757652321348893e+00 1.050259815436360711e+00 2.133294068108031993e+01
-5.567271541009864322e+00 1.100803195317390681e+00 1.978173702149216595e+01
-5.703283144463811460e+00 9.206851480245257235e-01 2.094829858903826292e+01
-5.733310585722598773e+00 1.076436206834856968e+00 2.039231176913552446e+01
-5.709975238299777267e+00 8.755519416532271393e-01 2.018131999025669643e+01
-5.701933410190055618e+00 1.102201967374242031e+00 2.042735902527935465e+01
-5.757820606729636026e+00 7.663188256415356392e-01 1.988090125231535410e+01
-5.577983651733365633e+00 1.415521525767886146e+00 2.038864107542167403e+01
-5.730420344188029702e+00 8.252401504426702950e-01 1.996333082214298216e+01
-5.449062698377293401e+00 1.623278754474725361e+00 2.166909712665186660e+01
-5.311050517572814655e+00 1.646811885012233745e+00 2.160409566664082703e+01
-5.552908513888420217e+00 1.147825335078946019e+00 2.040867262406922222e+01
-5.299497283959452076e+00 1.506274370408399399e+00 2.193771960432005130e+01
-5.689441881504338383e+00 1.017233103495648550e+00 2.019170059061579536e+01
-5.620924537836176071e+00 9.363326975273809083e-01 2.017385405536138165e+01
-5.718044794690046118e+00 9.366090482422504415e-01 2.009961708761694155e+01
-5.608885581179831270e+00 1.188159767292503055e+00 1.909538799862718861e+01
-5.736300145399625627e+00 9.110525219138949637e-01 2.092911592778168384e+01
-5.663556056068483002e+00 9.554512150946226079e-01 2.070973068371514358e+01
-5.708432482156590382e+00 1.187357413158718344e+00 1.988788690792672043e+01
-5.519464980018829792e+00 1.140933208130346266e+00 2.132904046888262073e+01
-5.767985313163517702e+00 8.505167505006090423e-01 1.954726525279476590e+01
-5.643685332728314741e+00 9.275007461538997688e-01 1.934468133398305412e+01
-5.724134958854071087e+00 8.782720438445359434e-01 2.017589018034311366e+01
-5.697090043248433489e+00 1.220590841066727883e+00 1.946652178777871001e+01
-5.640767617988346139e+00 9.668362440640447808e-01 1.974119347467586749e+01
-5.427752068652685224e+00 1.477023578394169867e+00 2.129370226102425079e+01
-5.866849376125007787e+00 6.983122574250884007e-01 1.909067988968089935e+01
-5.890201103318764453e+00 5.097170160102666436e-01 1.931739080420924637e+01
-5.497489666663192942e+00 1.380793512944440415e+00 2.003074387773266096e+01
-5.642523424650274677e+00 1.146404706644782223e+00 1.935621737571851142e+01
-5.628596496093952517e+00 1.090337644766063541e+00 1.988309645577831475e+01
-5.555287935076833605e+00 1.212954872685020113e+00 1.933428159572022409e+01
-5.675923705281366693e+00 1.125434732871358534e+00 1.973393778478706295e+01
-5.681921827972456818e+00 9.273716605093191845e-01 1.912554752945835901e+01
-5.447616848847605553e+00 1.304674251579465150e+00 2.125239374954058746e+01
-5.356934408646822909e+00 1.648062981007859307e+00 2.167467851255736022e+01
-5.545104319227700529e+00 1.333901781016859189e+00 2.073845430335775575e+01
-5.741929795508365686e+00 8.408433810367208494e-01 2.074654321121279565e+01
-5.525459218402028583e+00 1.228603832798380147e+00 2.062694567735914575e+01
-5.478637886839472948e+00 1.660171000943271302e+00 2.149120887041094008e+01
-5.617321578498835066e+00 8.011359690647856802e-01 1.970084328863872969e+01
-5.608137543407013759e+00 1.116971044421239512e+00 2.073002104673124535e+01
-5.675627132434129862e+00 9.163556878827097130e-01 1.964487885132924205e+01
-5.637559139267375841e+00 1.221334331877081070e+00 2.118937950956934912e+01
-5.648343980464078484e+00 9.997825790049712502e-01 2.012769688018780201e+01
-5.526396396893134444e+00 1.296883499804639683e+00 2.152112691094870556e+01
-5.632246881983911990e+00 1.311400765932194901e+00 2.076648975536032893e+01
-5.704204583730408729e+00 1.056861483726257767e+00 1.994263769279352871e+01
-5.767985313163517702e+00 8.505167505006090423e-01 1.954726525279476590e+01
-5.494116347446266424e+00 1.121197314888780383e+00 2.153394313216026390e+01
-5.657007536987333829e+00 1.289418065552795589e+00 2.092485547216586639e+01
-5.392736073677665054e+00 1.768993848505258981e+00 2.163282766503962051e+01
-5.814019716723493936e+00 8.274671097982357892e-01 1.980902212092313519e+01
-5.586541285040862448e+00 9.758752732210820291e-01 1.938199471112748995e+01
-5.606316063776547232e+00 1.307559765847869038e+00 2.102957234956207699e+01
-5.626691387975918168e+00 1.030665265454348223e+00 2.100688338612953387e+01
-5.695505522933594911e+00 1.176493630913313382e+00 2.023061742392425799e+01
-5.759198476879564765e+00 6.114203108345810378e-01 1.995543633138197137e+01
-5.556332621337386257e+00 1.254935261130455615e+00 2.146186172509922230e+01
-5.818485682594665143e+00 7.532838498255252091e-01 2.049176959176767099e+01
-5.727489142434187386e+00 1.167722318653458657e+00 2.040098627901628703e+01
-5.756073478396323218e+00 9.022811297744857129e-01 1.985618368744762208e+01
-5.548497731702953573e+00 1.096089223987751105e+00 2.154270674879429848e+01
-5.427752068652685224e+00 1.477023578394169867e+00 2.129370226102425079e+01
