src1.lognorm pl1.PhoIndex src1.lognH
-4.778378774790499328e+00 2.348299610412976968e+00 2.175110285803624066e+01
-5.005235339614841017e+00 2.083233659346432454e+00 2.161960475238860724e+01
-5.026403985897325732e+00 1.848094266977194700e+00 2.161088648954330793e+01
-5.284528220242666663e+00 1.471182350129563332e+00 2.066492672618483795e+01
-5.002425758668907818e+00 2.103313974678134635e+00 2.166545229851413978e+01
-4.977377800358427251e+00 1.921625651841091020e+00 2.169452807591795818e+01
-5.166427902660974958e+00 1.674458922535853489e+00 2.116326085422079473e+01
-5.185166306905531819e+00 1.603173020679766303e+00 2.134339150304534627e+01
-4.947951425168746198e+00 2.017791032759403969e+00 2.174058268894978241e+01
-5.163794132211412702e+00 1.399142673145940208e+00 2.115753393776191515e+01
-5.074189149901228824e+00 1.885583675622677369e+00 2.156240056473285094e+01
-5.088646917615653464e+00 1.912216193857972257e+00 2.153039964011609442e+01
-4.843366704903678155e+00 2.387308847121226485e+00 2.173093481129339466e+01
-4.902990382968248184e+00 2.218844498171829827e+00 2.174099592252522228e+01
-5.191844560521637675e+00 1.502421178150719960e+00 2.108261552260027472e+01
-4.878038825744323681e+00 2.264303185297762866e+00 2.162869644350513099e+01
-4.923526130506484577e+00 2.291839574777556621e+00 2.152794078946496725e+01
-4.961850707975886898e+00 1.954178239577004206e+00 2.166425071292010784e+01
-4.813698030803316819e+00 2.258654757086315357e+00 2.186822594160236832e+01
-4.984306933128136663e+00 2.077715423003107631e+00 2.167413630378914391e+01
-4.774915310641315358e+00 2.489670492183833517e+00 2.189934657134780949e+01
-5.241730304113703554e+00 1.460640810322990646e+00 2.023173542466239994e+01
-5.045547346693483703e+00 1.908011934219405958e+00 2.150702853616166266e+01
-4.997977007415520312e+00 2.084758045222799616e+00 2.161049349627905158e+01
-5.042028292800561751e+00 1.836360573548191155e+00 2.161807721531494053e+01
-5.085016428194261806e+00 1.785012384127344198e+00 2.156558393129192197e+01
-5.085087644828662157e+00 1.855686855120620038e+00 2.150045490372031765e+01
-4.974380064133418600e+00 1.953602893596558587e+00 2.160322607274942897e+01
-5.280251138591191662e+00 1.504586495543007274e+00 2.133784154814216194e+01
-5.109030269098804311e+00 1.863764287572982070e+00 2.150760605431143091e+01
-4.791201644814050198e+00 2.516919264674464252e+00 2.183596688306101186e+01
-4.701588009690615522e+00 2.633263238767791670e+00 2.189346088970089710e+01
-5.071989571979477418e+00 1.683176299708345702e+00 2.161939141800895214e+01
-5.185941672034882544e+00 1.618627264986793435e+00 2.118110352937886631e+01
-4.887471625976012035e+00 2.283329273814672433e+00 2.169524974804869899e+01
-5.123175897448923877e+00 1.743048680052521782e+00 2.139358059108315757e+01
-4.955820435620294617e+00 1.855166358843722385e+00 2.169601538592367973e+01
-5.153429885670945509e+00 1.593568109735124416e+00 2.143833037299084765e+01
-5.163740847358928576e+00 1.539241997720946387e+00 2.144869361806644292e+01
-5.334436591093285607e+00 1.568360854343171518e+00 2.092215130837700343e+01
-5.143185336281885789e+00 1.654107922828338850e+00 2.145341831516130782e+01
-4.879237026777882846e+00 2.378145122447459237e+00 2.170141627354637848e+01
-5.195249265802909022e+00 1.610427858102538856e+00 2.147801928562245877e+01
-5.088773772455818190e+00 1.723947488355000779e+00 2.161437581495724558e+01
-5.078306442415550848e+00 1.807855292630458521e+00 2.143002253954511716e+01
-5.191860543334408717e+00 1.607285100573247583e+00 2.122214898043930731e+01
-4.854714551374891940e+00 2.533864917458189758e+00 2.170048109281627546e+01
-5.002093346418821085e+00 2.003598213770536596e+00 2.142948322726218890e+01
-4.888216156763728115e+00 2.245258092831869945e+00 2.168808156981656410e+01
-5.205496312483163024e+00 1.520972552592683158e+00 2.133880397971856979e+01
-4.966693007295464035e+00 1.876418913621198392e+00 2.167596999416521442e+01
-5.214556938823529109e+00 1.473327804864555723e+00 2.119260657691970451e+01
-4.919379468375120190e+00 2.272752956469834551e+00 2.172848263581546036e+01
-5.082452726519909092e+00 1.859070669343092064e+00 2.154312488480319843e+01
-5.009730833834136199e+00 2.054074521630676387e+00 2.157403605489306031e+01
-5.213030147191823005e+00 1.461339850129985685e+00 2.142978008134752343e+01
-5.099609522588638200e+00 1.810118168829453644e+00 2.146682421686576703e+01
-4.666613769195972594e+00 2.688828361573025738e+00 2.194518546457163310e+01
-4.983561785636096531e+00 2.240772253688124493e+00 2.169468057574058051e+01
-4.819725085888645566e+00 2.410794390155581723e+00 2.187335914543232107e+01
-4.863433107842173087e+00 2.201832253099200720e+00 2.174650070445302674e+01
-4.979557514507755300e+00 1.924788030799915894e+00 2.170998188581491917e+01
-5.312559510107732308e+00 1.346980670801641189e+00 2.082470404749503601e+01
-5.105824562483416429e+00 1.744887661186272254e+00 2.155648762218486425e+01
-4.929727615080683023e+00 2.249410978763922486e+00 2.165960330797231492e+01
-5.060587553478597123e+00 1.762463280657929232e+00 2.150476664262800242e+01
-4.927597787389832007e+00 1.895699435146302569e+00 2.169710504871831347e+01
-5.138833087471719629e+00 1.647161315310907703e+00 2.142217702408784064e+01
-4.772327562967024761e+00 2.401899575117012908e+00 2.185042866084224755e+01
-5.075254001291300554e+00 1.999227557272105216e+00 2.157749938511286558e+01
-5.136636197572356011e+00 1.701622412597775025e+00 2.146975425613969790e+01
-5.181536373406826712e+00 1.942098811416562043e+00 2.119694885794096351e+01
-5.093964668207119573e+00 1.702082683173779643e+00 2.144846807610307593e+01
-5.190231647935268811e+00 1.700261810444523292e+00 2.115678779498835382e+01
-5.023465005957511664e+00 1.776408233737925890e+00 2.155277250462487970e+01
-5.297196448446117145e+00 1.334186601880393397e+00 2.076190523590592463e+01
-4.982419651609049538e+00 1.979898917697182625e+00 2.157910803234296182e+01
-4.910152706322847393e+00 2.288456879317804393e+00 2.169756149083535490e+01
-5.065826533078595872e+00 1.803880879005747673e+00 2.150679698903903514e+01
-4.944690255567286918e+00 2.022373998406981066e+00 2.168746883411530035e+01
-5.048677449353990987e+00 1.959420813198557987e+00 2.154104945199978260e+01
-5.190231647935268811e+00 1.700261810444523292e+00 2.115678779498835382e+01
-4.890696172565297317e+00 2.046737790661244283e+00 2.171817780928357777e+01
-4.852868778779722447e+00 2.075729771376074950e+00 2.179537057671883815e+01
-5.167290390416782841e+00 1.619514163537621343e+00 2.129522502211549551e+01
-4.959392071037422411e+00 1.799569895027128830e+00 2.158048026589600710e+01
-5.185941672034882544e+00 1.618627264986793435e+00 2.118110352937886631e+01
