src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
-1.957519295507106349e+00 -2.419992203894853589e+00 -2.369195585909201540e+00 1.420556497661116246e-01 2.018287111529411604e+01
-1.960667003437576383e+00 -2.483201746073955718e+00 -2.421446928189821435e+00 1.443538240472825862e-01 2.012834349693814673e+01
-1.968741869519670118e+00 -2.576289152844278618e+00 -2.480343280522786742e+00 1.535437573728168914e-01 1.997126205273958632e+01
-1.895330656904309130e+00 -2.447688222385392187e+00 -2.451804347844018572e+00 1.126578745935127301e-01 2.026209370562832390e+01
-1.856444910466682252e+00 -2.317563460628056404e+00 -2.366019619168694632e+00 1.091784085345302024e-01 2.083494598170301515e+01
-1.860745588937807504e+00 -2.435358430257672957e+00 -2.443236315425279415e+00 1.136238895289083395e-01 1.945322332860878234e+01
-1.937537280870787804e+00 -2.487396439680201965e+00 -2.488980803590888691e+00 1.449737683685521361e-01 1.958465093350912767e+01
-1.847817221034040003e+00 -2.376323762360550873e+00 -2.367828584919674739e+00 1.071072668026866737e-01 2.109385052816575268e+01
-1.861380379776867322e+00 -2.384638554586890891e+00 -2.293284465215755574e+00 1.103309957946767561e-01 2.046760294560771953e+01
-1.908709091761655152e+00 -2.401556487539567186e+00 -2.302733915152245459e+00 1.055407250886095660e-01 1.922478194889744785e+01
-1.974242035562295605e+00 -2.394337822499934987e+00 -2.408209537428834146e+00 1.419597480925389732e-01 2.017328367241226061e+01
-1.885172422057241448e+00 -2.364877267369481117e+00 -2.345499836592833454e+00 1.110078156325351451e-01 1.986806979206548007e+01
-1.850057573754980034e+00 -2.471743505729551593e+00 -2.492817271096195775e+00 1.168136684416651860e-01 1.980899948207455097e+01
-1.928701378997882188e+00 -2.402482698520916671e+00 -2.415031021659046928e+00 1.277643399125958368e-01 2.035935830408606151e+01
-1.906906142847289765e+00 -2.472923250928326766e+00 -2.303613175821446646e+00 1.284083893155578693e-01 1.900687770038503643e+01
-1.866934967796899159e+00 -2.372509801282777886e+00 -2.215439183872162765e+00 1.078541804909711743e-01 1.901569273262295212e+01
-1.856444910466682252e+00 -2.317563460628056404e+00 -2.366019619168694632e+00 1.091784085345302024e-01 2.083494598170301515e+01
-1.879273579056007115e+00 -2.397994254521368163e+00 -2.339567132146500583e+00 1.041319364185651075e-01 1.953087788029597149e+01
-1.950897208794792448e+00 -2.490020607947576181e+00 -2.372655863209628180e+00 1.373081326091187826e-01 1.906727888304927632e+01
-2.034041121672224506e+00 -2.521675187400573392e+00 -2.498103503195014952e+00 1.635105818428601587e-01 1.930165759502858691e+01
-1.904234488381640666e+00 -2.419385033577661659e+00 -2.461563295271916196e+00 1.207792182515530222e-01 1.969458032200309816e+01
-1.895368513987857995e+00 -2.435497963054207737e+00 -2.420036542129913926e+00 1.233800965313167630e-01 1.960185065585904240e+01
-1.910201463846866510e+00 -2.373605822338562987e+00 -2.341025433911792852e+00 1.197320556336642916e-01 2.036743001553809052e+01
-1.940669689777398510e+00 -2.411818502102936357e+00 -2.380800752684590904e+00 1.314420771382374120e-01 1.915177631376906930e+01
-1.894339360799643046e+00 -2.344170825424971127e+00 -2.476742774183747109e+00 1.199580619077114108e-01 1.937998808510033300e+01
