weight logl src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -6.396282395341001749e+08 -3.815519907343661643e+00 -9.182533578328300194e-01 1.901985184407084972e+00 -2.746719093542013823e-01 2.044895734433392676e+01
0.000000000000000000e+00 -6.283783721296794415e+08 -6.016876652027235650e+00 1.871519865156892948e+00 1.829204071627220429e+00 1.382727512385964364e+00 1.979965673962888317e+01
0.000000000000000000e+00 -5.260008210102306604e+08 1.913070741147864240e+00 -2.393184997825427374e+00 -2.488603974871527846e+00 1.308227660309959628e-01 1.969795402125629025e+01
0.000000000000000000e+00 -4.725809166689271927e+08 -2.888641589014465438e+00 -7.180443559366158190e+00 1.737886296006900366e+00 -9.761674896907179821e-02 1.990497852963071779e+01
0.000000000000000000e+00 -4.172153659505180717e+08 -3.597568800706489434e+00 1.823580505402141227e+00 -6.679045183634801930e-01 1.354974578846086519e-01 2.038064038490222885e+01
0.000000000000000000e+00 -3.667826879655974507e+08 -2.732623739075958014e+00 1.461879516342200702e+00 1.747996070256826684e+00 1.394319694355535599e+00 2.001594694310502831e+01
0.000000000000000000e+00 -3.579100102691046596e+08 1.794907125823664629e+00 2.082246911883132157e-01 -6.230373418310300337e+00 2.375612268000080185e-01 1.937359155614997874e+01
0.000000000000000000e+00 -3.544590651720635295e+08 -6.799436773691263980e+00 1.828396988204787021e+00 -5.972808280190236019e+00 3.755205497905116374e-01 1.928528303221116147e+01
0.000000000000000000e+00 -3.369146563051338196e+08 1.809118322224938069e+00 -3.076533555496669514e+00 -3.097747081696169857e+00 4.586707395073288396e-01 1.905615500653236793e+01
0.000000000000000000e+00 -3.345539612112479210e+08 1.800086925513294744e+00 -3.150231612351899635e+00 -4.745762782963556248e-01 6.737788992045941061e-01 1.971542130670948367e+01
0.000000000000000000e+00 -3.221214857164096236e+08 1.793937170596226593e+00 -2.709072780270852299e+00 -2.205577066012150311e+00 6.067585058368318851e-01 2.025445510933248272e+01
0.000000000000000000e+00 -3.096510862220042348e+08 1.918725783751199288e+00 -1.863682620701816006e+00 -9.704129892657764600e-01 5.272808374687805166e-01 2.156636492654358506e+01
0.000000000000000000e+00 -3.022555122509278059e+08 1.753339361797621621e+00 -7.183718867384328632e+00 -1.383410644031915382e+00 3.064899945786372371e-01 1.972671243258233531e+01
0.000000000000000000e+00 -2.984750786974505186e+08 1.819047678328395534e+00 1.917366122185566013e+00 -7.120240808266220078e+00 1.321384476095967653e+00 2.233318045658361939e+01
0.000000000000000000e+00 -2.971125642422443032e+08 -2.760937674280043552e+00 1.917144859011969515e+00 -1.195446787508812392e+00 1.165968155146791752e+00 2.165658777584495454e+01
0.000000000000000000e+00 -2.948327817092748880e+08 1.334771716784686646e+00 -5.889357712988536164e+00 1.575194338529332327e+00 4.112763241434538308e-01 2.000757470235705426e+01
0.000000000000000000e+00 -2.732051923543438911e+08 1.908450207978233948e+00 -3.334664366267615421e+00 -8.166428119900626115e-02 -6.169692577384267018e-01 1.920065176568173726e+01
0.000000000000000000e+00 -2.580223708431306183e+08 -2.084925018638504213e+00 -3.630465465837771966e+00 1.898907576461425606e+00 1.428335779226557190e+00 2.148319091529595681e+01
0.000000000000000000e+00 -2.536176992752120197e+08 1.618244739593560411e+00 -2.182899796215830079e+00 -6.102100615986481458e+00 -4.163460373247754864e-01 2.030604996814849272e+01
0.000000000000000000e+00 -2.378480026620372832e+08 1.225903194032925470e+00 -2.381468884503175509e+00 1.375223079693004280e+00 1.096665858061589560e-01 2.087757073152227960e+01
0.000000000000000000e+00 -2.362573126306329370e+08 -5.500937147168525776e+00 -2.247251190662712617e+00 1.715844459320074122e+00 1.182314026253710626e+00 1.951435452028599826e+01
0.000000000000000000e+00 -2.260115837204382420e+08 -3.170349269677146253e-01 -2.053654299970973263e+00 1.686667892016977532e+00 1.126207312257338611e+00 1.983481584123775221e+01
0.000000000000000000e+00 -2.109923177381229103e+08 1.373979549703923553e+00 -7.448945435172784180e+00 -1.003132903259587039e-01 -5.718690577348028992e-02 1.960219687180420323e+01
0.000000000000000000e+00 -2.094658883253169656e+08 1.433186149897714756e+00 9.073243226711991127e-01 -3.771822944075228001e+00 -3.942464050510794404e-01 2.074269043990542727e+01
0.000000000000000000e+00 -1.783521903075527251e+08 -2.561604761985739387e+00 1.395365082104998322e+00 -4.766014758407092877e+00 7.579567380406548871e-02 1.978273998557540025e+01
