src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
-4.620392088328035385e+00 -4.683447962732615544e+00 -4.541316790452379237e+00 6.529158583429670593e-01 2.117633014234728961e+01
-4.715319957224946457e+00 -4.656999611200882683e+00 -4.512077686209011063e+00 7.409083724959397710e-01 1.900558909361505044e+01
-4.602440418133348032e+00 -4.663380002282838888e+00 -4.623283085483835819e+00 7.266695276423054128e-01 2.089306398227585859e+01
-4.755881908302740158e+00 -4.769907909732866713e+00 -4.611922824583857050e+00 8.204388036357634917e-01 1.991317389231527102e+01
-4.598899550585150209e+00 -4.662212615533595894e+00 -4.542258401491833908e+00 4.903597837265170067e-01 2.126483720239279407e+01
-4.587215919629691996e+00 -4.678349562370810233e+00 -4.456719012138139924e+00 6.855483360004179794e-01 2.130133946903680453e+01
-4.670312671034070107e+00 -4.652837150077201223e+00 -4.512588637527409574e+00 7.568471669893255260e-01 2.100161454984998954e+01
-4.587791320751687607e+00 -4.762567935568822186e+00 -4.527282484539257190e+00 6.504038316232974015e-01 2.095321646812640637e+01
-4.734369697075724304e+00 -4.727318389478025296e+00 -4.551680014936210661e+00 9.183818970723227615e-01 2.014405696462764439e+01
-4.675121843004951927e+00 -4.643299492748244717e+00 -4.481746423050735117e+00 6.156956189891256148e-01 2.119084323638064404e+01
-4.647232311234944291e+00 -4.734389021975797363e+00 -4.491490354163181209e+00 7.431896108931119738e-01 2.074437475601665426e+01
-4.673795044774735175e+00 -4.748203948116265671e+00 -4.627315098211590261e+00 8.022173071268137168e-01 1.962101196966077410e+01
-4.618603514076934147e+00 -4.659012777108324066e+00 -4.501572966605142057e+00 7.180181653166348710e-01 2.083787089674568804e+01
-4.602578977318348308e+00 -4.783665136178296251e+00 -4.567671524321871068e+00 9.051189471069158721e-01 1.945735016695882891e+01
-4.666173976192570905e+00 -4.740779702916042559e+00 -4.516674022985778691e+00 7.664981420510383892e-01 2.087091949492421605e+01
-4.658758357127490868e+00 -4.716188024987861382e+00 -4.457245412172119892e+00 7.979019210489548541e-01 1.985708222832431247e+01
-4.642812295873740780e+00 -4.719882422819972057e+00 -4.586281286254225265e+00 7.893180661317489299e-01 2.097212566810622292e+01
-4.644543207691754105e+00 -4.685301707107516478e+00 -4.524392072095469786e+00 6.366139676748430176e-01 2.094925104618592115e+01
-4.762378985223032046e+00 -4.740843172456949972e+00 -4.607527089715365953e+00 7.031366915983416899e-01 2.050549209921204508e+01
-4.665811692114768761e+00 -4.643526072023389517e+00 -4.557230450395778121e+00 7.129355670455332916e-01 2.105423891667694747e+01
-4.662779265502465798e+00 -4.724400935177747840e+00 -4.590778468617125796e+00 8.056244212147716244e-01 2.020596771482201959e+01
-4.665401516166059359e+00 -4.571970116404934892e+00 -4.516932418419742135e+00 8.073063110617650917e-01 2.120121687021099532e+01
-4.653480991789845866e+00 -4.675686681173020887e+00 -4.482802640427040686e+00 8.625585177900476630e-01 2.031041019888726495e+01
-4.679008944023953731e+00 -4.713723389639618233e+00 -4.624345044424704732e+00 5.824777972476669063e-01 2.073464502743352611e+01
-4.641976817213073758e+00 -4.762491201754817993e+00 -4.553945449880771434e+00 8.322774162060544434e-01 1.990758760513165626e+01
-4.596732129226374752e+00 -4.629823715071728074e+00 -4.567116718102417039e+00 7.491269976805625674e-01 2.093637561974124495e+01
-4.712121244876813719e+00 -4.622552533876749692e+00 -4.501484335120204960e+00 7.870486927224680240e-01 2.000564415442923405e+01
-4.656057631872473124e+00 -4.699315286108031842e+00 -4.511099574856357819e+00 6.853966123231740593e-01 2.100741804405542723e+01
-4.642108002553793966e+00 -4.677601795299080933e+00 -4.457002052152047256e+00 6.210952442528405726e-01 2.120527698149847140e+01
-4.591874615661045489e+00 -4.757283749072225731e+00 -4.451761819425732902e+00 6.170419608235617748e-01 2.113001833451075129e+01
-4.523076110783143200e+00 -4.604877560989833363e+00 -4.498969096803062229e+00 7.377005768360143101e-01 2.116100411858740316e+01
-4.644652896811257037e+00 -4.723419151757576984e+00 -4.484399033234882204e+00 5.676458374836448328e-01 2.100890585262398957e+01
-4.709253633089787172e+00 -4.725508705355405681e+00 -4.517282130239775206e+00 6.682872411227753773e-01 1.944571751546389748e+01
-4.621159490905993650e+00 -4.630455866423263345e+00 -4.494344561313910802e+00 4.801884586597833238e-01 2.107689559948805780e+01
-4.636540766941580571e+00 -4.716233217760745333e+00 -4.546683651422024575e+00 6.904234694381847781e-01 2.084449277935239309e+01
-4.653480991789845866e+00 -4.675686681173020887e+00 -4.482802640427040686e+00 8.625585177900476630e-01 2.031041019888726495e+01
-4.622156808172363185e+00 -4.680507003537798916e+00 -4.550926651480857288e+00 5.609267952712726490e-01 2.112799262994377258e+01
-4.636360095136493165e+00 -4.657008100954209695e+00 -4.521138572910786912e+00 1.019664023842953959e+00 2.089580307860638797e+01
-4.662178719708095720e+00 -4.810994368664664123e+00 -4.562183767124638578e+00 7.653225485856425259e-01 1.974338173292645138e+01
-4.662885221106066957e+00 -4.687929200319095102e+00 -4.551487637533451647e+00 8.312930549349184517e-01 1.946366325254555818e+01
-4.671664741799011367e+00 -4.641895328990358394e+00 -4.443998442862781673e+00 6.919470758529402410e-01 2.124798662780155212e+01
-4.654715678996705464e+00 -4.700722430317460621e+00 -4.532037075934341352e+00 6.817090108169410190e-01 2.041595206796208473e+01
-4.661657268654792574e+00 -4.657159737331470595e+00 -4.537518741513056675e+00 9.301841270837105657e-01 2.036845358407246209e+01
-4.599695568516197319e+00 -4.723770478676287965e+00 -4.466613630384362210e+00 5.808519122775168686e-01 2.121166448199881671e+01
-4.589098988510064814e+00 -4.639763638392599532e+00 -4.654797229814334081e+00 8.892090619280050845e-01 2.085754802420550291e+01
-4.819013578042022239e+00 -4.771012462032561352e+00 -4.620236966309052562e+00 7.296519808275991892e-01 1.902416486460937151e+01
