"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.821903802960997076e+00,2.102697150557176486e-01,-4.823846710276923133e+00,-5.029061241232883006e+00,-4.611025725021976385e+00,-4.595312694997264025e+00,2.075387076594140956e-01,-4.601687333516066403e+00,-4.794655441203721224e+00,-4.384934379673380178e+00,7.373464091853131341e-01,3.099434487232783919e-01,7.367714993291334391e-01,4.290954509913786907e-01,1.050824359373390138e+00,2.224930093638304029e+01,2.181969614165970850e-01,2.227816242224840337e+01,2.210347232379706028e+01,2.242286933376681546e+01
