"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-5.408317014304100390e+00,6.363333748463131934e-02,-5.412266310517196644e+00,-5.469786518659812913e+00,-5.344209929563994876e+00,-4.788445662269568359e+00,4.418817701638358408e-02,-4.794757217157651574e+00,-4.829415944115490689e+00,-4.745668063351986987e+00,1.686339062066110506e+00,1.085343164732572446e-01,1.678678409645148584e+00,1.580296462161147275e+00,1.794775944670755408e+00,2.017011801538657068e+01,6.367236137782125160e-01,2.022935391595346033e+01,1.938308433101507688e+01,2.087588610028490166e+01
