08:17:02 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=True, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ111633.3+181420/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
08:17:02 [ultranest] [INFO] Sampling 400 live points from prior ...
08:17:07 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
08:17:07 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
08:17:07 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
08:17:08 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-191302786324.45, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=5, ncalls=406, regioncalls=240, ndraw=40, logz=-6135952827.28, remainder_fraction=100.0000%, Lmin=-4338494351.75, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=9, ncalls=411, regioncalls=440, ndraw=40, logz=-3349490224.67, remainder_fraction=100.0000%, Lmin=-3280801023.63, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=14, ncalls=416, regioncalls=640, ndraw=40, logz=-1633094521.67, remainder_fraction=100.0000%, Lmin=-1529638919.68, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=19, ncalls=421, regioncalls=840, ndraw=40, logz=-1024290429.76, remainder_fraction=100.0000%, Lmin=-968549501.77, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=24, ncalls=426, regioncalls=1040, ndraw=40, logz=-381678274.99, remainder_fraction=100.0000%, Lmin=-356919522.35, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=29, ncalls=432, regioncalls=1280, ndraw=40, logz=-321703661.18, remainder_fraction=100.0000%, Lmin=-252533955.68, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=40, ncalls=443, regioncalls=1720, ndraw=40, logz=-108944085.36, remainder_fraction=100.0000%, Lmin=-101673439.23, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=70, ncalls=480, regioncalls=3200, ndraw=40, logz=-8417052.73, remainder_fraction=100.0000%, Lmin=-8200789.53, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=80, ncalls=492, regioncalls=3680, ndraw=40, logz=-4359174.70, remainder_fraction=100.0000%, Lmin=-4173038.23, Lmax=-31.21
08:17:08 [ultranest] [DEBUG] iteration=90, ncalls=504, regioncalls=4160, ndraw=40, logz=-1885859.81, remainder_fraction=100.0000%, Lmin=-1833874.13, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=118, ncalls=537, regioncalls=5480, ndraw=40, logz=-283265.75, remainder_fraction=100.0000%, Lmin=-268538.99, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=120, ncalls=539, regioncalls=5560, ndraw=40, logz=-250534.29, remainder_fraction=100.0000%, Lmin=-239676.07, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=149, ncalls=575, regioncalls=7000, ndraw=40, logz=-38559.80, remainder_fraction=100.0000%, Lmin=-34956.53, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=160, ncalls=589, regioncalls=7560, ndraw=40, logz=-20795.07, remainder_fraction=100.0000%, Lmin=-19339.41, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=180, ncalls=614, regioncalls=8560, ndraw=40, logz=-11279.04, remainder_fraction=100.0000%, Lmin=-10261.02, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=200, ncalls=646, regioncalls=9840, ndraw=40, logz=-4738.64, remainder_fraction=100.0000%, Lmin=-4582.90, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=227, ncalls=681, regioncalls=11240, ndraw=40, logz=-1139.50, remainder_fraction=100.0000%, Lmin=-1129.14, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=240, ncalls=700, regioncalls=12000, ndraw=40, logz=-757.11, remainder_fraction=100.0000%, Lmin=-718.00, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=269, ncalls=738, regioncalls=13520, ndraw=40, logz=-228.41, remainder_fraction=100.0000%, Lmin=-212.45, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=270, ncalls=740, regioncalls=13600, ndraw=40, logz=-219.12, remainder_fraction=100.0000%, Lmin=-210.33, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] iteration=280, ncalls=751, regioncalls=14040, ndraw=40, logz=-183.76, remainder_fraction=100.0000%, Lmin=-174.58, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] iteration=299, ncalls=773, regioncalls=14920, ndraw=40, logz=-157.20, remainder_fraction=100.0000%, Lmin=-151.23, Lmax=-31.21
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
08:17:09 [ultranest] [DEBUG] Plateau detected at L=-1.512325e+02, not replacing live point.
