src1.lognorm src2.lognorm src1.logkT src1.lognH
-2.641860572198702961e+00 -2.482003395195853557e+00 2.842101783635664347e-01 2.152587699267818522e+01
-2.664342139867726722e+00 -2.342215645006425540e+00 2.622548810519549356e-01 2.142862861402755570e+01
-2.806446630980417467e+00 -2.560558521051019554e+00 3.385466701579171733e-01 2.133980623550424838e+01
-2.891352037028883437e+00 -2.596361879441229981e+00 3.469359756663412675e-01 2.025672844441595188e+01
-2.997314825391717008e+00 -2.703041468361286448e+00 4.036212006095967197e-01 1.942848726860977138e+01
-2.896499420542560266e+00 -2.646344420189113755e+00 3.952128073858962587e-01 1.946080821123988258e+01
-2.803999966856443926e+00 -2.589901803683559933e+00 3.286812661979965355e-01 2.008185689216851699e+01
-2.842988410454523773e+00 -2.589675237011322295e+00 3.633303541611758725e-01 1.923548887745970859e+01
-2.842988410454523773e+00 -2.589675237011322295e+00 3.633303541611758725e-01 1.923548887745970859e+01
-2.595960516557791031e+00 -2.343812947012176906e+00 2.523449451154142764e-01 2.176463564905689552e+01
-2.593138863455342502e+00 -2.423013808009782721e+00 2.825463568919248658e-01 2.173694199619211176e+01
-2.999909554176877435e+00 -2.696787434548132190e+00 4.037843731076606879e-01 2.047708151538948229e+01
-2.772565803363089110e+00 -2.598440858222891947e+00 3.231165815865764124e-01 2.009769536960368086e+01
-2.603837231399631413e+00 -2.329241024856318454e+00 2.721372878468093504e-01 2.083464136377706311e+01
-2.223024469467970832e+00 -2.066366311984341841e+00 1.661471513948096224e-01 2.210836427690870565e+01
-2.652863950902386136e+00 -2.548409261206177945e+00 3.236114868246970921e-01 1.927209443919527132e+01
-2.514858316646845005e+00 -2.329035762881075833e+00 2.344332557118269378e-01 2.183098006062108709e+01
-2.840840177024995583e+00 -2.595271527342372764e+00 3.555828848156799005e-01 2.111346447432693196e+01
-2.781395066944175376e+00 -2.528465991051534800e+00 3.322229834538985571e-01 2.037001985619366806e+01
-2.644082022361873285e+00 -2.524554289182654010e+00 3.067835324483492165e-01 2.100123790009179459e+01
-2.655301616105868234e+00 -2.438830186404096878e+00 2.846301028705164882e-01 2.123506842901339553e+01
-2.550485913042293440e+00 -2.374395959760093433e+00 2.655811057556132226e-01 2.194337739822405808e+01
-2.957590258328158583e+00 -2.698164675206729868e+00 3.841993119813946755e-01 1.953752603370417518e+01
-2.464791479519458761e+00 -2.269653113796813670e+00 2.177625787356172182e-01 2.152351327567713923e+01
-2.580396278222754525e+00 -2.454559224496401626e+00 2.771845177798244464e-01 2.148695900818508875e+01
-2.842988410454523773e+00 -2.589675237011322295e+00 3.633303541611758725e-01 1.923548887745970859e+01
-2.658266345737267500e+00 -2.412125324164079210e+00 2.787427883222686198e-01 1.972124316429263047e+01
-2.769425906239570523e+00 -2.608126600113171989e+00 3.461262529705684265e-01 2.031660400957653678e+01
-2.818085587564871375e+00 -2.526160966727159618e+00 3.403299796560186330e-01 2.104739885298765500e+01
-2.835854100055351878e+00 -2.641578202390590491e+00 3.766794435533418195e-01 1.975580125713176116e+01
-2.552645940299059113e+00 -2.217562828580378564e+00 2.208969179594504340e-01 2.160023120896379112e+01
-2.726832772469599320e+00 -2.501938648515702468e+00 3.264570280894942833e-01 2.168013662772677108e+01
-2.666145101171839116e+00 -2.427588989336035397e+00 2.665162120606305862e-01 2.107732790195727546e+01
-2.658284283473034471e+00 -2.411795908485714790e+00 2.744716161822347011e-01 2.149659787562988811e+01
-2.731554834763437078e+00 -2.504391624970756958e+00 3.183904744461849567e-01 2.107914785642683242e+01
-2.909520566923493590e+00 -2.661546647258093756e+00 4.057307849423370527e-01 1.995440416800765249e+01
-2.797352287865076725e+00 -2.568293724950395429e+00 3.669622641884942027e-01 2.035883051292164581e+01
-2.707076409325635424e+00 -2.504944384122869572e+00 3.429710129301817290e-01 2.176872518384116262e+01
-2.555803669638499365e+00 -2.339226436344532978e+00 2.468990814123208644e-01 2.190667559225325434e+01
-2.862800370418943530e+00 -2.653524038728543033e+00 3.522892591678981056e-01 2.007384954788224007e+01
-2.358198939135426109e+00 -2.233395269777617820e+00 1.981303276566981353e-01 2.187107940651402060e+01
-2.703853972781359971e+00 -2.538954957387865363e+00 3.420537927650548760e-01 2.128347926158425096e+01
-2.953792235257230558e+00 -2.667900155902223958e+00 3.865912172479006870e-01 2.115847815505313889e+01
-2.475680334051660658e+00 -2.310464721565389290e+00 2.366513190707451031e-01 2.191708662441075717e+01
-2.457473021925778767e+00 -2.226091522936005873e+00 2.212889680398357761e-01 2.188297226784318639e+01
-2.725989740980676146e+00 -2.522644953469516338e+00 3.138849244744155165e-01 2.129947500505577196e+01
-2.818378651707789118e+00 -2.640439567893293038e+00 3.797728401559457012e-01 2.099664785169958492e+01
-2.766430606490716038e+00 -2.511860714389751337e+00 3.291702966452700885e-01 1.933643715421309750e+01
-3.080102869459715009e+00 -2.777008942583296225e+00 4.406652674984852247e-01 2.015932073688495763e+01
-2.965200294412866810e+00 -2.786767181021676976e+00 4.378795941748796494e-01 1.934690009082823892e+01
-2.707883915471450464e+00 -2.553784624617095211e+00 3.156829796891753581e-01 2.140302955660356687e+01
-2.644791318605942188e+00 -2.454652209131308105e+00 2.591296295604070821e-01 2.104843789434617918e+01
-2.982198622530487064e+00 -2.789186597103757492e+00 4.493394178493579361e-01 1.955218653422756958e+01
-2.766430606490716038e+00 -2.511860714389751337e+00 3.291702966452700885e-01 1.933643715421309750e+01
-2.806611318879404848e+00 -2.596208299732209568e+00 3.544148967920084381e-01 2.042474015163391954e+01
-2.492766535021750940e+00 -2.253664034503498392e+00 2.161145964146995446e-01 2.170036263127407494e+01
-3.024136198388720942e+00 -2.756831241652406561e+00 4.610971351232535653e-01 2.106801546631868760e+01
-2.701018684134038672e+00 -2.489859324234598326e+00 3.041782672966459877e-01 1.902448649012517379e+01
-2.296651826126590024e+00 -2.111398974750592572e+00 1.637013625944518935e-01 2.200477024780546742e+01
-2.555854188707511021e+00 -2.347398808026950334e+00 2.375660489106716788e-01 2.147546653001575834e+01
-2.751875479936270352e+00 -2.446394755731912340e+00 3.117317026350301390e-01 2.044882153319153772e+01
-2.948457264826863877e+00 -2.697345503454528171e+00 3.989926630997224777e-01 2.119540051164912242e+01
-2.514340343819348789e+00 -2.383493449982300838e+00 2.691716572410465247e-01 2.163403019289874507e+01
-2.588411902568816814e+00 -2.304669018281553683e+00 2.479296894188696143e-01 2.183357946461214283e+01
-2.335532868755601399e+00 -1.966583046588626260e+00 1.506295603961436136e-01 2.215477889128372979e+01
-2.657435081260940635e+00 -2.467408216455845960e+00 3.064841638212123520e-01 1.974070820662304016e+01
-2.760938447105296234e+00 -2.548007161477562121e+00 3.482190611267865776e-01 2.180722974289026084e+01
-2.864551656263946811e+00 -2.686175838012218264e+00 3.864437051487952246e-01 2.037903642648549152e+01
-2.704539309501192257e+00 -2.458809748872646139e+00 3.074105518642498147e-01 2.161274701522145847e+01
