weight logl src1.lognorm src2.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -5.916222956553624570e+07 1.556589862493890308e+00 1.834832143519541603e+00 -2.901976377276014318e-01 2.060490955006720171e+01
0.000000000000000000e+00 -3.864039922517104447e+07 -5.127700823847735734e+00 1.805648561626638227e+00 -1.217335033134292477e-02 1.911893413219212690e+01
0.000000000000000000e+00 -2.710640368541808799e+07 1.955309805902993858e+00 -8.801483856910898851e-01 5.584129977964955582e-01 2.034941821645536564e+01
0.000000000000000000e+00 -2.612037946198387071e+07 -4.538746777888546191e+00 1.894469437135793299e+00 9.260843709547497138e-01 1.903091156537290018e+01
0.000000000000000000e+00 -2.589722766641433164e+07 -2.650284333991132613e+00 1.805925685125561841e+00 1.605509108196692125e-01 2.035463601280421386e+01
0.000000000000000000e+00 -2.556930161682496965e+07 1.966755804544948916e+00 -6.452896392129437331e+00 6.041052894935627915e-01 2.103740286402541315e+01
0.000000000000000000e+00 -2.429261690891294181e+07 1.894122429793252849e+00 -2.751403955920219246e+00 6.978002133491278958e-01 1.948769752072415429e+01
0.000000000000000000e+00 -2.348215932524356619e+07 1.919946960672575642e+00 4.259133457241439658e-01 1.327531738841455144e+00 2.053179932194414903e+01
0.000000000000000000e+00 -1.898840157823628560e+07 1.578085184055311174e+00 -6.308520241507046045e+00 -1.831555740312871272e-01 2.021782503779909135e+01
0.000000000000000000e+00 -1.720282267337227985e+07 1.583346162141067381e+00 -6.316750589259593873e+00 -3.027455493607933423e-01 2.017777207669292849e+01
0.000000000000000000e+00 -1.697087712679082528e+07 1.740761730152485143e+00 -4.141486051343658659e+00 9.231044976646465283e-01 1.941520797023783373e+01
0.000000000000000000e+00 -1.553423290164845996e+07 1.821467447564863562e+00 -6.554092384031626750e+00 -1.920803695186810156e-01 2.162004862424143070e+01
0.000000000000000000e+00 -1.457506199055194482e+07 -1.435002888772114460e+00 1.404550465309482021e+00 -5.123882474173779844e-02 2.076865036939942755e+01
0.000000000000000000e+00 -1.381818194030732848e+07 1.473942709087545211e+00 -3.409807016229775556e-01 -1.976054159892326467e-03 2.030807980481048958e+01
0.000000000000000000e+00 -1.351666996740400419e+07 1.646291050690088298e+00 -5.086880381173770616e+00 5.230197939696819009e-01 1.957957957425136186e+01
0.000000000000000000e+00 -1.323259793209138513e+07 1.645315041354791674e+00 -3.107083194116411207e+00 1.089354508305232283e+00 1.976621192307305819e+01
0.000000000000000000e+00 -1.313060304877469689e+07 1.679768122599869073e+00 -2.610098985495218571e+00 -4.886896605552443207e-01 2.060456802025858991e+01
0.000000000000000000e+00 -1.311152318080076762e+07 -1.889481901456704804e+00 1.548261843187001219e+00 2.619354946124723416e-01 1.965856082975774655e+01
0.000000000000000000e+00 -1.109893151474677958e+07 1.570253033685679256e+00 -1.965258176735697582e+00 3.338327647806054177e-01 2.043106817848181578e+01
0.000000000000000000e+00 -8.393428438443114981e+06 -4.110516057852922955e+00 1.499490378984019046e+00 2.073117978385821125e-01 2.143213770352671332e+01
0.000000000000000000e+00 -7.617966272163461894e+06 -1.511754479760966774e+00 1.988685865645370754e+00 -1.981736457882087299e-01 2.210377514337547922e+01
0.000000000000000000e+00 -7.447314123781131580e+06 1.393630209142587617e+00 -1.534398334333649139e+00 1.086228578980171555e+00 1.942387480626682361e+01
0.000000000000000000e+00 -7.413262947383646853e+06 -1.113175392753766424e+00 1.010808231990964146e+00 -2.424964948956214172e-01 1.997258566743964181e+01
0.000000000000000000e+00 -7.264054945164133795e+06 -7.668187775272157225e-01 1.467316017505055470e+00 1.336285643285451741e+00 2.117187846813389029e+01
0.000000000000000000e+00 -6.154012861350910738e+06 -2.687811335745848851e-01 1.993313536768139826e+00 5.477242267848971835e-01 2.254275061742281494e+01
0.000000000000000000e+00 -6.046915355746077374e+06 -4.316235017729253443e+00 1.514895984567008469e+00 9.619727907315767101e-01 2.180890944171987300e+01
0.000000000000000000e+00 -5.406006227536733262e+06 -6.050185700540737344e+00 1.229939095015248895e+00 1.091275956106627643e+00 1.955576818785455373e+01
0.000000000000000000e+00 -5.170187706934883259e+06 1.408263500117516998e+00 -5.058442591921840759e+00 1.030574269882542193e+00 2.180238786128547801e+01
0.000000000000000000e+00 -5.083298976545271464e+06 -5.084848110055180115e-01 1.208972475536889135e+00 -4.672324618645791183e-01 2.127833655017004233e+01
0.000000000000000000e+00 -4.960461567740249448e+06 -1.979753514371505929e+00 1.904480735434811223e+00 2.519380366710217700e-01 2.238661513816390425e+01
0.000000000000000000e+00 -4.414496971486274153e+06 1.089104709786308689e+00 -2.266150221250940788e+00 1.148114764272547550e-01 2.070667541725459060e+01
0.000000000000000000e+00 -3.816789327072132379e+06 1.097618385319153234e+00 -1.838299621224749103e+00 1.012913828740833022e+00 1.945689018814515947e+01
0.000000000000000000e+00 -3.806544447178840637e+06 1.729464514887183668e+00 8.413334912293901624e-01 -6.854113921886670902e-01 2.139649474108994198e+01
0.000000000000000000e+00 -3.758560096927545033e+06 -3.955618683074720643e+00 1.147788064627560445e+00 1.451271923151321364e+00 2.053186844934566579e+01
0.000000000000000000e+00 -3.669118124035864137e+06 -2.824948705957997852e+00 1.211041493951677595e+00 1.088115434408032378e+00 2.151349959015391278e+01
0.000000000000000000e+00 -3.579550351745899767e+06 8.960585545240675742e-01 -2.606965420812656475e+00 -8.773950365120775086e-02 2.081236492233053426e+01
0.000000000000000000e+00 -2.943421834900096525e+06 9.838898373222626503e-01 -5.573661613457288944e+00 3.315847955292221538e-01 1.995457700656017508e+01
0.000000000000000000e+00 -2.898921934393554460e+06 1.310191255442379799e+00 -7.115463424581131235e+00 6.742325534163007283e-01 2.212727102040603455e+01
0.000000000000000000e+00 -2.652920375037813559e+06 1.813113673769496614e+00 1.599758995091690394e+00 2.062042585667931416e-01 2.276481587956286390e+01
0.000000000000000000e+00 -2.623416307070482988e+06 -6.589503720746503035e+00 5.928438181718433952e-01 -2.887838964969836608e-01 2.034368853961398216e+01
0.000000000000000000e+00 -2.516839216973873321e+06 -2.452337098178240637e+00 8.871152434046010171e-01 7.936386089350264683e-01 2.047233427719117316e+01
0.000000000000000000e+00 -2.376823080374856945e+06 1.709792196285739863e+00 -2.210809013115001775e+00 7.002018191404391079e-01 2.295830076092212835e+01
0.000000000000000000e+00 -2.030793282558265142e+06 1.505593409153433981e+00 -3.322803998740271325e-01 4.943384826498891105e-01 2.259847935593886703e+01
0.000000000000000000e+00 -1.942126641096466221e+06 2.890297650715876188e-01 3.259500648857773797e-01 -4.170301600816953558e-01 1.995912010924624269e+01
0.000000000000000000e+00 -1.926264414326741360e+06 -7.615060939458396128e+00 7.726277226799957987e-01 1.014608012279496929e+00 1.949913428219428013e+01
0.000000000000000000e+00 -1.704659805272250203e+06 7.498164008054928331e-01 -6.876761618270548659e+00 8.405165466202961788e-01 2.039553508075941934e+01
0.000000000000000000e+00 -1.526403958834845573e+06 3.664956850327936166e-01 -2.667317203074528464e-01 -6.600919013431683080e-02 1.926854113345883235e+01
0.000000000000000000e+00 -1.436109963061410468e+06 1.315681354973152750e+00 -6.853433530663914475e+00 1.018462468617668204e+00 2.282429344599561816e+01
