"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-5.292734142281470433e+00,2.774844440850262051e-01,-5.295292493752740803e+00,-5.598940988828227994e+00,-5.018654914102277154e+00,1.918513409462804686e+00,5.919259382611715692e-01,1.876225890413071085e+00,1.298946639719727125e+00,2.519223482406924397e+00,2.152318831226158125e+01,6.743413988396571579e-01,2.175243036272158292e+01,2.099662091690244026e+01,2.201786308482149224e+01
