src1.lognorm src2.lognorm pl1.PhoIndex src1.lognH
-3.691752336477060581e+00 -3.516013824551607492e+00 2.414243773628486522e+00 2.147187253180307920e+01
-3.576892015198397168e+00 -3.486194359425351053e+00 2.489705387368498890e+00 2.169631131385672163e+01
-3.675230847928538047e+00 -3.449120185618420820e+00 2.537871424534193565e+00 2.157462435306358373e+01
-3.653529521501397426e+00 -3.490556795474590857e+00 2.542185400145430485e+00 2.149044440783223564e+01
-3.625528838958324229e+00 -3.408561298390183403e+00 2.607758187668378191e+00 2.163935017040583375e+01
-3.765558101116323719e+00 -3.564957745181983384e+00 2.454937616805342948e+00 2.150732974500972006e+01
-3.498925261343470261e+00 -3.277835358548928824e+00 2.872599446458363737e+00 2.174154443442377271e+01
-3.631292193807019508e+00 -3.398553453476043984e+00 2.436716765229884452e+00 2.167076138998854162e+01
-3.814926078632860040e+00 -3.582583762608445355e+00 2.248710671774397873e+00 2.142071893449005415e+01
-3.715514527826691449e+00 -3.532411705881089325e+00 2.336005101474241563e+00 2.153057932979075773e+01
-3.635911336637111191e+00 -3.449516464064815935e+00 2.609390328252969127e+00 2.164087910613287136e+01
-3.839052905484357403e+00 -3.642854301342627998e+00 1.965289797862102894e+00 2.136515615847241989e+01
-3.707738190510934118e+00 -3.435981003203162132e+00 2.589375103318114490e+00 2.158162951293614640e+01
-3.637217773567403611e+00 -3.351129473491457844e+00 2.834227200369928923e+00 2.165920860594350472e+01
-3.725348354514224525e+00 -3.546833405139037332e+00 2.302973139816591797e+00 2.142484882091157061e+01
-3.637838088459042218e+00 -3.449878952893975281e+00 2.539721206835002576e+00 2.164820463935421913e+01
-3.603394920936782597e+00 -3.487703383389486156e+00 2.744366790957109892e+00 2.163181828941517537e+01
-3.588651396188716980e+00 -3.346689189816069998e+00 2.713119239634699476e+00 2.166468785859332513e+01
-3.681087437262014816e+00 -3.416149159333808250e+00 2.706278606593754077e+00 2.161460237447137800e+01
-3.696381883182469963e+00 -3.609309246984905961e+00 2.440848221654402295e+00 2.150307974074721784e+01
-3.674016775184036909e+00 -3.431813956204244676e+00 2.368748778194895266e+00 2.166740471870041418e+01
-3.682874370562829291e+00 -3.398647492442588458e+00 2.718751081407734915e+00 2.164034597494567080e+01
-3.471031522268239300e+00 -3.237793737570545005e+00 3.000736913273431838e+00 2.179232587471865656e+01
-3.625898275435777585e+00 -3.478547293290175091e+00 2.372903352736249083e+00 2.161607357938084917e+01
-3.794024691870892418e+00 -3.557003722006715662e+00 2.275593611935603278e+00 2.153214591428122304e+01
-3.658409060425263704e+00 -3.412617703453613593e+00 2.604252107250645487e+00 2.160554571593094053e+01
-3.559436715526403283e+00 -3.355506546575439231e+00 2.655424324542294379e+00 2.173668440168892602e+01
-3.621151490617627644e+00 -3.423987582663899687e+00 2.731553617724888028e+00 2.161759476883045750e+01
-3.617678611168552827e+00 -3.414251544393535731e+00 2.754935761400297167e+00 2.165810470467956961e+01
-3.721072862048360186e+00 -3.575275938296433864e+00 2.196531314792772527e+00 2.146537958922433376e+01
-3.575774726103517764e+00 -3.443189325608366325e+00 2.621726890615175165e+00 2.166449625215170727e+01
-3.747267234175231110e+00 -3.522368938622129519e+00 2.208737238178397178e+00 2.154977444012648036e+01
-3.688854117731134252e+00 -3.467713045041145747e+00 2.651726400082749180e+00 2.157796055670085167e+01
-3.667833151461913133e+00 -3.588479120717298798e+00 2.402902766175969873e+00 2.152496730711999362e+01
-3.782599319392504711e+00 -3.513632905974396259e+00 2.332952520172667299e+00 2.152300381424430142e+01
-3.701328826450177800e+00 -3.463307369258904700e+00 2.504127429158547358e+00 2.157608182970948008e+01
-3.559288732936474631e+00 -3.418727927599357841e+00 2.625316966227702054e+00 2.168353067716155991e+01
-3.687748516499651963e+00 -3.416732067091921898e+00 2.711277174671059775e+00 2.163065461725673089e+01
-3.793493647404007518e+00 -3.552383567342737081e+00 2.240415961125443722e+00 2.149940164293148115e+01
-3.693975876385009904e+00 -3.547802645013829803e+00 2.334980926099209597e+00 2.153317992510590173e+01
-3.694922443300505677e+00 -3.496401932752727149e+00 2.431179346980899325e+00 2.160939884971539726e+01
-3.748349781895410793e+00 -3.558607913122451727e+00 2.403030009638159825e+00 2.155563573466351812e+01
-3.718586419031550960e+00 -3.549208819391381553e+00 2.388939420917758127e+00 2.150852439548159012e+01
-3.642077174611967116e+00 -3.471960527338205260e+00 2.535022192366137794e+00 2.158479608087642987e+01
-3.713752286937083369e+00 -3.533150106120866774e+00 2.384252656245298141e+00 2.156616938560175356e+01
-3.731047429390571324e+00 -3.512254946126614819e+00 2.429211264988444086e+00 2.152408226311398920e+01
-3.798679269383489654e+00 -3.545890451884062600e+00 2.171943253500712601e+00 2.157347154694559777e+01
-3.576065980008288570e+00 -3.439886449485768161e+00 2.639989924818761047e+00 2.168084831431609771e+01
-3.663106072636318267e+00 -3.509063974865085811e+00 2.497456964180653216e+00 2.151755966088424188e+01
-3.632417727908791250e+00 -3.424985164027808615e+00 2.437125178168001227e+00 2.164290087970197618e+01
-3.627737243264477662e+00 -3.388553966391451233e+00 2.734724278684743659e+00 2.166835495172361092e+01
-3.530890384698690987e+00 -3.332146183185750843e+00 2.944637582958822719e+00 2.165327530336421091e+01
-3.616410891755906576e+00 -3.362908219782365649e+00 2.827398333093228189e+00 2.167445361836901796e+01
-3.458949635331567407e+00 -3.279541366765611698e+00 3.039327834653717808e+00 2.177873779479216765e+01
-3.634306717732618708e+00 -3.466402527594063088e+00 2.680523041371530191e+00 2.160344221369054196e+01
-3.607597988586570992e+00 -3.372553223904344755e+00 2.645323027681450334e+00 2.167066582530014429e+01
-3.625323485549288627e+00 -3.548026600231842131e+00 2.395860023425540497e+00 2.149853869425759356e+01
-3.685047143722236740e+00 -3.480065301331510597e+00 2.588623796962281176e+00 2.162115596861174893e+01
-3.545839481302389018e+00 -3.319885885423840222e+00 2.855297479950083428e+00 2.173379244720908332e+01
-3.658709597959823867e+00 -3.474198813206061942e+00 2.512681579401201404e+00 2.159384184826633657e+01
-3.661180557858934037e+00 -3.500761797576781298e+00 2.653489983785800810e+00 2.150329874089264592e+01
-3.808571024466266941e+00 -3.581832732501627703e+00 2.188362312008940158e+00 2.149619792438992150e+01
-3.639708378124467458e+00 -3.491461120690695807e+00 2.504363645344064082e+00 2.158746462598646687e+01
-3.648275701606075394e+00 -3.544076702695620362e+00 2.325326866098795797e+00 2.156708691804399791e+01
-3.585943398907166291e+00 -3.405986154628897644e+00 2.638438517865450805e+00 2.163624307995005225e+01
-3.539474971208452558e+00 -3.304264857529821242e+00 2.851100578549253584e+00 2.176521343076089465e+01
-3.685047143722236740e+00 -3.480065301331510597e+00 2.588623796962281176e+00 2.162115596861174893e+01
-3.880106316925497012e+00 -3.642636957899094696e+00 2.068906560978614806e+00 2.142291772783965342e+01
-3.712240171481762552e+00 -3.443151697017568402e+00 2.721315942286842038e+00 2.161851096815895090e+01
-3.667160654597019231e+00 -3.446497862670339529e+00 2.551785758774062884e+00 2.163988132686117183e+01
-3.640754148585223504e+00 -3.514360584023375367e+00 2.554514525875577924e+00 2.147363486472321981e+01
-3.687957303349458371e+00 -3.521177961250851141e+00 2.519354298300105377e+00 2.151815569970146669e+01
-3.572477909566412535e+00 -3.449860293435930814e+00 2.649329827810428029e+00 2.164798488482096417e+01
-3.659632776459625703e+00 -3.460848081942517140e+00 2.559534210342659044e+00 2.164416934273351956e+01
-3.645822345150552479e+00 -3.498689117311645447e+00 2.393616379661442473e+00 2.161261285622151007e+01
-3.620180391031766476e+00 -3.385148446422174828e+00 2.821315867089008833e+00 2.166955928425158717e+01
-3.511436212441553018e+00 -3.341902478229238582e+00 2.987983773512006280e+00 2.177953019548728264e+01
-3.735297416763669887e+00 -3.531682185038828692e+00 2.389034069416276829e+00 2.148556796596343332e+01
-3.365154105184968714e+00 -3.148059659121592802e+00 3.294076580931940335e+00 2.189688644050191613e+01
-3.555854156817120248e+00 -3.362997267329578044e+00 2.766277450102344382e+00 2.168617376608447245e+01
-3.465233875596886115e+00 -3.229616732550841363e+00 3.043442561050131445e+00 2.178482186107132534e+01
-3.768120737202233173e+00 -3.625806083031872795e+00 2.238042546028962576e+00 2.144341551786505917e+01
-3.805408572050816396e+00 -3.618164095903440014e+00 2.105110960467778014e+00 2.139001552977608256e+01
-3.796038498688027119e+00 -3.602054720079192585e+00 2.132379738171790606e+00 2.140737187359563976e+01
-3.626018200647473932e+00 -3.466046480656297391e+00 2.628803183545572075e+00 2.162112309146863964e+01
-3.653667363899647746e+00 -3.431768826706827369e+00 2.725239854928812377e+00 2.160731888122716171e+01
-3.666009993750474649e+00 -3.457145388148060050e+00 2.411328760241293168e+00 2.158816740424958169e+01
-3.753051482037971454e+00 -3.515966200889408810e+00 2.227064375989582956e+00 2.151851423061960844e+01
-3.632331958730353527e+00 -3.404630439569285016e+00 2.451593725001679935e+00 2.170449568155111209e+01
-3.631291906366340250e+00 -3.440495778275451499e+00 2.443112720220186773e+00 2.158259732155268651e+01
-3.722617394253210144e+00 -3.483683959114650008e+00 2.467491030695009080e+00 2.151335868822227937e+01
-3.760370141001597055e+00 -3.578529990707069786e+00 2.257206306436040144e+00 2.146022079343313038e+01
-3.580758617772651142e+00 -3.408542659163632749e+00 2.678856775379012234e+00 2.161931028854881021e+01
-3.635880701165263851e+00 -3.380213470219343819e+00 2.751130074786607871e+00 2.168734151185323711e+01
-3.545921776421359084e+00 -3.410961939961060452e+00 2.794788910086577260e+00 2.166390916695825553e+01
-3.526341029470176913e+00 -3.331748187582252108e+00 2.888001476027513448e+00 2.172881219421321930e+01
-3.763037738696869638e+00 -3.527036369400907923e+00 2.543677250413071356e+00 2.154317566137959616e+01
-3.578625137144936019e+00 -3.347589362564909798e+00 2.816016185040934872e+00 2.171800643613307713e+01
-3.634169561750836941e+00 -3.413975230156452767e+00 2.633231018812535851e+00 2.162242434353219522e+01
-3.745204724825853759e+00 -3.496674924396351081e+00 2.507753583150415189e+00 2.151426027349573644e+01
-3.483347609955263380e+00 -3.295134602525031653e+00 2.883240207640728414e+00 2.177519463660931009e+01
-3.810949864035611867e+00 -3.515923659373703991e+00 2.276231262979623970e+00 2.136185350552493034e+01
-3.818259489687783947e+00 -3.631238049567303783e+00 2.030572706260950433e+00 2.135506147470625393e+01
-3.704020303499337530e+00 -3.484171758268743702e+00 2.586744189151900741e+00 2.158057306812430554e+01
