"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-5.648411230376143344e+00,1.298866801230715295e-01,-5.656716715015789987e+00,-5.764041326956496292e+00,-5.534893595730217442e+00,1.280459838270369355e+00,2.917734729140554761e-01,1.264925754700958471e+00,9.965226431927658446e-01,1.574330736544212961e+00,2.033041765518050781e+01,7.802491024363658045e-01,2.034357079524477285e+01,1.941442451626838306e+01,2.123286094969466831e+01
