10:02:36 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=True, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ124235.1+323340/mekal_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
10:02:36 [ultranest] [INFO] Sampling 400 live points from prior ...
10:02:37 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
10:02:37 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
10:02:37 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
10:02:37 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-1155974338.30, Lmax=-10.43
10:02:37 [ultranest] [DEBUG] iteration=25, ncalls=426, regioncalls=1040, ndraw=40, logz=-25973664.31, remainder_fraction=100.0000%, Lmin=-22198773.45, Lmax=-10.43
10:02:37 [ultranest] [DEBUG] iteration=40, ncalls=441, regioncalls=1640, ndraw=40, logz=-8141926.03, remainder_fraction=100.0000%, Lmin=-7308861.12, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=64, ncalls=466, regioncalls=2640, ndraw=40, logz=-1599511.99, remainder_fraction=100.0000%, Lmin=-1587100.25, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=80, ncalls=486, regioncalls=3440, ndraw=40, logz=-368623.48, remainder_fraction=100.0000%, Lmin=-341789.79, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=90, ncalls=498, regioncalls=3920, ndraw=40, logz=-146054.30, remainder_fraction=100.0000%, Lmin=-134759.47, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=112, ncalls=522, regioncalls=4880, ndraw=40, logz=-46997.10, remainder_fraction=100.0000%, Lmin=-42149.55, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=120, ncalls=530, regioncalls=5200, ndraw=40, logz=-24924.13, remainder_fraction=100.0000%, Lmin=-23661.94, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=147, ncalls=558, regioncalls=6320, ndraw=40, logz=-8325.69, remainder_fraction=100.0000%, Lmin=-7798.89, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=160, ncalls=572, regioncalls=6880, ndraw=40, logz=-3599.97, remainder_fraction=100.0000%, Lmin=-3475.49, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=180, ncalls=595, regioncalls=7800, ndraw=40, logz=-1547.96, remainder_fraction=100.0000%, Lmin=-1471.87, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=200, ncalls=619, regioncalls=8760, ndraw=40, logz=-792.88, remainder_fraction=100.0000%, Lmin=-731.32, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=225, ncalls=646, regioncalls=9840, ndraw=40, logz=-283.93, remainder_fraction=100.0000%, Lmin=-252.69, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=240, ncalls=663, regioncalls=10520, ndraw=40, logz=-159.21, remainder_fraction=100.0000%, Lmin=-149.46, Lmax=-10.43
10:02:38 [ultranest] [DEBUG] iteration=264, ncalls=692, regioncalls=11680, ndraw=40, logz=-87.25, remainder_fraction=100.0000%, Lmin=-80.61, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=280, ncalls=716, regioncalls=12640, ndraw=40, logz=-83.44, remainder_fraction=100.0000%, Lmin=-79.21, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=301, ncalls=744, regioncalls=13760, ndraw=40, logz=-82.41, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=320, ncalls=773, regioncalls=14920, ndraw=40, logz=-81.96, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=339, ncalls=807, regioncalls=16280, ndraw=40, logz=-81.67, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=344, ncalls=815, regioncalls=16600, ndraw=40, logz=-81.61, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=347, ncalls=819, regioncalls=16760, ndraw=40, logz=-81.57, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=349, ncalls=823, regioncalls=16920, ndraw=40, logz=-81.55, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:39 [ultranest] [DEBUG] iteration=353, ncalls=827, regioncalls=17080, ndraw=40, logz=-81.50, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:40 [ultranest] [DEBUG] iteration=356, ncalls=831, regioncalls=17240, ndraw=40, logz=-81.47, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:40 [ultranest] [DEBUG] iteration=359, ncalls=835, regioncalls=17400, ndraw=40, logz=-81.44, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:40 [ultranest] [DEBUG] iteration=360, ncalls=836, regioncalls=17440, ndraw=40, logz=-81.43, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:40 [ultranest] [DEBUG] iteration=363, ncalls=840, regioncalls=17600, ndraw=40, logz=-81.40, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] Plateau detected at L=-7.916526e+01, not replacing live point.
10:02:40 [ultranest] [DEBUG] iteration=450, ncalls=841, regioncalls=17640, ndraw=40, logz=-80.80, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:40 [ultranest] [DEBUG] iteration=452, ncalls=847, regioncalls=17880, ndraw=40, logz=-80.79, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=454, ncalls=851, regioncalls=18040, ndraw=40, logz=-80.78, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=457, ncalls=855, regioncalls=18200, ndraw=40, logz=-80.77, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=459, ncalls=861, regioncalls=18440, ndraw=40, logz=-80.76, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=461, ncalls=867, regioncalls=18680, ndraw=40, logz=-80.75, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=464, ncalls=871, regioncalls=18840, ndraw=40, logz=-80.73, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=466, ncalls=875, regioncalls=19000, ndraw=40, logz=-80.73, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=468, ncalls=882, regioncalls=19280, ndraw=40, logz=-80.72, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:41 [ultranest] [DEBUG] iteration=472, ncalls=887, regioncalls=19480, ndraw=40, logz=-80.70, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=474, ncalls=895, regioncalls=19800, ndraw=40, logz=-80.69, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=476, ncalls=899, regioncalls=19960, ndraw=40, logz=-80.68, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=478, ncalls=903, regioncalls=20120, ndraw=40, logz=-80.67, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=480, ncalls=906, regioncalls=20240, ndraw=40, logz=-80.67, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=482, ncalls=910, regioncalls=20400, ndraw=40, logz=-80.66, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=486, ncalls=915, regioncalls=20600, ndraw=40, logz=-80.64, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=488, ncalls=921, regioncalls=20840, ndraw=40, logz=-80.63, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:42 [ultranest] [DEBUG] iteration=491, ncalls=927, regioncalls=21080, ndraw=40, logz=-80.62, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:43 [ultranest] [DEBUG] iteration=493, ncalls=932, regioncalls=21280, ndraw=40, logz=-80.61, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:43 [ultranest] [DEBUG] iteration=496, ncalls=936, regioncalls=21440, ndraw=40, logz=-80.60, remainder_fraction=100.0000%, Lmin=-79.17, Lmax=-10.43
10:02:43 [ultranest] [DEBUG] iteration=499, ncalls=941, regioncalls=21640, ndraw=40, logz=-80.59, remainder_fraction=100.0000%, Lmin=-79.16, Lmax=-10.43
10:02:43 [ultranest] [DEBUG] iteration=500, ncalls=946, regioncalls=21840, ndraw=40, logz=-80.59, remainder_fraction=100.0000%, Lmin=-79.16, Lmax=-10.43
10:02:43 [ultranest] [DEBUG] iteration=502, ncalls=955, regioncalls=22200, ndraw=40, logz=-80.58, remainder_fraction=100.0000%, Lmin=-79.16, Lmax=-10.43
10:02:43 [ultranest] [DEBUG] iteration=504, ncalls=960, regioncalls=22400, ndraw=40, logz=-80.57, remainder_fraction=100.0000%, Lmin=-79.16, Lmax=-10.43
