FGL,name,l,b,Class,CT,nH_LAB,var_inter,var_intra,nobs,ncounts,fb,pl,pl_l,pl_u,log10Z_pl,mk,mk_l,mk_u,log10Z_mk,nH,nH_l,nH_u,bb,bb_l,bb_u,log10Z_bb
J0737.4+6535,J073733.4+653307,150.62937762119907,29.256508291746112,AGN,2.29504803263252,20.646750683064173,0.976,0.65795743205166,3,1038.63943388943,4.787621595364318e-14,1.9511412269813488,1.8431602943572256,2.0652248936452224,-0.7718030478785424,0.6865769543865411,0.6337642812523248,0.7429616622211187,0.0,19.869950694898534,19.286155970289116,20.39998428784472,-0.27006279807976363,-0.2826460761231217,-0.2584036269512553,-38.44156191258298
J1843.7-3227,J184337.6-322514,2.7699229715539766,-12.642526963895465,AGN,4.84802826864727,20.906289941376183,0.813,0.952610761361432,1,239.08199789428,4.408405935696017e-14,1.3572572190164505,1.2119131943650796,1.5392922511816192,-1.065946107341437,1.201822528852751,1.0139952651059048,1.3865312220484671,0.0,20.23514313850288,19.43537480732372,20.978707928445864,-0.13884011056346157,-0.17158859709687002,-0.10637257074264188,-4.004234232607542
J1502.6+0207,J150234.5+015205,359.7326595584977,49.70211825544476,AGN,39.20964113930835,20.629142540604185,,0.973290906263413,7,937.038373294852,3.7828636868361286e-14,1.3848663518765019,1.1768373188820795,1.6322126602864593,-0.7465227892439024,1.1607103737781754,0.9207898849325127,1.3736972801706744,0.0,20.271904340065394,19.425700159452354,21.073606796797023,-0.17101844813435285,-0.21929215630596352,-0.12282143539656344,-2.3639348465123806
J1256.9+2736,J125730.0+272612,46.18121607584384,88.61811465667537,AGN,5.530042843135754,19.900710639291276,1.0,0.88133468963206,2,521.447044525813,3.5573597396933265e-14,1.6786784096451484,1.5802964621611473,1.7947759446707554,-0.35254406370730557,0.8165409271786281,0.7291871329519406,0.9280522642943358,0.0,19.75129087577132,19.228703243273888,20.35635288940594,-0.20070905607610176,-0.22012422334603696,-0.1801391881667311,-17.603378767682972
J1116.3+1818,J111633.3+181420,230.08642899934307,66.43081174748419,AGN,22.74873618640337,20.15058485263025,,0.63997129421679,1,101.89549144433,3.5176928047611314e-14,1.6195946686053315,1.3558454219482217,2.0056905485263488,-1.009442194199816,0.8557635200993606,0.6355172572516798,1.1863394731374206,0.0,20.457784926729264,19.51646477258377,21.180377921304576,-0.21304289656444156,-0.2600919674854873,-0.16816370776549094,-2.255897936592407
J0639.1-8009,J063912.8-801314,291.9360998806064,-27.220610859939747,AGN,3.683247450300436,21.04843306953875,,0.1284018609489899,1,153.43644799845,3.3725723299426355e-14,1.884544561361432,1.5591378809166787,2.200238007636089,-1.1124566764461286,0.8135687541904851,0.6176343122764336,1.1033133166932272,0.0,21.284894026412974,20.84931836560472,21.49993453354864,-0.16985882040443467,-0.1994648614320158,-0.14042821227134672,-1.548664918649813
J0639.1-8009,J063623.7-801259,291.92761187417386,-27.34010217295168,AGN,17.864310078648646,21.043030839494993,,0.50863652894035,1,125.74532657475,3.2319694534882864e-14,2.4462130445532138,2.103463875680436,2.809080235307028,0.0,0.5804796933211696,0.49714560174413136,0.7005517245618361,-0.2763451178543724,21.55071514205397,21.04285990636423,21.776098882328032,-0.243573258783234,-0.2743691758613922,-0.21193358427867223,-3.6331088137154697
J0639.1-8009,J064013.0-801724,292.0158028765727,-27.180713334205855,AGN,3.577804298654747,21.050134931283328,,0.983399949513113,1,108.5942978535,3.215228122184523e-14,2.0442330110978655,1.6085289575430464,2.5390134920953047,-0.5883158224367925,0.816765232246224,0.511997290263815,1.1812949191215059,0.0,21.86109379382263,21.660650742315617,22.061384831320872,-0.08910973781587139,-0.13952705354947856,-0.039508011281513565,-0.42510660234978453
J1435.4+3338,J143550.3+333338,55.288205372144056,66.6465657454347,AGN,115.58425828568838,19.964949424845567,0.166,0.4941997105253199,1,51.868777535338,3.2002219338197084e-14,2.0979865409046266,1.7304243759167273,2.639529781451561,-0.5653591212356995,0.5835144312631256,0.40058936931431194,0.9078886493408045,0.0,20.043571205041804,19.350486168343448,20.825005789610493,-0.3372302825691569,-0.41567648513154554,-0.26796903548975853,-1.3164539355696216
J1106.4+0859,J110823.6+091239,244.433004507273,59.790593857741385,AGN,97.74390730257696,20.351005248444842,,0.16022587407273,1,70.057018573196,3.0104340874561795e-14,2.0340143225396563,1.7489356448486104,2.3824124911843287,-0.26690802294460714,0.6094914037364185,0.4262452575512348,0.9060176507884755,0.0,19.813664038655148,19.25940523045917,20.48804269712185,-0.4316705911000791,-0.5124750669906857,-0.35187869242293934,-2.999108709039038
J1032.0+5725,J103302.5+572833,152.0276578506114,51.10968327090961,AGN,10.399800756575363,19.78614437243055,0.347,0.9875516246552,3,362.29948520287,2.8804650245571033e-14,2.2219459977840126,1.9866479478562027,2.45913190286889,0.0,0.717146577289564,0.6059562776663276,0.8623487958662792,-0.13288812537644587,21.537196774843395,21.349300982684383,21.67043092603688,-0.24848696101999224,-0.2712058324953566,-0.22463992328539997,-0.8205645992162979
J1032.0+5725,J103224.8+573153,152.03576664140988,51.00894123086944,AGN,53.07881346918325,19.800864627624048,0.843,0.45667533234956,2,176.884652855584,2.8286528423618012e-14,1.3521289734038744,1.1644938808357148,1.6114433078196608,-0.7072755365367753,1.193697318947164,0.9378870283095331,1.3936778145245738,0.0,21.05561578366552,20.10047230087143,21.3763581475437,-0.10781162204979244,-0.13681541177787127,-0.0768267326873997,-3.2660597869776122
J1032.0+5725,J103225.1+572814,152.11337455143897,51.04532959847323,AGN,5.444532040447107,19.796054864736977,,0.47443999399235,1,108.54869521584,2.7549461756059118e-14,2.4891709140875866,1.9056384888432043,3.142864363231088,-0.3820158418372324,0.7198267112477905,0.5252793930037998,0.9986984089866746,0.0,20.72538238913721,19.608870739836412,21.391165760348336,-0.2555603841317198,-0.30585153042233504,-0.20801133388399703,-1.1529021936313977
J1032.0+5725,J103142.0+573015,152.16042686954998,50.9474880203735,AGN,32.884816785118666,19.810591168905624,,0.29353790618027,1,92.287700009871,2.7346551018122016e-14,1.703889641028371,1.4801524347737691,1.9258102273520112,-0.7482865749714712,0.9205657114219185,0.7024369205806577,1.1846684675725243,0.0,19.88754315792955,19.312819930319176,20.635078665126485,-0.20114547415795503,-0.238397316367732,-0.16058533317981638,-3.2070616594906443
J0737.4+6535,J073717.0+653557,150.57417898248073,29.229836725320872,LMXB,2.5366377250950927,20.648823547337777,1.0,0.76683714927492,4,1450.5764552343499,2.6503957139733672e-14,2.4455540477559268,2.348674910917035,2.5432335053164845,0.0,0.49405813528476505,0.45909766391514073,0.5279082425108899,-4.333214907293321,21.52544924520626,21.481088707121653,21.565337787978727,-0.27900725075832006,-0.28905277694882336,-0.27005854166141097,-42.32710570767406
J1619.3-5047,J161945.8-504222,332.90600084469685,-0.37350252555803737,NS,2.8657678844031147,22.285336942149183,,0.29805958669805,1,66.687686603408,2.645709645523857e-14,2.6385798543300014,1.1970946557812707,4.859765405320887,-0.10870191838400306,1.0279581377892373,0.49878818234314126,1.342852134746645,-0.25972594524202824,22.66965969975509,22.208159776074304,23.003773796971455,0.1428815462045614,-0.00010676295640399402,0.3180884877789816,0.0
J1256.9+2736,J125751.0+273231,49.50001926833265,88.51713598149986,AGN,12.047126262372355,19.90726640444548,,0.00500684072693,1,105.91796535686,2.6299781933162567e-14,2.113827816209556,1.809555292716308,2.538219372462999,-0.7543676952822879,0.5907803445132667,0.4792788425138605,0.758368419095265,0.0,20.15391765332968,19.3927179974937,20.91300949167532,-0.2728812655281714,-0.31133967004153734,-0.2366915365160338,-1.4043311131212626
J1256.9+2736,J125734.0+272730,46.9107610057652,88.59901679669271,AGN,68.49357678943672,19.902040257775774,1.0,0.72983792776486,2,224.649136061589,2.5200893932904145e-14,1.5255952616534607,1.3908529585807257,1.6733437780674352,-0.6265518919077983,1.13392987988448,0.9424919122664096,1.338534254939579,0.0,19.77042446443596,19.23736300775631,20.36712130643024,-0.12387851113418956,-0.15252979260956315,-0.09542354211480883,-8.450225705946108
J1256.9+2736,J125745.0+273210,49.511647671243395,88.53974833911015,AGN,26.067573096417743,19.906972454245402,,0.30964104938431,1,83.35907438909,2.3598387721680663e-14,2.0973150699080474,1.7690354215768602,2.500132712334309,-0.6716009217079503,0.6227796520690847,0.4713781418523032,0.834348571958768,0.0,20.30312347850448,19.366989786305105,21.06272873039652,-0.23775628997098683,-0.2781051370783263,-0.19601413297644,-1.5001281153511443
