P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,Class_prob_e,name,CT,X_name,FGL,ra,dec,r0,significance,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,MW_MW,MW_counts,match_flag,p_any,p_i,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,RPlx,PM,epsi,sepsi,ruwe,rgeo,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,W1mag,W2mag,W3mag,e_W1mag,e_W2mag,e_W3mag,r_hat,X_PA,G_ra,G_dec,G_aF,G_bF,G_PA,sep,Fb,HR_hms,popup,shape,color
0.0204945054945054,0.0247302697302697,0.0468231768231768,0.0425924075924075,0.0534615384615384,0.0922677322677322,6.993006993006993e-05,0.7195604395604396,0.0203034533954256,0.021138286894334,0.0366667110919114,0.030011626118851,0.0358563909119527,0.0617891758138288,0.0008337295095562,0.0924732750226063,YSO,0.7195604395604396,0.0924732750226063,2CXO J085853.9-473051-1,4.066399204028122,2CXO J085853.9-473051,J0859.2-4729,134.72458710489872,-47.51424443568043,0.4843780200257853,23.400420952175786,1.4673495883882798e-15,3.5041184200314993e-16,1.4190174218585e-14,1.0828201277839997e-15,9.138189994115721e-14,5.198095195225501e-15,1.0703942374813049e-13,5.321229326647803e-15,0.972439895499378,,gt,1,1,0.99958575,1.0,17.582407,20.335091,16.068581,0.004839,0.067386,0.014871,6.511,0.007697,0.0004729999999999,4.139,1.003,1787.97656,12.48,10.949,10.307,0.022,0.025,0.023,,,,,,,0.8505197286533964,244.21899026983988,134.8042,-47.4883,0.0795,0.0626,21.49,0.0597149375185287,1.0703942374813049e-13,0.7074437948429866,"        cat.addSources([A.marker(134.72458710489872, -47.51424443568043, {popupTitle: '2CXO J085853.9-473051', popupDesc: '134.724587 -47.514244 0.48"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.72458710489872%20-47.51424443568043&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=1.1e-13 HR_h(ms)=0.7 P_intra=0.97<br/>1 CP(s)",plus,lime
0.4550213675245588,0.080501998001998,0.001033966033966,0.0093556443556443,1.998001998001998e-05,0.052127244184387,0.388283456223122,0.0136563436563436,0.1747312238637612,0.1004644414507143,0.0062533866948114,0.015455076531981,0.0004467666052878,0.0764311855380324,0.175071701193844,0.0306491073641269,AGN,0.4550213675245588,0.1747312238637612,2CXO J085854.2-472841-0,0.1907871733503841,2CXO J085854.2-472841,J0859.2-4729,134.72596210056508,-47.47820276897646,0.5123690723337037,15.623223294896643,7.21634582775287e-17,5.452026053075668e-17,1.7087903181121802e-15,3.9433622725665e-16,7.147651583520082e-14,4.9650656413985005e-15,7.325746961159052e-14,4.980998930167648e-15,0.948965058991316,,-9,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8542322395783593,280.78271671771563,134.8042,-47.4883,0.0795,0.0626,21.49,0.0538291121542732,7.325746961159053e-14,0.9513782338966312,"        cat.addSources([A.marker(134.72596210056508, -47.47820276897646, {popupTitle: '2CXO J085854.2-472841', popupDesc: '134.725962 -47.478203 0.51"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.72596210056508%20-47.47820276897646&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=7.3e-14 HR_h(ms)=1.0 P_intra=0.95<br/>0 CP(s)<br/>",plus,cyan
0.3103010237625622,0.2127938727938728,0.0162637362637362,0.1757059607059607,0.003021978021978,0.0594905094905095,0.0770782636167251,0.1453446553446553,0.1201756688810934,0.1161053296804137,0.0205432804981671,0.0872024210226541,0.0072307341593725,0.0688494020296484,0.0591243569183197,0.0796326320920393,AGN,0.3103010237625622,0.1201756688810934,2CXO J085902.0-473209-1,0.4126745339757272,2CXO J085902.0-473209,J0859.2-4729,134.75867039648404,-47.53602776789253,0.4920590069128905,16.0288989731816,5.1596929587274064e-17,3.8982029282281017e-17,2.1544118848141928e-15,4.468864999010103e-16,6.758025330671822e-14,4.684511282602503e-15,6.978626212111966e-14,4.705940192908415e-15,1.0,,t,1,1,0.9986612,1.0,,,,,,,,,,,,,17.302,14.369,13.195,,,0.114,,,,,,,0.7225129920592144,212.7779385056316,134.8042,-47.4883,0.0795,0.0626,21.49,0.056777099469496,6.978626212111967e-14,0.9367781351987944,"        cat.addSources([A.marker(134.75867039648404, -47.53602776789253, {popupTitle: '2CXO J085902.0-473209', popupDesc: '134.758670 -47.536028 0.49"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.75867039648404%20-47.53602776789253&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=7.0e-14 HR_h(ms)=0.9 P_intra=1.00<br/>1 CP(s)",plus,cyan
0.0304895104895104,0.044090909090909,0.048006993006993,0.0719830169830169,0.0532917082917082,0.0941458541458541,0.0003896103896103,0.6576023976023976,0.024866848209215,0.0287779903272054,0.0358050129318361,0.0427888853709548,0.0347056021584242,0.0647514069754063,0.0021326162214641,0.0977314982707507,YSO,0.6576023976023976,0.0977314982707507,2CXO J085902.1-473016-1,3.467789689031733,2CXO J085902.1-473016,J0859.2-4729,134.75896206054904,-47.50462499008288,0.4768878969780005,29.54942230028628,1.578405421101127e-15,3.4277713053421354e-16,2.1018866466977e-14,1.342480521187001e-15,1.441817641447349e-13,6.412382981843116e-15,1.6677903603281302e-13,6.5603662715442185e-15,0.63005896630892,,gt,1,1,0.99769944,1.0,17.600725,19.925795,15.913967,0.004293,0.128711,0.049508,7.1599,0.006942,0.000546,5.431,0.965,1481.63184,12.299,10.881,10.242,0.056,0.039,0.047,,,,,,,0.4887220923207795,241.87583236832396,134.8042,-47.4883,0.0795,0.0626,21.49,0.0346509140263367,1.6677903603281302e-13,0.7290154395228402,"        cat.addSources([A.marker(134.75896206054904, -47.50462499008288, {popupTitle: '2CXO J085902.1-473016', popupDesc: '134.758962 -47.504625 0.48"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.75896206054904%20-47.50462499008288&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=1.7e-13 HR_h(ms)=0.7 P_intra=0.63<br/>1 CP(s)",plus,lime
0.0447802197802197,0.0394105894105894,0.0467882117882117,0.0572777222777222,0.0446253746253746,0.1055594405594405,2.997002997002997e-05,0.6615284715284716,0.0365280939600145,0.0289024609289978,0.0366544554031171,0.0376072704833359,0.0322518916574596,0.0872014146289308,0.0005469011785513,0.114163310387188,YSO,0.6615284715284716,0.114163310387188,2CXO J085903.5-473058-1,2.761005091256806,2CXO J085903.5-473058,J0859.2-4729,134.76467038745264,-47.51619998989766,0.4755229398084808,20.080160733305963,5.639453746457459e-16,1.9989070011923968e-16,9.33221600181408e-15,8.96551291456556e-16,6.91716340384282e-14,4.4851572626775006e-15,7.906779541488802e-14,4.578252524834701e-15,0.9999999811138556,,gt,1,1,0.9974488,1.0,19.376364,21.157236,17.611551,0.004726,0.155317,0.039278,1.0261,0.0066479999999999,0.0016339999999999,4.583,1.09,3975.53198,13.209,11.687,10.803,0.141,0.093,0.115,,,,,,,0.5066707456107289,223.7314043156766,134.8042,-47.4883,0.0795,0.0626,21.49,0.0386205774671754,7.906779541488802e-14,0.7496790868005804,"        cat.addSources([A.marker(134.76467038745264, -47.51619998989766, {popupTitle: '2CXO J085903.5-473058', popupDesc: '134.764670 -47.516200 0.48"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.76467038745264%20-47.51619998989766&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=7.9e-14 HR_h(ms)=0.7 P_intra=1.00<br/>1 CP(s)",plus,lime
0.1446874650538258,0.3914835164835165,0.0022777222777222,0.0085164835164835,1.998001998001998e-05,0.117647478704261,0.297498556075413,0.0378687978687978,0.1395358772494279,0.221511194927078,0.0092631956260673,0.0156276030798704,0.0004467666052878,0.1125658305067483,0.1418168298236,0.0419793347560981,CV,0.3914835164835165,0.221511194927078,2CXO J085903.6-473040-0,0.2586779824446451,2CXO J085903.6-473040,J0859.2-4729,134.76525371968603,-47.51113610098731,0.489307741900841,18.9663274429029,6.4893745430668e-16,2.5957498172267e-16,4.12856908719852e-15,6.105439851318499e-16,9.49421384867129e-14,5.546497814252963e-15,9.971964502821808e-14,5.586034472900243e-15,0.994086331188896,,-9,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.4660597969049628,229.030892008708,134.8042,-47.4883,0.0795,0.0626,21.49,0.0348396583203198,9.971964502821808e-14,0.9041812365025308,"        cat.addSources([A.marker(134.76525371968603, -47.51113610098731, {popupTitle: '2CXO J085903.6-473040', popupDesc: '134.765254 -47.511136 0.49"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.76525371968603%20-47.51113610098731&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=1.0e-13 HR_h(ms)=0.9 P_intra=0.99<br/>0 CP(s)<br/>",plus,blue
0.0247902097902097,0.1022277722277722,0.1368531468531468,0.233051948051948,0.0706093906093906,0.0764385614385614,0.003026973026973,0.353001998001998,0.0198382444801939,0.0436724405996741,0.0522669820497358,0.0655755388746543,0.0345127262285706,0.0387921186780056,0.0059311273572797,0.083833489704318,YSO,0.353001998001998,0.083833489704318,2CXO J085905.5-473036-1,0.8028299968943886,2CXO J085905.5-473036,J0859.2-4729,134.77312870960665,-47.51006110072781,0.4755229398084808,21.476221857456995,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,8.958297508524e-14,5.086667353040001e-15,8.959893277645604e-14,5.086674496813071e-15,0.9900787676459464,,gt,1,1,0.9974226,1.0,17.311567,20.161736,15.603932,0.003531,0.064774,0.016729,6.8536,0.007388,0.000921,21.68,1.138,1353.0072,9.542,8.344,8.423,,0.427,0.216,,,,,,,0.3969788679610104,223.9576536848328,134.8042,-47.4883,0.0795,0.0626,21.49,0.0302357504119626,8.959893277645604e-14,0.9996437972926336,"        cat.addSources([A.marker(134.77312870960665, -47.51006110072781, {popupTitle: '2CXO J085905.5-473036', popupDesc: '134.773129 -47.510061 0.48"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.77312870960665%20-47.51006110072781&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=9.0e-14 HR_h(ms)=1.0 P_intra=0.99<br/>1 CP(s)",plus,lime
0.0002797202797202,0.0028371628371628,0.0954745254745254,0.0053446553446553,0.1182692307692307,0.0198801198801198,9.99000999000999e-06,0.7579045954045954,0.0023068763126093,0.0065377716037238,0.0556524896154664,0.0091491034482125,0.0601766789737328,0.0200096380373462,0.0003160697706205,0.0890313772715054,YSO,0.7579045954045954,0.0890313772715054,2CXO J085905.6-473041-1,4.286868824187752,2CXO J085905.6-473041,J0859.2-4729,134.7735453758357,-47.51135832293674,0.4734153211336744,73.14392126223969,2.06844916640618e-14,1.2154116213585e-15,1.9058161056783014e-13,3.965020637762618e-15,5.040978840698992e-13,1.0879430205229772e-14,7.153639863017912e-13,1.1643050101141139e-14,0.989917432110996,,gt,1,1,0.99765366,1.0,12.774904,15.168491,11.229133,0.005125,0.003433,0.003848,0.8786,0.008915,0.00551,32360.0,13.78,7842.82178,8.161,7.143,6.533,0.023,0.04,0.016,,,,,,,0.4041440157234518,221.91757010556933,134.8042,-47.4883,0.0795,0.0626,21.49,0.0309934125382132,7.153639863017912e-13,0.4093465528672422,"        cat.addSources([A.marker(134.7735453758357, -47.51135832293674, {popupTitle: '2CXO J085905.6-473041', popupDesc: '134.773545 -47.511358 0.47"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.7735453758357%20-47.51135832293674&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=7.2e-13 HR_h(ms)=0.4 P_intra=0.99<br/>1 CP(s)",plus,lime
0.074082584082584,0.2029878454878455,0.002019647019647,4.995004995004995e-05,0.0,0.1133150183150183,0.5969855144855145,0.0105594405594405,0.1695869795046,0.2052062867022354,0.0087627844539502,0.0007053385694136,0.0,0.1481150348651801,0.2552112774762728,0.0245242066800684,NS,0.5969855144855145,0.2552112774762728,2CXO J085905.7-473009-0,0.8557398753904019,2CXO J085905.7-473009,J0859.2-4729,134.7739620413473,-47.50249998958836,0.4822054191774498,17.154316924317946,7.641330413198281e-16,3.060206765920765e-16,6.106428311036501e-15,7.2126396387129e-16,5.86755472329988e-14,4.175942523061502e-15,6.554610858535514e-14,4.2488076346187366e-15,0.82817145142989,,-9,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3412045831308342,235.18773897159315,134.8042,-47.4883,0.0795,0.0626,21.49,0.0248804170790877,6.554610858535514e-14,0.7903594431266845,"        cat.addSources([A.marker(134.7739620413473, -47.50249998958836, {popupTitle: '2CXO J085905.7-473009', popupDesc: '134.773962 -47.502500 0.48"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.7739620413473%20-47.50249998958836&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=6.6e-14 HR_h(ms)=0.8 P_intra=0.83<br/>0 CP(s)<br/>",plus,magenta
0.1662837162837162,0.3661388611388611,0.0015084915084915,0.0478671328671328,5.994005994005994e-05,0.0837262737262737,0.2917982017982017,0.0426173826173826,0.0918064563338299,0.1413566471670211,0.0066649964607775,0.0546275693095649,0.0007722717115132,0.0644414540416415,0.1272112936683029,0.0357916534619798,CV,0.3661388611388611,0.1413566471670211,2CXO J085906.6-473022-0,0.2768039219775762,2CXO J085906.6-473022,J0859.2-4729,134.77762870360925,-47.506074989468345,0.4843780200257853,14.340359128195878,5.458808757270281e-17,4.1241880965484107e-17,7.035053117502209e-17,5.315057481569846e-17,8.9893289345934e-14,6.559174164668999e-15,9.001822796468173e-14,6.559519159116015e-15,1.0,,-9,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3332383560925327,225.27450701655576,134.8042,-47.4883,0.0795,0.0626,21.49,0.0252632976370916,9.001822796468173e-14,0.9972241484514284,"        cat.addSources([A.marker(134.77762870360925, -47.506074989468345, {popupTitle: '2CXO J085906.6-473022', popupDesc: '134.777629 -47.506075 0.48"" <a target=""_blank"" href=""https://simbad.u-strasbg.fr/simbad/sim-coo?CooDefinedFrames=none&CooEpoch=2000&Coord=134.77762870360925%20-47.506074989468345&submit=submit%20query&Radius.unit=arcsec&CooEqui=2000&CooFrame=FK5&Radius=20"">Simbad</a><br/>Fb=9.0e-14 HR_h(ms)=1.0 P_intra=1.00<br/>0 CP(s)<br/>",plus,blue
