name,powlaw_nh,detect_stack_id,obsid,obi,region_id,var_prob_b,ks_prob_b,kp_prob_b,src_cnts_aper90_b,flux_aper90_b,flux_aper90_lolim_b,flux_aper90_hilim_b,src_cnts_aper90_lolim_b,src_cnts_aper90_hilim_b
2CXO J063640.9-801126,,acisfJ0638293m801452_001,14925,0,25,0.21798148030962,0.11268203539002997,0.25234573926781,52.900398698634,1.7886917097171e-14,1.4831101666234e-14,2.0942732528108e-14,44.041462737711,61.759334659558
2CXO J151104.1+055136,,acisfJ1511253p055412_001,10435,0,9,0.49049322845094,0.5937726388530999,0.13917503088986005,9.0911356044201,2.5537938606933e-14,1.4510192390303e-14,3.5985277127951e-14,5.1654179570569,12.810236533501
2CXO J151104.1+055136,,acisfJ1511028p054455_001,6101,1,27,0.57617429651241,0.51687182819445,0.50618320530106,10.352737184664,1.4640123795396e-14,8.7217758781085e-15,2.0558471712684e-14,6.1675881100125,14.537886259315
2CXO J151104.1+055136,,acisfJ1510587p054541_001,4977,0,300,0.10431825949762,0.27652462698562996,0.41756659987726996,160.86739932379,1.9880263157063e-14,1.7811677958429e-14,2.1948848355697e-14,144.57060894589,177.1641897017
2CXO J063905.7-801957,,acisfJ0638293m801452_001,14925,0,1,0.56126222332771,0.39078393534698996,0.39656788154807,60.399725904615,1.5261000238659e-14,1.277054097545e-14,1.7751459501867e-14,50.950784952713,69.848666856516
2CXO J143525.5+334605,,acisfJ1435403p334146_001,7772,0,9,0.42539331872615,0.6031423304229699,0.10729620604194001,46.435084851068,1.7173165506513e-14,1.3699941022049e-14,2.0453433075172e-14,38.161759398878,54.708410303257
2CXO J143525.5+334605,,acisfJ1435339p333952_001,4235,1,13,0.42930007908524,0.10092503390270002,0.24571262768053004,6.7504768903315,2.0369001760655e-14,1.0432903340823e-14,2.9808295259495e-14,3.5528825738587,9.9480712068042
2CXO J143525.5+334605,,acisfJ1436249p335205_001,4232,1,42,,,,0.0,0.0,0.0,1.1272148984422e-14,0.0,4.3487082915144
2CXO J143525.5+334605,,acisfJ1434415p332806_001,7011,0,75,,,,0.0,0.0,0.0,6.1908323295396e-14,0.0,6.1972284697948
2CXO J125746.6+273137,,acisfJ1257288p273028_001,12887,0,23,0.48950005364952,0.87889914642411,0.944897248893365,50.763073461498,1.4657963167675e-14,1.2131894463141e-14,1.7184031872209e-14,42.213518474913,59.312628448082
2CXO J180434.9-300112,,acisfJ1804482m300203_001,12400,0,52,0.11304526233755,0.06112808857464003,0.07326431566182001,78.248491123308,1.286698800853e-14,1.1048660358064e-14,1.4685315658996e-14,67.332649996052,89.164332250565
2CXO J180434.9-300112,,acisfJ1803166m295750_001,3780,0,671,,,,0.0,0.0,0.0,2.070793028316e-14,0.0,54.11495471337
2CXO J104717.9-601042,,acisfJ1047086m600555_001,9485,1,6,1.0,0.999999999999999,0.9999999999999492,99.642989057663,1.372017934008e-14,1.1992951362091e-14,1.544740731807e-14,87.691385083361,111.59459303197
2CXO J104717.9-601042,,acisfJ1048222m595828_001,9490,0,264,,,,0.0,0.0,0.0,1.2836570764345e-14,0.0,24.020380149845
2CXO J103121.9+573134,,acisfJ1032042p573715_001,3345,0,51,0.24868281652906,0.76733267491554,0.43760134478464996,42.039912969889,1.2794767406489e-14,1.0147574149974e-14,1.5294894370975e-14,33.724325789032,49.893523085143
2CXO J125724.3+273606,,acisfJ1257288p273028_001,12887,0,30,0.22840000800029,0.47517650462712,0.82653758081162,44.129310260417,1.1735777986885e-14,9.3622498547058e-15,1.3977443445054e-14,35.974981190557,52.283639330277
2CXO J063704.1-801401,,acisfJ0638293m801452_001,14925,0,17,0.31700003910706,0.977832960039318,0.943534497661102,37.454776299026,1.0641446940322e-14,8.4892441883465e-15,1.2674082872743e-14,29.879653002594,44.609059412323
2CXO J103220.2+573211,,acisfJ1032042p573715_001,3345,0,7,0.66600300658402,0.44699934740416003,0.31010358462027,44.766406612495,1.1580282423642e-14,9.4404476279692e-15,1.3720117219315e-14,36.606418581598,52.926394643392
2CXO J151100.4+054921,,acisfJ1511028p054455_001,6101,1,7,0.71675107834383,0.936146927498033,0.913085992498717,23.820344506716,1.3641708934694e-14,9.8399211987953e-15,1.7219862097892e-14,17.956875089678,29.683813923754
2CXO J151100.4+054921,,acisfJ1510540p054547_001,891,0,20,0.43398377751381,0.984319548070078,0.89825466880172,253.64576335632,8.5296918256746e-14,7.8923517384223e-14,9.1670319129269e-14,234.78974796992,272.50177874272
2CXO J151100.4+054921,,acisfJ1510587p054541_001,4977,0,41,0.11086295902156,0.7377515305446201,0.33988339240255006,93.451630274548,9.2657286182723e-15,8.0108993941753e-15,1.0446744358599e-14,81.336320480838,104.85427478628
2CXO J151100.4+054921,,acisfJ1511253p055412_001,10435,0,45,,,,0.0,0.0,0.0,4.450347493319e-14,0.0,13.29474541947
