logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -1.230385120580498427e+08 -1.230385180507641286e+08 nan
-1.230385180507641286e+08 nan -2.500000000000000052e-03 4.000000000000000000e+02 -3.140217305407252908e+07 -3.140217904928681627e+07 nan
-3.140217904928681627e+07 nan -5.000000000000000104e-03 4.000000000000000000e+02 -1.715334408683842048e+07 -1.715335008455270901e+07 nan
-1.715335008455270901e+07 1.733794292388047387e+00 -7.499999999999999722e-03 4.000000000000000000e+02 -8.152179297139874659e+06 -8.152185297354161739e+06 nan
-8.152185297354161739e+06 4.437633995738784783e+06 -1.000000000000000021e-02 4.000000000000000000e+02 -6.354628252713901922e+06 -6.354634255428188480e+06 nan
-6.354634255428188480e+06 2.969419678087691776e+06 -1.250000000000000069e-02 4.000000000000000000e+02 -3.894373313325585797e+06 -3.894379318539872300e+06 nan
-3.894379318539872300e+06 9.168834799599820981e+05 -1.500000000000000118e-02 4.000000000000000000e+02 -3.227588847430276219e+06 -3.227594855144563131e+06 nan
-3.227594855144563131e+06 8.272575018256937619e+05 -1.750000000000000167e-02 4.000000000000000000e+02 -2.076345447546639247e+06 -2.076351457760925870e+06 nan
-2.076351457760925870e+06 1.251675490640143631e+06 -2.000000000000000042e-02 4.000000000000000000e+02 -1.815439754699564306e+06 -1.815445767413851107e+06 nan
-1.815445767413851107e+06 7.894725726805005688e+05 -2.249999999999999917e-02 4.000000000000000000e+02 -1.084426900529607665e+06 -1.084432915743894409e+06 nan
-1.084432915743894409e+06 2.020414885743949853e+05 -2.499999999999999792e-02 4.000000000000000000e+02 -1.070214539674111875e+06 -1.070220557388398563e+06 nan
-1.070220557388398563e+06 2.046459035035166016e+05 -2.749999999999999667e-02 4.000000000000000000e+02 -9.911781990791701246e+05 -9.911842192934568739e+05 nan
-9.911842192934568739e+05 2.257370868786167121e+05 -2.999999999999999542e-02 4.000000000000000000e+02 -8.450916454794143792e+05 -8.450976681937010726e+05 nan
-8.450976681937010726e+05 6.886577809304671246e+04 -3.249999999999999417e-02 4.000000000000000000e+02 -5.204729192540378426e+05 -5.204789444683245383e+05 nan
-5.204789444683245383e+05 1.652763582426010398e+05 -3.499999999999999639e-02 4.000000000000000000e+02 -4.591789975403711433e+05 -4.591850252546578413e+05 nan
-4.591850252546578413e+05 1.694040554706014518e+04 -3.749999999999999861e-02 4.000000000000000000e+02 -4.192383813865381526e+05 -4.192444116008248529e+05 nan
-4.192444116008248529e+05 1.729499433125842916e+04 -4.000000000000000083e-02 4.000000000000000000e+02 -4.175817534669514280e+05 -4.175877861812381307e+05 nan
-4.175877861812381307e+05 1.139472793085424746e+04 -4.250000000000000305e-02 4.000000000000000000e+02 -2.432394785958137945e+05 -2.432455138101004995e+05 nan
-2.432455138101004995e+05 8.238188099139730912e+04 -4.500000000000000527e-02 4.000000000000000000e+02 -2.233526058178019302e+05 -2.233586435320886085e+05 nan
-2.233586435320886085e+05 5.286736838596814050e+04 -4.750000000000000749e-02 4.000000000000000000e+02 -1.932988799713708577e+05 -1.933049201856575382e+05 nan
-1.933049201856575382e+05 1.724338686620671797e+04 -5.000000000000000971e-02 4.000000000000000000e+02 -1.626863079662558448e+05 -1.626923506805425277e+05 nan
-1.626923506805425277e+05 1.896587958643701131e+04 -5.250000000000001193e-02 4.000000000000000000e+02 -1.457122948693027429e+05 -1.457183400835894281e+05 nan
-1.457183400835894281e+05 2.143743100196028536e+04 -5.500000000000001416e-02 4.000000000000000000e+02 -7.835951301754440647e+04 -7.836556073183109402e+04 nan
-7.836556073183109402e+04 3.515376735981936508e+04 -5.750000000000001638e-02 4.000000000000000000e+02 -6.380278465351086925e+04 -6.380883486779755913e+04 nan
-6.380883486779755913e+04 3.281817857187113259e+04 -6.000000000000001860e-02 4.000000000000000000e+02 -5.363446868727332185e+04 -5.364052140156001406e+04 nan
-5.364052140156001406e+04 2.538037355834885602e+04 -6.250000000000001388e-02 4.000000000000000000e+02 -4.928002466291678138e+04 -4.928607987720347592e+04 nan
-4.928607987720347592e+04 2.604124790445311373e+04 -6.500000000000001610e-02 4.000000000000000000e+02 -4.482267127344446635e+04 -4.482872898773115594e+04 nan
