09:29:59 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=True, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ181908.5-204037/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
09:29:59 [ultranest] [INFO] Sampling 400 live points from prior ...
09:29:59 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
09:29:59 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
09:29:59 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
09:29:59 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-267013295276.78, Lmax=-4.51
09:29:59 [ultranest] [DEBUG] iteration=29, ncalls=433, regioncalls=1320, ndraw=40, logz=-260909374.97, remainder_fraction=100.0000%, Lmin=-245304064.38, Lmax=-4.51
09:29:59 [ultranest] [DEBUG] iteration=40, ncalls=444, regioncalls=1760, ndraw=40, logz=-138605529.55, remainder_fraction=100.0000%, Lmin=-126608358.56, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=72, ncalls=478, regioncalls=3120, ndraw=40, logz=-4118779.74, remainder_fraction=100.0000%, Lmin=-4006153.24, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=80, ncalls=487, regioncalls=3480, ndraw=40, logz=-2445473.17, remainder_fraction=100.0000%, Lmin=-1849514.76, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=90, ncalls=501, regioncalls=4040, ndraw=40, logz=-933486.09, remainder_fraction=100.0000%, Lmin=-932644.49, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=115, ncalls=533, regioncalls=5320, ndraw=40, logz=-173263.52, remainder_fraction=100.0000%, Lmin=-159452.22, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=120, ncalls=539, regioncalls=5560, ndraw=40, logz=-114463.68, remainder_fraction=100.0000%, Lmin=-114164.24, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=148, ncalls=577, regioncalls=7080, ndraw=40, logz=-34754.42, remainder_fraction=100.0000%, Lmin=-30547.72, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=160, ncalls=590, regioncalls=7600, ndraw=40, logz=-18918.28, remainder_fraction=100.0000%, Lmin=-18373.23, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=180, ncalls=620, regioncalls=8800, ndraw=40, logz=-4963.11, remainder_fraction=100.0000%, Lmin=-4896.54, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=200, ncalls=648, regioncalls=9920, ndraw=40, logz=-1769.73, remainder_fraction=100.0000%, Lmin=-1754.01, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=228, ncalls=682, regioncalls=11280, ndraw=40, logz=-565.51, remainder_fraction=100.0000%, Lmin=-539.69, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=240, ncalls=698, regioncalls=11920, ndraw=40, logz=-381.19, remainder_fraction=100.0000%, Lmin=-360.20, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=270, ncalls=734, regioncalls=13360, ndraw=40, logz=-167.82, remainder_fraction=100.0000%, Lmin=-155.39, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=280, ncalls=746, regioncalls=13840, ndraw=40, logz=-138.10, remainder_fraction=100.0000%, Lmin=-127.52, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] iteration=303, ncalls=782, regioncalls=15280, ndraw=40, logz=-99.70, remainder_fraction=100.0000%, Lmin=-92.62, Lmax=-4.51
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:00 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:01 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:01 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:01 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:01 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
09:30:01 [ultranest] [DEBUG] Plateau detected at L=-8.897744e+01, not replacing live point.
